	GSM2336308_4m	 GSM2336309_4m	 GSM2336312_4m	 GSM2336316_4m	 GSM2336317_4m	 GSM2336319_4m	 GSM2336320_4m	 GSM2336321_4m	 GSM2336326_4m	 GSM2336331_4m	 GSM2336332_4m	 GSM2336335_4m	 GSM2336342_4m	 GSM2336345_4m	 GSM2336346_4m	 GSM2336347_4m	 GSM2336349_4m	 GSM2336354_4m	 GSM2336359_4m	 GSM2336367_4m	 GSM2336369_4m	 GSM2336370_4m	 GSM2336371_4m	 GSM2336375_4m	 GSM2336383_4m	 GSM2336384_4m	 GSM2336389_4m	 GSM2336390_4m	 GSM2336391_4m	 GSM2336392_4m	 GSM2336398_4m	 GSM2336399_4m	 GSM2336400_4m	 GSM2336401_4m	 GSM2336402_4m	 GSM2336404_4m	 GSM2336405_4m	 GSM2336406_4m	 GSM2336409_4m	 GSM2336413_4m	 GSM2336415_4m	 GSM2336417_4m	 GSM2336418_4m	 GSM2336420_4m	 GSM2336421_4m	 GSM2336424_4m	 GSM2336425_4m	 GSM2336428_4m	 GSM2336429_4m	 GSM2336432_4m	 GSM2336435_4m	 GSM2336437_4m	 GSM2336438_4m	 GSM2336441_4m	 GSM2336442_4m	 GSM2336444_4m	 GSM2336446_4m	 GSM2336453_4m	 GSM2336454_4m	 GSM2336455_4m	 GSM2336464_4m	 GSM2336466_4m	 GSM2336467_4m	 GSM2336468_4m	 GSM2336469_4m	 GSM2336470_4m	 GSM2336471_4m	 GSM2336476_4m	 GSM2336477_4m	 GSM2336478_4m	 GSM2336480_4m	 GSM2336481_4m	 GSM2336483_4m	 GSM2336485_4m	 GSM2336486_4m	 GSM2336487_4m	 GSM2336489_4m	 GSM2336493_4m	 GSM2336494_4m	 GSM2336495_4m	GSM2336112_18m	 GSM2336115_18m	 GSM2336116_18m	 GSM2336118_18m	 GSM2336119_18m	 GSM2336122_18m	 GSM2336126_18m	 GSM2336128_18m	 GSM2336129_18m	 GSM2336130_18m	 GSM2336131_18m	 GSM2336132_18m	 GSM2336133_18m	 GSM2336146_18m	 GSM2336149_18m	 GSM2336150_18m	 GSM2336156_18m	 GSM2336158_18m	 GSM2336159_18m	 GSM2336160_18m	 GSM2336162_18m	 GSM2336169_18m	 GSM2336170_18m	 GSM2336172_18m	 GSM2336173_18m	 GSM2336177_18m	 GSM2336183_18m	 GSM2336184_18m	 GSM2336186_18m	 GSM2336188_18m	 GSM2336192_18m	 GSM2336194_18m	 GSM2336195_18m	 GSM2336197_18m	 GSM2336199_18m	 GSM2336200_18m	 GSM2336201_18m	 GSM2336204_18m	 GSM2336207_18m	 GSM2336690_18m	 GSM2336691_18m	 GSM2336692_18m	 GSM2336693_18m	 GSM2336696_18m	 GSM2336698_18m	 GSM2336700_18m	 GSM2336701_18m	 GSM2336703_18m	 GSM2336707_18m	 GSM2336709_18m	 GSM2336711_18m	 GSM2336723_18m	 GSM2336726_18m	 GSM2336727_18m	 GSM2336729_18m	 GSM2336730_18m	 GSM2336731_18m	 GSM2336732_18m	 GSM2336733_18m	 GSM2336735_18m	 GSM2336737_18m	 GSM2336738_18m	 GSM2336739_18m	 GSM2336744_18m	 GSM2336745_18m	 GSM2336746_18m	 GSM2336747_18m	 GSM2336748_18m	 GSM2336749_18m	 GSM2336752_18m	 GSM2336753_18m	 GSM2336754_18m	 GSM2336756_18m	 GSM2336758_18m	 GSM2336761_18m	 GSM2336762_18m	 GSM2336764_18m	 GSM2336765_18m	 GSM2336766_18m	 GSM2336770_18m	 GSM2336771_18m	 GSM2336772_18m	 GSM2336774_18m	 GSM2336775_18m	 GSM2336776_18m	 GSM2336780_18m
Tmem14c	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	31	0	0	0	0	0	0	0	3	0	0	0	1	0	0	2	18	1	0	0	0	93	3	0	1	0	0	0	134	0	1	0	222	1	123	0	0	1	50	0	0	27	1	0	0	0	0	1	0	64	3	0	1	0	0	0	1	1	1	193	0	8	0	0	0	0	0	16	53	0	0	0	1	1	71	2	0	0	0	207	0	0	0	0	0	2	1	0	0	1	0	0	0	0	120	0	0	52	0	0	0	1	0	0	61	66	0	8	161	183	0	0	0	1	0	0	321	0	0	1	159	0	0	30	0	2	1	0	0	102	71	1	0	2	0	29	2	0	0	282	2	0	0	1	0	190	0	0	18	36	0
Nedd9	0	0	0	777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	437	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hivep1	190	0	0	3	0	0	0	0	1	0	0	0	362	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	58	188	0	0	71	0	1	0	2	0	54	0	234	105	2	0	16	0	0	0	0	0	176	0	0	23	0	0	8	0	0	0	0	0	0	12	232	0	0	235	21	0	0	0	951	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	19	0	30	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	8	0	0	0	0	24	0	0	0	0	0	0	284	10	0	0	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0
Tbc1d7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	543	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	111	0	0	0	0	0	0	0	104	0
Mcur1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	97	0	48	0	0	0	430	173	0	0	22	0	0	0	0	0	0	0	0	0	3	0	281	0	1	123	349	0	0	0	0	43	0	1	0	23	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	214	0	50	0	92	0	1	0	0	0	0	2	0	0	4	0	0	0	0	0	22	21	63	1	0	84	33	0	0	331	1	8	0	0	0	0	0	49	0	0	374	0	0	1	200	0	0	0	1	27	0	0	0	0	0	0
Nup153	0	0	496	0	0	0	0	0	0	0	27	14	0	54	0	0	0	0	210	0	322	56	8	0	0	49	0	0	0	0	0	0	29	0	0	0	160	22	0	20	0	0	307	0	0	0	0	2	35	0	0	174	0	0	4	539	0	0	0	0	32	0	0	0	0	59	2	0	0	355	0	3	0	0	0	11	0	9	0	0	0	75	403	430	0	0	0	35	0	0	0	0	0	0	1	0	153	0	0	0	0	118	0	142	431	0	0	0	0	0	0	0	0	162	0	0	0	0	27	0	0	1	0	0	0	2	152	0	0	0	0	409	0	0	0	0	0	22	36	0	0	0	1	0	967	54	1	0	0	23	235	0	0	0	0	46	0	0	0	0	0	1	0	112	0	0
Kif13a	887	0	0	46	12	0	0	0	0	0	2	0	0	0	0	0	0	211	964	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	21	65	0	0	0	0	0	1	23	0	0	772	11	0	0	0	11	0	0	43	0	0	0	0	0	79	38	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	286	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Dek	208	1	0	10	33	0	14	75	19	119	0	71	0	11	0	42	1	295	0	65	1	0	16	0	263	47	0	0	0	36	0	0	32	0	0	35	0	0	499	1	0	98	344	40	0	4	220	21	63	0	54	69	0	231	0	116	149	1	55	3	0	40	75	33	85	30	20	152	16	315	659	8	14	0	19	87	0	248	1	45	0	126	445	0	81	0	61	0	38	0	24	0	114	13	176	77	167	0	8	380	1	0	16	0	0	0	0	1	13	76	15	0	1	0	4	0	17	7	35	0	0	69	0	25	198	2	0	357	158	10	143	1	89	0	0	213	0	21	131	71	52	291	1	14	0	0	0	111	9	466	24	0	0	0	12	0	127	576	0	2	53	11	16	6	44	1
Susd3	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	151	0	289	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	29	0	0	0	0	0	329	0	1	0	0	328	20	0	0	0	0	0	285	0	0	323	1	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	1	0	174	0	0	0	0	0	0	0	0	178	0	0	0	165	43	0	0	0	0	300	1	18	122	0	0	0	0	0	0	0	0	0	0	0	0	142	1	0	530	0	0	2	0	0	0	0	0	0	115	0	85	0	12	0	54	32	0	0	0
Nol8	17	3	0	0	0	0	13	0	0	0	24	0	0	0	0	0	0	0	446	0	0	3	0	0	0	0	0	0	0	0	0	35	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	5	39	0	0	3	69	215	0	0	0	0	1	5	0	65	33	2	195	0	0	31	0	0	0	0	0	0	0	0	0	0	0	329	0	0	66	0	0	0	0	0	0	1	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	259	0	14	180	1	89	0	0	4	2	0	1	79	0	0	0	70	0	214	0	0	0	0	0	67	0	0	0	0	0	0	0	0	166	0	0	0	0	1	20	0	0	0
Spin1	358	34	0	121	0	0	423	0	108	675	0	0	0	0	87	0	0	0	0	0	16	73	0	0	0	0	0	0	0	0	0	6	174	0	4	0	0	156	0	0	1	0	0	0	0	0	62	0	0	0	291	144	0	727	0	0	0	50	282	25	0	9	19	18	48	33	3	1	1	246	1	89	0	1	0	550	48	75	0	0	0	0	359	194	3	0	0	0	0	0	0	0	0	23	79	0	0	100	572	0	68	0	0	0	0	0	0	168	0	0	0	23	13	0	0	0	0	0	0	228	2	0	45	1	0	0	0	0	0	0	35	199	0	0	0	0	0	0	0	17	49	0	36	585	315	271	204	93	418	0	0	42	0	0	0	0	0	46	103	68	18	0	0	0	0	0
Wrnip1	0	0	211	0	0	0	0	554	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	0	2	344	0	0	0	0	2	6	0	0	0	1	0	1	0	0	1	0	57	0	0	0	9	0	61	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	188	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	21	0	0	0	0	191	0	0	486	0	0	0	0	0	0	0	34	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
Ripk1	28	0	143	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	29	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	17	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	0	0	146	44	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	64	83	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
Prpf4b	10	6	358	102	0	67	0	0	0	33	0	5	60	9	0	0	22	32	142	0	32	0	18	5	0	0	0	228	0	44	13	0	45	147	1	68	0	0	0	3	9	0	0	6	12	8	4	0	0	0	138	0	0	65	8	0	0	0	0	0	35	13	0	23	0	0	1	0	0	0	2	46	68	82	5	1	5	0	0	0	0	0	66	0	25	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	1	12	6	140	11	3	0	19	0	85	35	0	295	0	13	0	349	187	0	90	0	11	1	12	0	0	0	0	5	119	151	55	3	1	3	4	5	0	219	0	9	0	1	0	877	0	97	0	0	0	159	0	0	2	0	48	0	38	0	16	6	15	0	0	0	94
Eci2	0	0	0	0	0	85	0	0	181	4	0	0	0	0	18	0	70	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	114	0	0	0	0	0	0	0	0	22	0	0	695	0	0	0	1	36	0	19	7	0	0	41	0	0	0	61	48	227	3	0	1	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	459	0	0	0	0	19	0	0	0	11	7	0	0	0	0	23	74	0	0	0	42	154	0	0	0	0	0	0	26	0	4	0	75	0	110	57	105	0	0	0	16	17	0	6	0	0	17	0	0	0	30	161	0	0	0	1	0	0	0	0	35	0	0	0	0	0	6	0	0	0	0	3	0
Rpp40	0	0	0	19	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	38	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	4	0	0	0	0	0	0	27	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fars2	5	0	0	0	0	0	0	0	0	0	0	0	120	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	269	0	0	0	0	0	0	0	0	0	605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	239	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	11	0	0	8	0	0	0	0	0	0
Ssr1	427	2	0	26	15	468	0	0	143	47	0	93	0	52	1	0	2	1	0	0	0	317	42	17	0	0	0	68	2	0	0	34	7	15	0	0	77	1106	525	9	0	10	374	0	205	0	0	0	0	4	61	1	746	0	74	0	88	0	131	9	7	0	0	16	44	7	2	100	0	82	0	145	21	1	0	143	31	52	1	135	186	361	0	7	5	0	0	0	0	0	0	451	0	0	448	1	0	0	15	0	0	0	2	215	0	0	0	62	0	0	0	1899	0	1	105	0	0	7	0	164	0	48	50	216	0	1	225	0	567	68	0	0	318	0	124	237	0	0	9	23	72	0	161	0	2132	0	161	0	42	0	106	0	0	28	1	0	1	43	77	1	72	19	0	33	0	0
Riok1	698	0	355	34	0	0	13	0	0	0	1	0	155	0	0	0	0	130	0	0	0	144	0	0	61	0	0	0	0	0	0	0	0	66	2	0	0	1	0	0	126	0	3	89	0	0	4	361	0	0	4	0	480	0	0	0	0	0	0	0	10	0	0	0	51	0	0	0	0	0	198	17	0	0	0	0	0	0	0	0	3	0	0	609	0	0	0	210	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	49	0	0	0	0	0	0	0	0	0	51	17	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	19	0	12	0	0	0
Snrnp48	0	0	72	0	153	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	2	0	62	0	0	0	0	0	0	9	0	0	9	0	0	163	0	0	1	0	0	134	100	3	0	63	0	4	1	0	165	0	0	0	0	0	1	26	0	10	0	0	67	3	11	0	224	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	23	0	0	137	0	0	0	0	0	0	1	0	0	0	0	0	3	0	32	58	0	0	0	0	0	0	1	0	1	3	1	1	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	1	149	0	284	290	0	0	9	0	0	0	1	1	0	0	1	0	49	0	217	0	10	0	0	0	23
Slc35b3	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	27	0	0	0	0	0	0	0	0	130	0	0	0	4	442	0	0	0	1	40	0	0	0	0	0	0	0	0	84	4	0	0	0	0	0	28	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	257	0	98	262	14	0	0	0	0	3	0	3	0	0	0	36	0	0	0	0	0	92	0	0	39	0	65	231	0	400	0	0	0	0	0
Sema4d	113	0	15	3	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	132	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	46	0	0	0	92	0	0	0	0	0	1	0	0	112	0	0	111	0	0	0	0	0	0	0	1	0	0	0	0	0	11	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	45	3	0	0	0	0	0	0	0	0
Gadd45g	0	39	0	0	12	107	2	11	0	0	0	0	0	0	1	63	0	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	2	76	0	2	3	1	0	0	31	0	1	0	32	0	0	0	0	0	28	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	91	1	0	0	0	1	0	0	0	1	0	0	1	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	85	11	0	4	1	17	1	127	15	86	2	650	3	6	0	0	261	93	14	5	3	16	97	4	7	0	9	23	2	15	2	0	25	2	1	0	20	4	3	0	14	16	2	6	613	12
Syk	0	0	0	0	0	0	0	0	0	160	0	0	0	9	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	189	0	0	0	1	0	69	1	0	0	0	0	0	0	1	0	379	0	3	0	0	0	24	0	0	0	0	0	0	0	0	0	0	54	1	0	19	4	0	0	0	0	20	0	0	0	0	0	0	219	0	0	0	0	0	5	0	0	0	0	1	0	0	2	0	1	0	0	0	1	44	5	0	0	1	0	0	0	1	10
2010111I01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	81	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	267	0	0	312	0	0	0	0	0	0	0	404	0	0	0	297	0	0	0	0	865	0	0	0	0	114	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	12	0	95	0	0	0	0	23	0	0	0	0	0	0	0	0	0	1	0	88	1	0	0	0	30	0	0	0
Auh	0	0	0	128	0	0	51	0	0	0	44	0	89	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	2	10	0	0	0	0	0	19	0	0	167	0	1	0	45	32	0	0	0	0	320	0	0	0	0	1	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	2	2	1445	0	0	0	2	367	0	86	0	112	1	2	0	0	0	0	0	0	71	0	0	0	24	0	0	0	0	0	0	0	151	0	66	0	0	0	0	1	0	6	0	0	1	0	0	0	0	0	0	0	0	0	69	131	1	627	0	370	0	190	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sptlc1	0	0	987	0	93	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	105	0	26	0	1	0	0	780	0	0	173	13	1	88	474	0	0	0	0	0	0	0	0	46	0	0	0	0	0	41	0	0	0	4	0	0	52	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	12	12	50	0	0	0	0	7	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	1	63	0	0	0	10	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	295	109	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0
Ercc6l2	0	0	0	0	0	0	0	1	0	117	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	358	0	0	0	0	0	60	2	0	0	0	0	0	0	0	0	0	82	0	0	10	0	344	0	1	0	0	0	0	0	0	0	0	1	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	101	0	0	0	0	0	0	0	0	906	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	58	0	0	0	0	0	0	0	33	0	44	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sfxn1	78	0	0	6	287	0	0	0	0	0	0	0	0	41	0	384	0	0	12	0	74	0	0	0	0	0	0	0	0	0	0	0	39	250	20	0	1	365	0	38	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	44	0	5	0	0	22	8	0	433	1	293	147	6	0	342	1	7	0	2	1	0	122	15	0	337	0	0	36	0	434	0	0	0	119	261	248	0	0	0	21	0	0	30	0	0	38	0	0	77	0	35	0	43	2	9	0	0	86	0	53	0	0	0	238	84	33	0	0	86	0	0	0	41	128	0	141	0	0	164	429	0	84	43	0	0	0	0	0	0	0	295	0	0	77	6	196	1	197	5	0	1	53	15	0	0	0
Habp4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	0	0	0	0	42	0	0	0	0	1	0	0	256	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	0	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctsl	178	0	0	7	13	16	425	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	18	63	12	0	0	0	93	0	1	3	152	210	0	98	108	0	0	1	0	19	0	0	0	365	0	181	375	0	1	0	0	19	1	1	0	5	0	139	0	0	1	0	881	317	8	0	21	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	544	0	0	38	0	0	0	0	0	0	255	0	25	0	31	0	0	0	0	0	0	0	17	0	284	0	0	226	12	232	0	8	0	0	0	1	153	0	0	12	469	295	1	631	0	0	1	0	51	121	0	0	37	0	1	1	318	0	160	14	0	0	0	0	0	0
Zfp346	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	14	0	233	0	0	0	0	0	0	0	0	1	5	127	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	1	0	0	0	28	0	0	0	0	0	0	0	0	0	0	2	221	0	2	0	0	0	0	0	0	1	0
Cdk20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	109	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0
Lman2	0	0	19	0	0	5	0	0	0	204	26	0	98	0	0	0	0	56	0	0	0	0	1	25	37	147	0	0	0	0	0	0	0	271	0	48	179	218	0	0	407	0	64	0	0	40	60	1	0	57	0	0	0	0	90	0	0	0	0	0	45	42	65	0	0	0	0	0	0	1	0	12	308	0	42	0	0	0	0	22	0	87	0	367	0	0	220	0	0	0	31	352	631	0	0	0	0	0	0	9	0	279	0	0	0	1	20	129	0	206	0	0	0	47	39	0	0	69	0	0	0	12	11	131	231	0	87	483	0	0	1	284	0	242	235	0	0	0	15	1	191	0	50	368	7	0	326	0	2	366	1	0	89	12	116	39	0	39	125	110	85	78	0	108	0	0
Prelid1	294	0	0	18	0	0	0	0	0	18	0	0	0	0	0	0	66	0	0	0	0	0	6	0	16	0	0	25	0	0	0	80	24	805	0	0	1	0	0	38	583	60	0	410	0	2	3	0	0	0	36	0	0	713	21	0	0	0	0	10	0	4	12	13	0	0	12	65	0	0	0	0	0	0	0	669	0	0	0	0	0	48	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	907	0	0	0	0	0	21	0	0	0	0	36	0	0	0	110	0	0	0	0	0	0	57	0	0	32	30	15	174	48	40	0	0	0	106	117	10	0	27	0	90	0	1	0	744	43	0	384	1	1	0	740	0	0	0	0	1	448	0	0	0	85	0	28	0	81	0
Nsd1	781	0	743	225	0	27	0	0	0	66	0	374	20	200	0	0	44	0	0	0	0	8	0	0	93	134	0	0	0	0	0	0	253	0	43	0	69	363	1	17	27	0	0	194	1	12	0	164	5	0	0	0	0	684	0	1	0	49	176	0	23	0	5	2	47	11	2	0	1	52	494	0	149	0	64	1	17	47	1	0	0	512	12	0	646	0	0	2	0	0	327	185	0	0	50	71	4	1	6	0	0	0	25	0	0	0	0	39	132	42	0	98	1	259	0	0	0	16	1	0	0	12	0	118	236	128	0	0	109	0	0	0	0	34	0	0	4	0	0	0	63	154	227	187	63	1	91	0	0	0	5	1	70	0	121	0	0	6	0	0	0	69	0	0	2	0
