Gene.symbol	logFC	adj.P.Val
Slc6a15	3.497558101	0.026740369
Rnf219	-0.316674747	0.026740369
Rbbp6	-1.638423177	0.026819178
Traf7	-0.748492325	0.026819178
LOC100861749///Sfi1	-1.709300217	0.026819178
Gm21596///Hmgb1-ps10///4932431P20Rik///Hmgb1	1.511057241	0.026819178
Idi1	1.86972117	0.026819178
Nup62	1.171779562	0.026819178
Selp	7.162603503	0.026933358
Sf3b2	-0.90680319	0.026933358
Mrps24	-1.211377917	0.026933358
D8Wsu26e	-0.548080043	0.027016456
Arid3b	-1.32580409	0.027016456
Tkt	0.790129771	0.027017445
Hibadh	1.29053472	0.027017445
Ndrg1	1.413546175	0.027036017
Hmg20a	-1.941248207	0.027036017
B9d2	-2.564556477	0.027036017
Ccdc25	-1.32220347	0.027036017
1700094D03Rik	-1.434098981	0.027036017
Mfsd1	1.898824717	0.027047421
LOC100862456///Polr2k	-1.237096183	0.027047421
Fth1	0.686106915	0.02704849
Tmem41b	1.152600089	0.02704849
Ghitm	0.610682815	0.02704849
Papss2	1.27450811	0.02704849
Ssrp1	0.77761388	0.02704849
Rbm5	-0.874833014	0.02704849
	-4.557396981	0.02704849
Gm4297///Gm10230///Gm14632///Gm10488///Gm14819///Gm10486///Gm10487///Gm10096///Gm10147///Gm10058///Gm14525///Gm2030///Gm2012///Gm2005///Gm6121///Gm5934///Gm5169///Gm4836	-0.311818102	0.02704849
Brpf1	-2.388795137	0.02704849
Tmem234	-2.412687199	0.02704849
Tia1	-1.841638072	0.02704849
Hnrnpab	2.039133799	0.02704849
Cbfb	1.36446704	0.027102928
Gpsm1	-1.735621352	0.027147805
Rpl18	-0.875597666	0.027161921
Acp1	0.657444032	0.027161921
Ercc3	-1.214876604	0.027161921
Dazap1	-1.255673246	0.027161921
Ms4a1	-0.515433726	0.027204277
Htra2	-0.977493508	0.027258253
Mllt11	-1.60341533	0.027268021
Eif4g2	1.463961507	0.027268021
Gla	2.843438331	0.027268021
Psg19	-0.263309218	0.027268021
Ngdn	-1.422241686	0.027289531
Rrn3	1.220974574	0.027293636
Mtmr1	1.256161384	0.027293636
Tra2b	1.880993889	0.027426628
Gm4604///Rpl36	-1.599098219	0.027426628
Rpl13a	-1.160657658	0.027484796
Ncor2	-2.542747782	0.027484796
Gm5471///Eif1	0.228888815	0.027552699
Golga7	1.011358752	0.027554308
Slc30a5	1.98093551	0.027555759
2510002D24Rik	-2.337594471	0.027555759
Tomm70a	1.807747019	0.027555759
Hexa	0.455192755	0.027555759
Ms4a4b	2.568174476	0.027555759
Klhdc3	-0.596891948	0.027571523
Lrrc59	0.557864363	0.027571523
Plscr1	1.41298487	0.027571523
Zfp932	-0.984429396	0.027571523
Smpd4	-0.372309535	0.027593037
Pick1	-2.376651883	0.027725074
Cpsf1	-1.214323092	0.027725074
Ldhb	-0.492760378	0.02775901
Cct8	3.001126084	0.02775901
Aig1	0.966288299	0.02775901
Trpc1	2.686629888	0.027769833
Anapc5	-1.160060393	0.027769833
Car13	0.60407643	0.027769833
Hmgb3	2.731037409	0.027772289
Snx5	1.105354885	0.027803227
Tcf4	-1.323529572	0.027817761
Npm1	2.439686284	0.027817761
Lpcat3	-1.285799588	0.027819686
Rpl37a	-1.707657214	0.027847406
Bola2	-2.396906707	0.027847406
Iqgap1	-1.038706545	0.027847406
Agpat5	0.725892459	0.027847406
Gja1	2.495216064	0.027847406
Cyth2	-0.621247212	0.027847406
Ywhaz	2.729486104	0.027859814
Eif4b	0.925415262	0.027932713
Nbeal2	-4.061745566	0.027932713
Zfx	2.073206593	0.027932713
Nab1	1.455977988	0.027932713
Ier5	0.628175696	0.027932713
Timm10b	-0.952359361	0.027932713
Dscr3	-0.259596074	0.027932713
Cul3	1.183078095	0.02793837
2310033P09Rik	-1.711343184	0.028031713
S100a6	1.006775367	0.028031713
Ces2g	1.22246791	0.028039464
Clcn3	1.648635571	0.028039464
Trim30d///Trim30a	3.240286507	0.028039464
Anapc2	-1.389814283	0.028073756
Ash1l	-0.703467859	0.028168103
Slc3a2	-0.451192843	0.02818024
Tm4sf1	3.912620676	0.028316979
Tmem208	-2.12442042	0.028333665
Tor1aip2	1.714439326	0.028333665
Fcho1	-1.860114471	0.028333665
Capn7	2.381331333	0.028333665
Ptprz1	-0.221804378	0.028333665
Nars	0.391695654	0.028333665
Katna1	1.704657085	0.028333665
Gm12669///Glrx3	1.78865546	0.028333665
Rtcb	-1.205287209	0.028333665
Rdh13	-0.885472561	0.028333665
Rab2a	2.296398783	0.028338661
Gm20559	-1.602532505	0.028347167
Rcc2	-1.513401854	0.028347167
Arf3	1.908601281	0.028377805
Ddit4	1.463857886	0.028377805
Sec63	0.449826526	0.028377805
Hdac1	-1.354739452	0.028377805
Ier3ip1	1.275512321	0.028377805
Cpsf3	-0.369343842	0.028377805
Csf2ra	-1.899594323	0.028377805
Dctn6	-1.696823313	0.028377805
Pitpnc1	0.344819624	0.028377805
BC005537	-0.973560416	0.028377805
Rad23b	3.420743788	0.028377805
Gm15776///Gng5	-0.793911581	0.028377805
Asf1a	-0.377792977	0.028377805
Gm1862///Atf1	0.801219694	0.028377805
Zfand2b	-1.778105423	0.028377805
Itgb5	-1.861569645	0.028393175
Glrx	1.955256651	0.028395195
Nfx1	0.479842048	0.028395195
Nop56	-1.013028691	0.028449403
Myo1d	1.267321214	0.028456941
Fyttd1	0.813555307	0.028534638
Gm5512///Rmnd1	-0.314729868	0.028534638
Npm1	1.025967773	0.028534638
Gm32211///Rpl39	0.288016055	0.028534638
Frmd4b	-0.350832886	0.028534638
Mrps7	-1.790416271	0.028534638
Ccm2	-1.734373204	0.028534638
Col9a3	-0.243650401	0.028534638
Chmp1b	0.425334658	0.028534638
Tspan4	-1.24718999	0.028536653
Ddx54	-1.672353212	0.028570448
Rab6a	1.184379982	0.028570448
Klf13	-2.888490586	0.028576239
Gngt1	-0.267037029	0.028576239
Relb	-1.347817968	0.028582499
Gramd1a	-2.04426156	0.028588545
Cct3	-0.27953576	0.028588545
Fau	-1.298209109	0.028588545
Ubac1	-1.458182027	0.028588545
Cdk2ap2	-1.425602335	0.028588545
Ldlrad4	-0.5393264	0.028588545
Matk	-2.30833446	0.028588545
Robo4	-1.612660232	0.028588545
Dnajc5	-1.029538421	0.028588545
Abhd16a	-0.745288016	0.028588545
Wls	1.120818778	0.028588545
Olfm3	-0.262788969	0.028588545
Grb10	-2.593467598	0.028588545
Kmt2c	-2.298340109	0.028588545
Arih1	2.013508457	0.028588545
Lhcgr	0.588588011	0.028588545
Ldhb	-0.375737838	0.028588545
Eif3c	-0.931384758	0.028588545
Cul7	-2.528947546	0.028621402
Lonp2	1.351202942	0.028621402
Ddx3y	2.796385472	0.028621402
Gltp	1.342872197	0.02862872
Mllt3	2.186890075	0.02862872
2310061I04Rik	-1.471258933	0.02862872
Rps14	-2.557420418	0.028642895
Fbl	2.308566972	0.028647419
Chmp4b	1.310143959	0.028648854
Safb	-1.121368349	0.028648854
Mrps9	-0.218631548	0.028648854
2810040C05Rik	-2.217104215	0.028655485
Zfp36	2.657821705	0.028655485
Gm8894///Gm5526///Myl6	-0.313112648	0.028655485
Incenp	-1.055366553	0.028655485
Ppp6c	1.766905341	0.02868165
Abcg3	0.360008983	0.028724233
Gm15453///Rbm3	0.832601615	0.028761915
Csnk2b	1.843092727	0.028761915
Avpi1	-1.346542548	0.028761915
Phc2	-2.211834088	0.028770911
Ash1l	2.294970964	0.028770911
Txnrd1	1.530424398	0.028770911
Sepn1	0.83241635	0.028770911
Smarca2	1.308662449	0.028770911
Mcm7	-2.037893791	0.028770911
Rps14	-1.948439408	0.028770911
Ip6k1	-1.204727162	0.028770911
Ndufs7	-1.167592619	0.028770911
Atxn7l1	2.42936935	0.028770911
Ranbp3	-1.540397946	0.028770911
Cmtm2a	-0.536516662	0.028770911
Idh3a	0.9091616	0.028770911
Gm35744///Gm4724///Gm14308///0610010B08Rik///Gm14434///Gm14326///Gm14391///Gm14430	-1.661141481	0.028778521
Mpnd	-1.017261661	0.028778521
Arhgap18	1.614826479	0.028778521
Abi3bp	-0.243965747	0.028778521
Timm22	-0.91999632	0.028778521
Rps27	-1.382048714	0.028792085
	-0.220127893	0.028811417
Rtn3	1.138498925	0.028836862
Pde12	0.861430837	0.028836862
Zg16	2.891722228	0.028897026
Camsap1	-0.839081638	0.028990692
Cope	-1.518193301	0.029015655
Defa30///Defa24///Defa6///Defa1	-0.45732755	0.029063522
Tmem214	-1.844713078	0.029068097
Fam110c	0.910575987	0.029078544
Fam132a	-1.11193806	0.029135684
Phf8	1.067555266	0.029135684
Plek	1.037216417	0.029135684
Litaf	1.808396337	0.029135684
Polk	-2.546577892	0.029135684
Plaa	2.500622692	0.029135684
Dstn	1.995721669	0.029135684
Sftpc	-0.266009505	0.029176513
Prkca	2.131032561	0.029189341
Brd8	-0.69624485	0.029241355
Srpk2	0.546917403	0.029242881
Oasl2	1.147439338	0.029242881
Uxs1	1.067258466	0.02934612
Pbxip1	-2.153693669	0.02934612
Lats2	-2.73708773	0.029384326
Clu	5.212989765	0.029385757
Iars	0.636331725	0.029498722
Sppl2a	1.826923782	0.029498722
Mapre2	1.899689887	0.029498722
Metap1	0.807633589	0.029498722
Abi1	1.671174703	0.029498722
Tpm3	-0.549554673	0.029498722
Srsf6	-0.726647428	0.029498722
Coq5	-0.993976428	0.029498722
Mrs2	-1.561176328	0.029498722
Cct2	1.324432588	0.029498722
Tmub2	-0.375419266	0.029498722
Twist1	1.202780937	0.029498722
Ndufa13	-1.86809082	0.029498722
Abtb1	-2.70563826	0.029498722
Rab7	1.27603358	0.029498722
Pwp1	0.854415586	0.029498722
Ptk2b	1.5611808	0.029498722
Rpl14-ps1///Rpl14	-1.407910264	0.029508092
Pnpla8	1.246939403	0.029543266
Calm3///Calm2///Calm1	2.550600822	0.029674936
Srsf9	0.790197736	0.029674936
Tm9sf2	3.78578954	0.029674936
Spryd7	1.840327791	0.029733962
D12Ertd123e	-5.083762509	0.029757089
Sgk1	0.943460655	0.029859093
Pim3	-0.305669709	0.029918459
Gm4604///Rpl36	-2.00702174	0.029918459
Foxc1	-0.224871853	0.029918459
Riok3	0.698367612	0.029918459
Pitpnc1	-1.324701496	0.029918459
Yipf1	1.448799695	0.029918459
Tgoln2///Tgoln1	0.440790201	0.029918459
Cfl1	2.099073671	0.029918459
	-0.205544993	0.029918459
AA517545	-0.484502011	0.029918459
Ppp2r2a	2.882117782	0.029918459
Trim39	-2.317076494	0.029918459
Crk	2.728821438	0.029918459
Gm2011///Abhd18	-0.593728752	0.029918459
Ccdc47	3.401216245	0.029918459
Crisp2	0.668178613	0.029918459
Hnrnpab	2.023662841	0.029918459
Fcgr3	1.742060275	0.029918459
Rab6a	1.007572748	0.029938251
Psmd3	-1.248564135	0.029938251
Ggps1	-0.796927757	0.030010013
Ikbke	-0.349036258	0.030039978
Rbm25	2.542664393	0.030039978
2810474O19Rik	1.679571141	0.030039978
Tmem123	1.87554196	0.030039978
Fam104a	-1.967069603	0.030039978
Tmx2	0.450153873	0.030039978
Asph	-3.173751865	0.030039978
Smpd2	-1.893728798	0.030039978
Csdc2	-0.327293547	0.030039978
Rnf181	-0.577886095	0.030039978
LOC100862446///Ftl1-ps2///Ftl1	-0.769896601	0.030039978
Mecr	-2.659689007	0.030039978
Plrg1	1.191705948	0.030039978
Fam173a	-1.325250585	0.030039978
	-0.302632839	0.030162057
Mcm7	-2.197650333	0.030162057
Dnajc10	0.39138508	0.03022332
Ankrd44	2.079759101	0.030294734
Map2k7	2.517000697	0.030295453
Pdzk1ip1	-1.014051175	0.030369829
Rpl7	0.420057314	0.030369829
Blmh	0.727382402	0.030369829
Tut1	-1.859603532	0.030369829
Klra16	-0.227761123	0.030369829
Idh3b	-0.338609998	0.030407006
Als2	-1.33323522	0.030452775
Naa15	1.032930569	0.030452775
Sptbn1	-3.076817631	0.03051674
Sys1	-2.005989232	0.030552124
Rgl2	-2.009607247	0.030552124
Gm10374	-2.912127001	0.030552124
Gnas	0.546344348	0.030552124
Dhx30	-1.671833928	0.030552124
Bach1	1.183502334	0.030552124
Car9	-1.120688987	0.030552124
Jak3///Insl3	-1.224288329	0.030552124
Meis1	1.014366053	0.030552124
Ttc3	2.612042446	0.030552124
Cct6a	1.401824324	0.030552124
Ndnl2	2.310086897	0.030552124
Gripap1	-1.713111709	0.030552124
Rpl41	-1.238791029	0.030552124
Kcnip1	0.214478739	0.030552124
Fbxw2	0.612021525	0.030567841
Rbm17	0.743772605	0.030567841
Pafah1b3	-1.905153809	0.030567841
Glrx	1.82444073	0.030578299
Gm20604///Moap1	1.582402558	0.030578299
Pigu	-0.206121712	0.030634264
Aspn	-0.272375165	0.030634264
Osbpl2	0.766453927	0.030634264
Plscr1	1.262602046	0.030634264
Nap1l1	3.839011136	0.030634264
Trap1	-0.795874376	0.030634264
LOC102643023///Mfap1b///Mfap1a	0.514395357	0.030634264
Grb2	0.942128083	0.030634264
Plxnc1	1.201956102	0.030634264
Ywhag	1.783200278	0.030634264
Tek	1.662092727	0.030634264
Glyat	-0.286828606	0.030634264
Bptf	-3.18161389	0.030634264
Ece1	-1.829170373	0.030634264
Ssrp1	-0.846788092	0.030634264
Tmem42	-0.511790335	0.030634264
9030624J02Rik	-0.537590652	0.030634264
Tax1bp1	1.820165872	0.030634264
Gm7120	2.744536962	0.030634264
Zfand5	1.085056448	0.030634264
Tex9	-1.786716022	0.030634264
Fgl2	-0.23693386	0.030634264
Myh6	-0.272206865	0.030634264
Cd2bp2	-0.474408788	0.030634264
Atraid	-1.127516299	0.030634264
Gstm7	1.002385498	0.030634264
Pcyt2	-2.674845287	0.030634264
Thap7	-2.033007926	0.030634264
Rest	2.048048756	0.030634264
Mfng	-0.969442919	0.030634264
Nfix	-1.503133339	0.030634264
Slc43a3	-1.760444385	0.030634264
Adam15	-0.393113535	0.030634264
Rev3l	-1.20273921	0.030663086
Crb3	-0.782685709	0.030750211
Rcl1	1.20209964	0.030781231
Chpt1	1.374795625	0.030781231
Lamp3///Ppid	1.226560559	0.030781231
Vps33b	-0.986220463	0.030785496
Srprb	1.027016815	0.030785496
Arf4	0.49528703	0.030785496
Prpf8	-1.180778144	0.030785496
Zfp260	-1.070284438	0.030785496
	-0.217458841	0.030794066
Gnai3	1.451200731	0.030794066
Ubc	-1.241799885	0.030794066
Idnk	-1.305883257	0.030794066
Smarcb1	-0.856177218	0.030794066
Eif4e	2.147138297	0.030794066
Alcam	2.336724463	0.030794066
Wrap73	-1.118751791	0.030813778
Pip4k2b	-0.205643327	0.030813778
Mtap	3.13092601	0.030813778
Pisd-ps3	-0.800044896	0.030813778
Hmmr	1.619831259	0.030813778
Trim26	-0.507765958	0.030878804
Perp	2.877381027	0.030878804
LOC101056305///H2-K1///H2-D1	1.444346345	0.03090041
Ccl27a	-1.931610956	0.030911192
Adgrl4	1.541215016	0.030911192
Ergic2	2.484497748	0.030911192
Tm2d2	-0.592782344	0.030911192
Coa3	-1.546066327	0.030986139
Phgdh	-1.514496613	0.031044558
Ifrd1	2.304039092	0.031044558
Sdhb	-2.844185741	0.031195129
Pex6	-2.617015461	0.031195129
Gm2444///Dazap2	0.921980118	0.031195129
Itgav	1.891495707	0.031195129
Rps6kb1	0.965645553	0.031195129
Hax1	-1.274287364	0.031315971
Wee1	0.886632677	0.031315971
Cul3	1.374879115	0.031452278
Eif1a	2.114439346	0.031487055
Bola2	-1.740213575	0.031568639
H2-K1	0.75351981	0.031625616
Uqcr10	-1.689271066	0.031625616
Csad	-1.733687983	0.031625616
Snx17	-0.947906133	0.03167916
Ptpn18	-1.916447049	0.031712435
Paxip1	-1.333500077	0.031712435
Hmgn1	0.855586786	0.031712435
Exosc10	-2.215957715	0.031712435
D030056L22Rik	0.858259979	0.031712435
Eif2b2	-1.113504668	0.031712435
Cldnd1	0.932345358	0.031712435
Mrpl2	-1.20260037	0.031712435
Dynlt1a///Dynlt1c///Dynlt1f///Dynlt1b	-1.813948645	0.031712435
Xbp1	1.779477825	0.031719463
Mndal	-2.355177808	0.031721544
St6galnac4	1.22629937	0.031721544
Cox5b	-2.861308355	0.031721544
Vma21	1.647663552	0.031721544
Tmem56	3.630023083	0.031721544
Ak3	1.409329792	0.031747783
Carns1	-1.789807123	0.031772522
Exosc10	-2.915120751	0.031772522
Pttg1	-0.670878471	0.031772522
Ccl6	2.993195492	0.031795924
Thra	0.640934424	0.031795924
Srek1	-2.650195799	0.031795924
Lgals3bp	2.766424561	0.031795924
Ptp4a2	3.096515058	0.031795924
Mprip	-1.568883328	0.031795924
Stat6	-1.257601855	0.031795924
Rrad	-3.047645358	0.031812274
Pold1	-1.02326876	0.031819201
Cntd1	-0.446607793	0.031853759
Tmem259	-1.843703815	0.031853759
Myo9b	-1.763086873	0.031853759
Tcirg1	-1.775279633	0.031866033
Cyp7b1	0.511233148	0.031896783
Ifi35	-1.690096705	0.03190335
Nktr	-1.892365292	0.031923101
Praf2	-0.528662763	0.032077779
Mydgf	0.693024131	0.032102107
Ankrd33b	-1.730250106	0.032102107
Stub1	-1.123939621	0.032154509
Gnb1	1.417052683	0.032167415
Arf2	1.965722094	0.032167415
Haus5	-1.574572335	0.032167415
Trafd1	-0.757432403	0.032167415
Uhrf1bp1l	1.830175924	0.032167415
Srebf1	-3.579865164	0.032167415
Parp3	-1.110954769	0.032167415
Gucy1b3	2.587415341	0.032167415
Egfl8	-1.48062585	0.032167415
Arf6	3.738279838	0.032209951
Gm15455///Rbm10	-0.79490326	0.032284287
Eif3e	1.09060257	0.032284287
Mat2a	-0.866129834	0.032296285
Hist2h2aa2	-1.721666961	0.032421082
Coa5	1.117157244	0.032421082
Lrp10	-0.223108115	0.032421379
Tm9sf3	1.083026095	0.032421379
Eps15l1	1.391400452	0.032535079
Zbtb2	0.358949027	0.032535079
Gm29733///Cox14	-1.505865755	0.032535079
Ubxn4	1.544004758	0.032579817
Tor1b	-1.396743641	0.032787814
Knop1	-0.662508536	0.032787814
Eif4e	1.832082615	0.032787814
Atp5d	-1.997592213	0.032805115
Fbrs	-1.46618407	0.032820773
Supt16	-0.802659347	0.032824037
Gcnt2	1.189854845	0.03284607
Hyi	-1.480148048	0.03284607
Lrwd1	-1.746931758	0.032880619
Crem	1.810312998	0.032880619
Maf1	-0.801556694	0.032880619
Polr2f	-3.268049407	0.032880619
Phka2	-2.713877802	0.032880619
Eif4b	1.103083383	0.032881827
Bmp4	2.459911811	0.03288528
Slco2a1	0.771820016	0.032906886
Gimap1	0.874523158	0.032919304
Zfp24	0.789550995	0.032919304
Pcp4l1	3.394223335	0.032919304
Dus1l	-1.5014655	0.032919304
Gtf3c4	-0.505235762	0.032919304
Mbnl3	0.439940273	0.032919304
Lamb1	-0.247692695	0.032923517
AA517023	-0.306747782	0.03304286
Pop7	-3.182312275	0.033044799
Odc1	1.444952034	0.033086461
Cd24a	0.39307425	0.033086461
Klhdc4	-1.078417357	0.033086461
Dna2	-3.694371167	0.033086461
Prpf19	0.318739259	0.033202151
Ccng1	1.225120588	0.033302769
Pisd-ps1///Pisd-ps3	-2.123313726	0.03335599
Fam60a	2.12660056	0.03335599
Cd9	2.22371154	0.03335599
Dhx30	-1.912587	0.033356478
Gja1	1.545518053	0.033374232
Anapc5	-0.997329728	0.033374232
Dnajb4	1.468972692	0.033479388
Pcmtd1	2.283169956	0.033511733
Dkk1	-0.199055	0.033760675
Ahcyl1	4.8070316	0.033784977
Cysrt1	-0.767578093	0.033811597
Anxa2	-0.872877767	0.033842269
Tcf7l1	-0.77988479	0.033842269
Rit1	0.430307406	0.033847792
Smdt1	-1.150792315	0.033893004
Gm11964///Edf1	-1.562041067	0.033893004
Prune	1.550480328	0.033917247
Capg	-1.440701779	0.033917247
Thbd	1.78040194	0.033953708
Mup3	-0.310126023	0.033953708
Rps10	-0.594106304	0.033972078
Emc6	-0.628732579	0.033972078
Trib1	1.713939945	0.034071088
Ctdsp1	-0.735192548	0.034071088
Mt2	3.040830465	0.034071088
Dnajc3	1.842080964	0.034071088
Coro1a	-2.203586177	0.034071088
Ugp2	3.502015732	0.034071088
Rhbdf1	-1.451601677	0.034071088
Prss2	-0.191152656	0.034071088
Gm5471///Eif1	0.871120179	0.034071088
	-3.179057657	0.034071088
Fbxo28	-0.70903121	0.034105855
LOC102641618///Cog1	-1.521085209	0.034152537
Vps29	-1.647158814	0.034152537
Flii	-1.518725272	0.034171922
Clec7a	2.785189299	0.034209772
Oxr1	1.27846194	0.034209772
Gm6917///Gm6901///Cbx3-ps5///Cbx3	0.344755023	0.034209772
Slc25a15	1.366262454	0.034209772
Tasp1	0.711284921	0.034212359
D1Ertd622e	0.624967482	0.034248195
Arfgef1	1.652488932	0.034248195
Itm2c	-0.397625066	0.034248195
Prelid1	-1.603867868	0.034256741
Bzw1	2.438585031	0.034256741
Smim7	1.55521904	0.034280047
Ube2g1	1.057222007	0.034280047
Slc38a10	-0.84724337	0.034280047
Hmgcr	1.893246761	0.034280047
Ywhae	2.273677979	0.034280047
	-0.221352383	0.034404426
Epcam	3.086309518	0.0344109
Anxa4	2.33768432	0.0344109
Stx8	-0.245065762	0.0344109
Acp1	-0.603869653	0.034514922
LOC102641046///H2-T-ps///H2-T23	1.835386261	0.034643646
Rexo1	-1.2563574	0.034643646
Tlr3	-0.251931366	0.034656114
Tmppe	-2.318144978	0.034656114
Ypel5	1.808557472	0.034656114
Psen1	1.666498133	0.034656114
Pim2	1.914832121	0.034656114
Txn2	0.702117279	0.034680738
Ccdc71l	1.211214494	0.034680738
Arf3	2.53611954	0.034680738
Hdgfrp2	-1.134053166	0.034680738
Crlf2	-1.178285335	0.034770561
Cks2	0.85454413	0.034787264
Itgb1	-0.236126394	0.034787264
Gstm1	0.726687114	0.034800914
Stxbp1	1.652909733	0.034806679
Kdm5b	0.710963633	0.034806679
Sirt3	-1.088658641	0.034868524
Clk2	-0.868654573	0.034868524
Ncald	-0.211494514	0.034868524
Klhl5	0.934452712	0.034869788
Gorasp2	1.312800316	0.034880261
Degs1	1.168867282	0.034895736
Znrf1	-1.2613102	0.034895736
Stk11	-1.411821849	0.034916724
Il17d	-0.229274156	0.034931966
Zfp521	1.627678736	0.034983707
Cask	0.501094709	0.034988605
Clcn4	-1.207745212	0.035126574
Prpf38b	-1.448716949	0.035126574
Ptdss1	0.577098793	0.035177052
Tcf25	-0.899629104	0.035240227
Ndfip1	1.501432985	0.035240227
Akirin1	1.850739473	0.035240227
Cir1	-1.963785974	0.035240227
Ccdc107	-4.006116747	0.035240227
Sppl2b	-0.710405557	0.035282526
Triobp	-1.038200795	0.035282526
Pld3	-0.96558144	0.035282526
Zfand6	0.50601258	0.035282526
Plbd1	2.369495513	0.035282526
Cib1	-2.60578388	0.035377794
Hnrnpk	0.509749599	0.035377794
Arl8b	2.38987394	0.035377794
Mynn	1.03570824	0.035377794
Arhgap9	-1.306406265	0.03544024
Prmt6	0.930688821	0.035520615
Lamp2	2.606917875	0.035609227
Get4	-1.906068073	0.035774338
Dnmt3b	-1.988989838	0.035813254
Sumo1	2.019549166	0.035813254
Exoc7	-1.248400283	0.035937695
Vps4a	1.100621598	0.035937695
Ldhb	-0.649813429	0.035937695
Slc25a28	-1.739354356	0.035937695
Ptpmt1	-0.881517396	0.035937695
Taf13	1.343164617	0.035937695
Pla2g4a	1.537270403	0.035937695
Ctbp2	-1.039541959	0.035949081
Ddx60	0.651235752	0.035965229
Tex261	2.424330189	0.035965229
Cnn3	1.68147114	0.035965229
Rnf34	0.847945818	0.036049664
Gm10698///Tmed2	1.098407738	0.036073904
Ccng1	-1.022779124	0.036085139
Ehd3	2.974197345	0.036085139
Ppp2r5c	1.416813995	0.036123615
Mmp2	-4.538496597	0.036155243
Parp3	-1.578485913	0.036226167
Lsm4	-1.836969874	0.036226167
Tor1a	-2.016151916	0.036226167
Cntn1	2.345401339	0.036226167
Ccdc120	-0.501978568	0.036424802
	-2.357645558	0.036424802
Phc2	-1.179456058	0.036424802
Ankrd46	0.204994892	0.036424802
Atp13a2	-1.223626627	0.03644464
Pex6	-2.283865719	0.03644464
Ddx3x	0.973923335	0.036504291
Psmb6	-1.693585299	0.036545769
Gabbr1	-0.909507381	0.03656678
Napa	-1.008430933	0.03656678
Tspan3	0.92147505	0.03660102
Psmc5	2.222541973	0.036671809
Stk16	-1.132460295	0.036680292
Etl4	1.908806991	0.036680292
Mcl1	-0.903256121	0.036680292
Plagl2	0.297844636	0.036682679
Apc	0.768734663	0.036698769
Tmod3	3.215491166	0.036705728
Rpl27	-0.519925024	0.036811934
Cftr	-0.271640273	0.036837706
Tra2b	0.96284836	0.036837706
Akap8	-0.71732679	0.036837706
Memo1	0.176610807	0.036837706
Siah2	2.598051169	0.036837706
Sgf29	-1.552525543	0.036837706
Rap1b	1.779886508	0.036880638
Poc5	-0.843850236	0.036941262
Caprin1	0.900571278	0.036941262
Alcam	2.838032006	0.036941262
Sptan1	-1.525069115	0.03699214
Trpv2	-1.960903687	0.03699214
Smc4	3.855948795	0.03699214
Ilkap	1.060501838	0.03699214
Gpr137b-ps///Gpr137b	1.733351994	0.03699214
Gm13363///Ptp4a1	1.800647929	0.03699214
Mrpl43	-1.84344763	0.03699214
Cox6b1	-1.310507198	0.036996275
Ctcf	2.212949448	0.037008749
Creb3	-0.910619198	0.037059245
Dnaja2	3.476930331	0.037059245
Fam43a	1.103779501	0.037059245
Gnb2	-1.829330104	0.0370641
Timm44	-1.513993181	0.0370641
Wdfy2	-1.173873799	0.037071676
Timm44	-1.108101246	0.037115366
Itga3	1.705180128	0.037263807
Gadd45gip1	-1.794165366	0.037274626
Spry1	1.401502797	0.037279523
Tpr	-0.970157811	0.037297433
Igf2bp3	-0.633546991	0.037297433
Zbed6///Zc3h11a	1.737474532	0.037297433
Tacstd2	1.573129141	0.037415323
Gm10193///Zfp706	1.823667155	0.037415323
Sec61a1	-0.588479798	0.037470382
Wbp1l	-0.918482747	0.03751563
Rpl14-ps1///Rpl14	-1.44915912	0.03751563
Klhl21	1.126792356	0.03751563
Klk1b4	-0.198891187	0.037640537
Usf2	-0.778331314	0.037640537
Slc12a4	-0.613584671	0.037640537
Rufy1	-0.813280468	0.037689748
Fasn	-2.613741055	0.037705413
Gm2a	-0.560346898	0.037726151
Mff	-0.441118979	0.037726151
Pou2f1	-2.154138163	0.037733118
Pold3	-1.848472237	0.037738521
2810002D19Rik	1.663029165	0.037792739
Bub3	-0.4619996	0.037792739
Map1lc3b	1.1722153	0.037792739
Gm38431///Fdx1l	-2.125310829	0.037792739
Il17ra	4.422777637	0.037795385
Gtpbp4	2.647681589	0.037801538
Ewsr1	-1.583393486	0.037801538
Nectin3	0.178615227	0.037813527
Desi2	1.060802671	0.037838724
Eno1b///Eno1	0.680950843	0.037893939
LOC100861978///Ccl27b///Gm2506///Gm13306///Ccl27a	-2.124205676	0.037893939
H2-K1	1.210716102	0.037893939
Coa6	-1.304312722	0.037893939
Gm6238///Mrpl30	-1.298625078	0.037893939
Anapc5	-0.929978312	0.037909459
Rab18	2.758086491	0.037909459
Mapkapk2	0.617759235	0.037909459
Rpl41	-1.3392052	0.037909459
Adrbk1	-2.706423829	0.037909459
Gbp8	1.220958642	0.037933208
Rangap1	-0.406376546	0.037987516
Mettl21a	0.19925614	0.037995357
Dctn1	-2.705449338	0.037995357
Scfd1	1.082516118	0.037995357
Tecpr1	-3.822934293	0.037995357
Nfix	-1.848084753	0.037995357
Orc4	0.940405616	0.037995357
Timm13	-1.770777863	0.037995357
Lyz2	0.604190224	0.037995357
Zfp503	0.696239654	0.037995357
Klk1b4	-0.226595619	0.037995357
Ints1	-1.667535672	0.037995357
Foxp1	-2.775875478	0.037995357
