external_gene_name	logFC	FDR
Il17re	0.628045419	0.015321836
Ppp2r3a	-0.579893655	0.034143714
Fam124b	3.806208836	0.003279853
B3galnt1	-2.264755583	0.001635508
Rhbdl2	4.253188863	1.93E-05
Pcdhb12	4.046550298	0.046711481
Setx	-0.611405769	0.00222759
Taf10	-1.174467134	0.034822385
Wdfy3	-0.894485973	0.002697791
Pcdhb21	3.288527833	0.003209402
Irf2bp1	-1.038398246	0.008954905
Otos	0.703092672	0.043383651
S100a1	0.530008677	0.029604296
Tnip3	0.865492114	1.68E-07
Nkx2-3	-1.311863927	0.031101859
Cnr1	-4.917680866	2.47E-05
Cxxc4	8.645023202	0.0002828
Dsg2	1.826353989	8.13E-10
Rin3	-0.67219793	0.001534496
Tent5c	2.32354	1.28E-12
Tlr7	-4.163591223	0.012212291
2010007H06Rik	-2.718305658	0.022197359
Tmem201	-0.481899593	0.035683018
Tlr1	-6.89560397	0.033270019
Lsm11	-1.264142969	0.006023454
Ankrd50	-1.065645015	0.011646838
Ttc41	-1.397536942	0.032879716
S1pr1	0.682905054	0.001172428
Gprin3	2.932511344	0.001679798
Trrap	-0.738959731	0.022963202
Mtus1	-1.85165757	3.11E-06
Pcdhb4	2.644937564	0.00052008
Zfp36l2	-0.964731673	0.003104611
Clec14a	0.858217819	0.01818644
Cavin2	2.590474154	2.48E-45
Wnk1	-0.965758967	0.001011761
Clec9a	1.900861871	0.000168528
Tmem229b	-0.497761814	0.02898083
Ermp1	-0.83997358	1.33E-05
Ar	3.360624306	0.001192873
Tmem215	4.933989283	2.45E-15
Rhoj	1.072028298	3.89E-05
Cldn12	0.489375356	0.035166494
Gchfr	1.229585997	0.001203624
Ltb4r1	-3.332908249	0.004316364
Tapt1	-1.061471134	0.002003391
Rab2a	-0.773280182	0.028253391
Nxpe5	1.039373838	0.001825166
Frat2	-1.390808228	0.017098147
Gal3st3	-3.161502986	0.012270729
Msl3l2	-0.944601021	0.003968005
Ust	-7.97352943	6.29E-06
Pcdhb16	1.683218363	0.000187237
Marcksl1	-0.436423347	0.041083184
Kcna3	-1.291636687	0.037813205
Mcmbp	-1.037353268	0.022546071
Lhfp	2.528063674	6.75E-07
Mlf1	1.759404027	0.002234487
Spata33	1.869524974	0.023205662
Cxcr1	3.09447836	1.41E-05
Mlec	-0.526664628	9.70E-06
Arhgap30	-0.503117756	0.018929637
Ndnf	-2.73617022	2.38E-06
Ccr2	-3.554703699	0.003935259
Ntf3	9.015957143	1.36E-07
Purg	4.364212476	0.00679016
Pdp1	0.619131606	0.004807949
Iba57	-0.709619067	0.024072497
Sorl1	-2.000599364	0.000201558
Retreg2	-0.98071815	0.003551099
Zg16	10.45824976	1.18E-14
Rarres1	4.234076	0.03257096
Htr1b	4.856328316	0.005233876
Orai1	-0.817018611	0.010067968
Pheta2	-0.501782271	0.04083082
Fzd4	-1.381856641	0.006348832
Arl4c	-1.845944743	0.00933851
Plekhf2	-0.674990235	0.026588307
F2rl3	0.660625395	0.000145784
Evc2	1.422222949	1.31E-07
Slc35d3	-1.660631114	0.004651944
Micos10	0.452932018	0.038306547
Gp1ba	1.06102909	0.019629845
Arhgap42	3.426753391	0.016781334
Map10	-2.747864869	0.000161991
Sgms2	-2.651306356	0.014499571
Gja1	0.715616678	0.030105643
Insl6	0.700399825	0.019060301
Gprc5c	2.875313353	2.17E-11
Msrb3	-1.500912349	0.000462269
2900026A02Rik	-0.696605978	0.013308515
Tacstd2	1.118246233	8.24E-05
Irf2bp2	-0.681121863	0.044019049
Pard3b	-0.902601271	0.018436478
Rasal3	-0.829444996	0.001161527
Plpp2	0.544583636	0.049489644
Gm14964	2.959298309	4.91E-05
C130026I21Rik	3.515445565	0.013679883
Cpne8	1.752087647	3.29E-19
Terb1	5.346893309	0.0012314
Jun	1.204169439	0.041066584
Nrk	-1.423712084	0.009212653
Fbxo31	-1.421735158	0.002094185
Clec12a	-1.891803038	0.020504658
Tmem248	-1.1720251	0.002318444
Socs3	1.981827781	4.09E-09
Nrgn	0.943368314	4.34E-09
Shisa7	1.960058993	0.048573188
Tgm5	-2.451975234	6.36E-08
Camk2d	-0.503101642	0.020012358
Tdrd9	4.90831161	4.61E-30
Skida1	-4.662232078	0.016033648
H2-T3	3.737798266	3.29E-13
Gimap4	-1.194682015	0.00324333
Mmrn1	0.575332674	0.011647925
Cntn1	9.558266967	1.42E-12
Wdr86	-2.610327842	0.021959981
Tns1	-0.772812185	0.001920492
Gm9968	-6.291093354	0.000277674
Maf	3.14482094	3.00E-19
Lair1	0.631603696	0.003755007
Gpc3	1.463810468	0.006974312
Zzef1	-0.602483934	0.017581161
Ubl7	0.342780357	0.041649894
Rras2	-1.093336468	0.017884125
Ghr	0.98496782	9.54E-06
Rtl6	-0.674539987	0.008992869
Fmnl1	-0.50149637	0.011217499
Tmem150a	1.181620057	0.014117967
Triqk	0.669125254	0.004602569
Clca3a1	5.157997043	3.70E-50
St3gal5	-2.625046671	8.40E-11
Pla2g4a	0.642225874	3.61E-05
BC043934	-1.3718813	0.049666601
Gm10010	-6.890728679	0.001192873
Ttc26	1.042845807	0.000637283
Skap1	3.605416175	2.38E-11
Ces1g	4.716394896	0.000103979
Scimp	-4.502346661	0.022691279
AB124611	-1.881036419	0.007168811
Ece1	0.54991395	0.00563191
Lmcd1	1.423860159	0.010610555
Pkn1	-0.923803987	0.005350066
Lepr	4.024223865	0.000167409
Prtn3	0.827183736	0.000286358
Mab21l2	10.41714027	9.14E-17
Abat	2.740410982	6.76E-11
Mdn1	-1.016462927	0.016582033
Palld	-1.074933628	0.004421321
Gstm1	0.530122754	0.001011985
Phtf1	-1.106365878	0.010129176
Fcer1g	-0.941902523	0.001615655
9630013D21Rik	5.177237229	5.76E-06
Il1rapl2	2.376878356	5.82E-08
Hopx	-1.561400862	0.025664883
Slc14a1	0.650981191	0.000883666
B3gnt8	0.724850579	0.019958603
Fcgr3	-1.83805569	0.00255473
Dbp	-1.198798122	0.04722383
Irak4	0.631363495	0.010129176
Grb2	-1.074410959	0.004201004
Atp8b4	-3.642103109	0.01673668
Serpinb6a	0.651997078	0.00584036
Atp8b2	-1.334946065	9.30E-06
Cd302	1.426176893	5.08E-08
Rrs1	-1.220746647	0.014034718
Prcp	0.842609892	1.46E-08
Maml3	-1.005088659	0.012022621
Sphk1	-8.916532517	0.00012906
Rcc1l	-1.095791598	0.011268336
Cd200r4	2.363607048	3.77E-12
Ifit3b	-2.900759537	0.044212279
Kdr	2.1626307	6.35E-12
Rps4l	-1.153460161	0.001041085
Ldha	0.633647744	3.07E-06
Cyp26b1	1.623154593	0.003284881
Sema3e	3.669465467	0.001172428
Col23a1	-5.548734931	0.026761824
Tnfrsf11b	-9.335392426	6.75E-07
Scgb3a1	5.33939307	0.000145784
Med14	-0.94156549	0.016610469
Tank	0.590286825	0.042735712
Pde6h	1.239973391	0.01229745
Snora28	-1.828573264	0.048720098
Zfp979	0.669542322	0.01281687
Dhrs3	1.499089842	0.000318319
Serpina3f	-1.715784667	4.41E-06
Msl2	-0.808696677	0.003757794
Lsm14a	-0.780334178	0.006954408
Pilrb2	-2.353830262	0.041065506
Zbtb16	1.234253918	0.034947597
H2-T23	0.385814934	0.024715874
Cst7	-2.323364094	0.003424899
Phf11d	2.192030395	2.41E-10
Nat8f4	0.912990147	0.041083184
Dok1	0.519996113	0.023977799
Ptprz1	7.52358854	0.012690162
Zbtb34	-1.208259936	8.30E-05
Fgfr1op	0.579718301	0.003751136
Epc2	0.81908373	0.02486427
Lyz2	-0.514001084	0.013153685
4930438A08Rik	-9.38924029	4.00E-07
9930111J21Rik2	-1.482378756	0.00737088
Rnf213	-0.841378667	0.027761841
Skint3	-1.267088912	0.041710119
Armc2	2.101070101	0.008236983
Tia1	0.596475289	0.015715781
Dtnb	-0.948203394	0.004975747
Snx29	-1.441711399	0.000203356
A530040E14Rik	2.730852679	1.40E-05
Ear2	-1.73243228	0.046458822
Gm10384	-1.664260519	8.99E-07
Gm10419	4.019229604	4.55E-55
Nudt10	1.683759876	0.02440508
Nudt11	1.133108303	0.034608226
Gm8909	1.625621309	0.003484898
Gm10499	3.088604159	0.000156202
H2-T-ps	1.164666049	0.006211733
H2-Q6	0.387210651	0.049046884
Lst1	-1.387258631	6.42E-09
C4b	4.593699855	3.17E-21
Wdfy1	3.794218291	2.86E-06
Gm1966	-1.086656332	0.020399231
4632427E13Rik	-0.61558845	0.038329094
Exoc8	-1.073632275	0.048738735
Plekhf1	1.062355733	0.010938263
Ap1ar	-1.191298529	0.018856757
Ripor3	2.465246397	0.000218586
Mafb	-2.013660723	0.025036682
Kif5a	1.341884344	0.032619553
Zcchc3	-1.169351725	0.001487161
Thbd	1.499342195	4.56E-05
Pak6	1.803305782	0.003962329
Rprm	3.162313501	4.00E-07
Rc3h2	-0.731905066	0.013731593
Smim6	0.702790474	0.019024925
Selenom	1.04572777	2.09E-05
Sox4	-1.755634231	9.39E-05
Acsf2	0.708128071	0.012889051
Trbc2	-5.340805821	0.039931569
Igkv16-104	8.935725958	0.00933851
Igkv12-46	-11.80176484	0.000218586
Ighm	-2.207043859	0.002110565
Ighv8-12	8.533822729	5.49E-05
Trav2	-4.576995764	0.018969509
Plekhn1	-1.187457375	0.011372966
Gm13212	0.678256997	0.016183944
Smarcd2	-0.863714225	0.022962486
Casc3	-0.952358847	0.003238462
Slfn1	-3.046936863	0.005670264
Ifi47	0.42784067	0.007718077
Dnmt3bos	-2.456111821	0.024314457
Ifi27l2a	-1.263950877	0.011941543
Prnp	0.685558632	0.002921003
Kcnip3	1.309043313	1.91E-07
Ms4a6c	-1.281293393	0.000444907
B3gnt7	-0.984598945	0.022208818
Colca2	-1.675630134	0.001828365
Nap1l2	-5.325746804	0.015037268
Gm15880	-4.873077628	0.014050267
Dpy19l2	1.480482812	0.026014018
Tnfsf13os	1.08001886	0.000608812
Gm12648	4.948749796	0.004395654
Dlx4os	-5.511218431	0.049991346
Gm15609	-3.586940462	0.000255697
Gm13546	2.009132601	0.007742253
Rsf1os2	7.276940566	0.014117967
Lbhd2	1.694029353	0.008847029
Gm12655	2.572579304	7.94E-06
Gm24786	-4.29668195	0.044812727
Gm16299	-3.042122864	0.009899984
Rasgef1b	0.88148653	0.001011761
Gm4117	-4.502855416	0.019875683
Ugt1a7c	-0.779642272	0.045886631
Gm5141	0.848034342	0.040534073
Gm8094	6.012441743	0.013349761
Kcnb2	8.336890441	0.00030198
Zfp977	3.827540614	4.31E-06
Zfp141	0.417489147	0.026206146
Gm20478	4.780454573	0.004602302
Ighv1-53	-8.913326892	0.032015963
Ighv1-22	-12.91632649	0.00030198
Igha	9.438413699	0.018868328
Gm21814	1.168719516	0.02643998
Igkv10-94	8.600566162	0.000212092
Gm28373	-6.036904072	8.44E-05
Gm17638	-2.116130457	0.011901889
Cep83os	0.450976283	0.036490208
Gm2155	-6.201700194	0.030642415
9530026P05Rik	1.696125069	0.01727977
Panct2	4.879042802	2.98E-07
Gm26917	-0.656682704	3.69E-06
Gm5833	3.875172691	9.67E-26
Gm29112	-5.838723487	0.000478445
Snhg14	2.948789831	0.04722383
Gm29114	-4.916140635	0.023434573
Ly6a2	-3.209656463	7.36E-05
Gm37472	-4.200249542	0.047523071
Snrpn	0.846322559	0.030125087
Gm38257	-4.281714362	0.023744078
A130050O07Rik	-6.151902191	0.017478722
Gm37101	-7.760132028	0.000272454
Gm37655	-5.615127462	0.001854903
Gm37570	-7.054605034	0.026133137
Gm7265	-2.901659941	0.043672716
Pcdhgc3	1.789058303	0.002700419
9430034N14Rik	-1.639152152	0.030010407
Gm17244	-1.730404232	0.022962486
Gm38292	4.298281307	0.026761824
Gm37053	-3.410407141	0.041409724
Gm37409	-6.103654062	0.010217174
Gm38365	-3.627569935	5.47E-05
Gm37531	-2.332410403	0.027178165
Pcdha8	6.369790257	0.040228213
Gm37940	-2.462192237	0.00310043
Gm37199	7.141497152	0.001424162
Gm36638	-3.448093898	0.045745151
Gm37589	-4.689358671	0.00288419
Gm37509	7.45141172	3.99E-05
Gm4961	3.378439931	0.019958603
Gm43162	-2.832272962	0.041065506
Gm42967	-6.087663726	0.048638403
Gm43075	-2.009650549	0.031652715
Gm33370	6.080730866	0.027865377
Gm35585	-5.359233904	0.033763187
Gm43513	-2.571475457	0.026206146
4930519L02Rik	0.701555947	0.043503011
Gm43088	-7.113669512	0.016275148
5830416I19Rik	-3.254484179	0.008847029
Gm42460	2.695908907	0.04083082
Gm32051	1.066215368	0.027513209
Gm43011	-4.282817336	0.003450554
Gm43389	-5.958156419	0.015588235
Gm43481	-1.162301064	0.015648093
Gm19590	-0.410926359	0.034947597
Gm43313	-4.035187996	0.001555541
AI839979	-5.639317583	0.006978794
Gm44283	-7.719945534	0.003757794
Gm31520	6.820908966	0.027761841
Gm44220	3.017305293	5.78E-08
Gm43904	1.212180565	0.026588307
Gm43984	-2.471339362	0.006348832
Gm45203	-1.524419723	0.044329863
Gm45084	-6.369261652	0.037353391
Gm44752	-6.320061727	0.00986596
Gm44891	-2.969124944	0.007476489
Gm45251	-1.859108798	0.037044961
Gm45378	-5.140048758	0.004831534
Gm35028	1.989638685	0.019330162
BC024063	-6.366652764	1.40E-05
