Gene.symbol	logFC	adj.P.Val
Sdhb	-0.52727677	0.048600621
Nadk2	0.679683375	0.048600621
Gm17167///LOC101056144///Gm21158///Gm21093///Gm21075///Gm3893///LOC100041536///Gm2163///Gm7819///Gm10590///Gm5859///4933409K07Rik	0.696648289	0.048600621
Siae	0.653856407	0.048600621
Ripk4	0.856205602	0.048600621
Shisa9	1.978261613	0.048600621
Lancl3	0.807780786	0.048600621
Me2	-0.593605138	0.048600621
Prr11	-0.660306972	0.048600621
Prkaa1	0.628153189	0.048654892
Efna1	0.599888541	0.048817336
Orc1	-0.543073482	0.048817336
Mcm4	-0.580487173	0.048817336
Bptf	-0.919627125	0.048817336
Zfyve9	0.918007439	0.049004629
Camsap2	-0.745440094	0.04907682
	0.603141551	0.049151902
Clec14a	0.708902762	0.049163841
Dstyk	-1.169590157	0.049163841
Ddx3x	0.652893629	0.049163841
Csf2rb	-0.699890386	0.049213719
Unc13b	1.30271356	0.049332388
Cul4b	0.697920646	0.049462847
Ttc13	-0.502449645	0.049462847
Zdhhc17	0.738241506	0.049722778
Cpa3	-0.558139169	0.049760439
Arap2	0.87935134	0.049924479
Kctd14	-1.365128991	0.049924479
Smc1a	-1.014574252	0.049924479
Mcm6	-0.605902932	0.049958574
9130008F23Rik	0.777401999	0.049958574
