external_gene_name	logFC	FDR
Lrwd1	-0.413109896	0.021778298
Cux1	-0.550577658	0.023378329
Ephb4	-0.447758689	0.047056378
Mcm7	-0.471906751	0.034330244
Cald1	-1.20495222	0.013151687
Ccdc136	0.685625889	0.016306613
Nt5c3	0.769986436	8.93E-05
Gsdme	0.452559361	0.01859843
Slc13a4	-3.206474909	1.10E-05
Tcaf2	0.733460654	0.003345411
Kel	-1.741001013	5.60E-07
Clec5a	1.517207498	0.013087662
Hpgds	1.242931395	1.65E-08
Add2	-1.842279605	1.33E-08
1700003E16Rik	0.724224259	0.011421567
M1ap	0.785212483	0.007903075
Tacr1	2.999022223	5.51E-33
Gkn3	1.375833794	2.42E-05
Gxylt2	-1.458344364	0.012349626
Aldh1l1	0.414319599	0.037800275
Bhlhe40	1.169372098	4.67E-10
Ret	1.383105092	0.001852624
Klrg1	2.731036333	8.97E-06
Plxnd1	-0.409454209	0.04596058
Lag3	0.678419678	0.005502291
Klrk1	2.427308669	1.37E-05
Cd69	-0.869204606	0.005028265
Clec12b	1.100020776	0.022060242
Clec1b	0.980432537	0.001492037
Gabarapl1	0.48547404	0.049842426
Klrd1	1.871154537	0.008608833
Rad52	-0.588803315	0.019755669
Klra2	2.543985588	0.00502755
Emp1	-0.924900102	0.016306668
Grin2b	-6.341996136	4.00E-05
Art4	0.827680572	4.67E-07
Mgp	-1.09100978	0.010863453
Erp27	1.21560303	1.59E-07
Ptpro	2.027641089	0.001062121
Kcnj8	-2.939510487	0.00037123
Abcc9	-2.781515148	1.08E-07
Sspn	1.887764592	3.40E-10
Bhlhe41	2.588763688	1.50E-12
Il17rc	0.909037719	0.001111907
Atp2b2	-1.447689445	0.004419609
Far2	0.565341166	0.042944255
Dennd5b	0.689270486	6.42E-05
Timp4	-2.461707135	0.010313285
Klrb1c	3.078955288	8.77E-43
Pianp	2.157088611	1.65E-15
Cd27	-0.392816002	0.033911453
Cd9	0.547142359	0.019975837
Rad51ap1	-0.75179639	0.000478211
Lilra6	1.476103248	0.01322979
Ttyh1	1.154550999	0.016306668
Siglecg	-1.839642147	4.95E-07
Tjp1	-0.712778901	8.47E-05
Chrna7	2.244506339	2.30E-09
Blm	-0.505448659	0.011715779
Synm	2.149883206	2.44E-26
Ttc23	0.985811235	3.30E-05
Ctsc	0.953567128	1.50E-06
Art2b	0.752907587	0.013612427
Xylt1	-0.51056368	0.00470318
Calca	3.491831058	0.001396623
Kif22	-0.593025727	0.00305528
Plekhb1	1.334115739	0.000498654
Rab6a	0.383510287	0.044216495
Dnajb13	-1.063854378	0.016269703
Nupr1	1.642493314	1.80E-24
Myh14	1.855752423	3.83E-13
Zkscan2	1.526689515	4.00E-10
Acer3	0.484016752	0.036565381
Lyve1	1.555500438	0.004426732
Rnf141	0.564293728	0.001245483
Itgax	1.294105694	0.024001398
Cd37	-1.069109062	4.34E-10
Nomo1	0.47468135	0.041641545
Fgfr2	-1.02719866	0.025357171
Plk1	-0.576534819	0.001665133
Cdr2	-1.092060062	0.001686048
Art1	-1.834589133	0.000179164
Mki67	-0.877798276	0.024246459
Tmem9b	0.587059304	0.010286506
Fgf3	-0.812680052	9.05E-06
Zfp300	0.80367541	0.016298711
Gpc4	-1.260702608	0.003853582
F9	1.574094555	0.03600243
Gata1	-0.946327599	2.79E-07
Slc38a5	-1.68677771	4.17E-08
Dynlt3	0.509695399	0.009018881
Aff2	1.924513504	2.52E-06
Vbp1	0.47734885	0.03481144
Sh3bgrl	0.632952383	0.011304242
Nox1	-1.669680486	0.001049298
Cenpi	-0.541267915	0.010172465
Acsl4	0.497032033	0.008005643
Chrdl1	-1.111731546	0.003432302
Lrch2	0.579564738	0.010208369
Adgrg2	1.398295741	2.77E-15
Rps6ka3	0.649046619	0.003107532
Dmrtc1a	1.161950254	0.035232881
Zfp185	0.818276247	0.048025185
Arhgap6	0.58659154	0.000227866
Car5b	0.927216704	0.000371217
Zfp92	0.543274759	0.045642375
Plxnb3	-1.83311849	0.021555546
Arhgap4	-0.608852647	0.011455597
L1cam	1.025559319	0.017428839
Tktl1	6.692703882	3.23E-07
Rnf128	0.978009409	0.006313927
F10	1.09982912	0.003294543
Atp4b	-2.264131928	0.00021084
Grk1	-1.405689956	0.025356489
Angpt2	-1.199290543	0.025591632
Adgra2	-0.994932839	0.000268677
Tnfsf13b	1.224014646	0.005566467
Col4a1	-1.009068272	1.51E-09
Col4a2	-1.132542776	1.48E-14
Ptpn7	-0.947058188	9.95E-07
Gpm6a	-1.164311668	0.040923764
Dusp4	0.426824023	0.022685556
Ank1	-1.721773931	5.25E-09
Sfrp1	1.67273683	5.34E-22
Adam9	0.452936752	0.012705688
Asah1	0.514399885	0.008904235
Msmo1	0.567320488	0.020281079
Ednra	-1.188353193	0.047035678
Nr3c2	0.479391426	0.04634925
Iqcm	3.468346294	1.82E-07
Mfap3l	0.713074977	0.00913176
Cbln1	-1.150199281	0.028962831
Snx20	-1.078925464	1.05E-06
Cdh11	-0.837184218	0.049269091
Smad1	0.382315342	0.044581708
Il15	-0.772453801	4.70E-05
Mmp2	-1.527233148	2.83E-10
Gnao1	1.791647194	2.19E-07
Cenpn	-0.55414372	0.007758707
Mt3	1.150576772	0.024858662
Mt2	1.801694573	0.007071043
Mt1	1.508273052	1.23E-15
Pllp	-2.797454921	1.02E-05
B3gnt3	0.95351852	4.22E-05
Gins2	-0.480355576	0.025047671
Pgr	1.770679175	1.76E-27
Cdh5	-1.382706867	0.005237961
Ces2e	1.884077843	1.15E-05
Ctrl	-1.247030059	0.01200317
4931406C07Rik	0.511817067	0.001922348
Bcar1	-1.325687506	0.038240663
Ldhd	0.944139345	7.07E-08
Ccsap	-0.58161854	0.04515025
Trpc6	0.575014571	0.000948802
Pdgfd	0.953808255	5.81E-08
Thy1	-0.584318341	0.044193876
Clmp	-1.08241335	0.047514619
2310030G06Rik	2.216687391	3.02E-07
Il10ra	0.818246927	0.004444405
Hmbs	-0.407524215	0.028380104
Abcg4	-2.088651346	9.06E-10
Lysmd2	0.47371982	0.035246132
Tmod2	1.256567681	8.16E-05
Gnb5	0.558358833	0.012081478
Aqp9	0.558448831	0.005585696
Ccnb2	-0.402268552	0.028476973
Myo1e	1.002234001	4.33E-07
Mns1	-0.830188662	0.000296273
Fam81a	1.380039192	0.032776536
Cgnl1	-2.341454781	0.000862747
Itga11	-1.152098037	0.03478587
Calml4	1.651456629	3.72E-11
Kif23	-0.750908694	0.000472237
Sh3bgrl2	1.185401277	7.99E-06
Elovl4	1.119081433	0.016296797
Tent5a	-0.66981176	0.004447914
Htr3a	1.643723629	0.024778506
Paqr5	-0.542397434	0.009853378
Ube2q2	0.395367433	0.031083342
Fbxo22	0.386772344	0.047514619
Nrg4	1.330876765	2.58E-10
Tmem30a	0.490143043	0.021363223
Col12a1	-2.26251224	1.40E-06
Neo1	1.766811928	1.18E-30
Cgas	-0.536426231	0.004911958
Ooep	1.998481058	0.01016008
Plscr1	0.882167166	7.50E-08
Plscr2	3.01699787	1.20E-65
Plod2	0.47147766	0.020245622
Aph1b	0.942517217	4.01E-06
Plscr4	0.669994092	2.57E-05
Rbpms2	0.918907975	1.41E-07
Me1	0.592801908	0.041565042
Snx14	0.473276471	0.007876365
Eomes	2.295669778	0.008904235
Clstn2	1.948572816	0.003080735
Ptgs2	3.200265948	1.13E-06
Ltf	-2.470666246	5.69E-05
Arpp21	-1.152102867	0.034767744
Ttc21a	-1.021869619	0.032207118
Slc25a38	-0.592859159	0.004520867
Amotl2	1.466116529	6.62E-19
Ryk	0.598003476	0.000974652
Slco2a1	1.2186951	5.28E-10
Rab6b	0.620784033	0.000182015
Acpp	1.618960961	4.51E-13
Bsn	-1.574544085	6.00E-16
Prkar2a	0.440494057	0.031598029
Pygm	0.915854444	5.78E-10
Crebl2	0.528400476	0.00235292
6820408C15Rik	-1.338898281	0.005808983
Oas2	-0.916394609	2.62E-06
Nlrp3	1.6718355	0.032149015
Trib3	0.485524493	0.01982254
Mansc1	0.731204278	8.22E-05
Sbspon	3.880986934	3.80E-54
Heyl	-1.484666699	0.002862483
Gng11	0.825755404	3.75E-06
Cntrob	-0.644242707	0.026245811
Srxn1	0.666190075	7.74E-05
Fanca	-0.715403098	0.00158002
Trpc1	3.188875672	2.75E-48
Rspo4	2.171224174	2.10E-06
Styk1	1.346493546	0.005812191
Sgpp2	-1.737059771	0.000527226
Rbm11	0.753267768	0.003341455
1700088E04Rik	1.124679257	0.041415141
Clec1a	1.472334955	1.77E-23
Card10	0.702163252	0.006785125
Ttc28	-0.571787553	0.002802209
Hsf4	1.444322627	5.88E-06
Dpyd	1.892046609	0.004792675
Galnt9	3.07469563	1.68E-05
Fem1c	0.443925411	0.028569167
Chst2	1.220189707	8.23E-10
Rtp4	0.882029546	7.15E-08
Prrg3	1.847902094	0.00055187
Palmd	-1.227433022	0.024989267
Arhgap44	0.97930319	0.04596058
Upb1	1.764356189	0.00073836
Lpar6	1.130516702	1.47E-10
Otud7a	2.657595598	3.10E-07
Myo6	0.864231205	6.52E-08
Ndn	0.874714843	1.83E-07
1300017J02Rik	-2.7605671	2.14E-10
Fkbpl	0.582223265	0.03600243
Mtss2	0.473977728	0.029865454
Exoc6b	1.056127484	1.95E-10
Ppargc1b	-0.644847	0.023014219
Lgals3bp	0.502414522	0.040679132
Zswim5	1.630790402	7.01E-15
Aspm	-0.747078463	0.004562082
Ppp3r1	0.527305425	0.022965581
Slc16a2	0.522287684	0.013725206
Fancd2	-0.607248875	0.002150076
Phka1	0.441428975	0.040675632
Ctnnd1	0.464586155	0.047514619
Ptgdr2	-1.693583271	0.004859998
Cipc	0.374424242	0.035652718
Lrrc58	0.478293075	0.019194319
Emid1	-1.015265224	1.89E-09
Faah	-0.691096689	0.00073836
Nsf	0.449209443	0.010313285
Loxl2	-1.212420002	0.020891061
Polq	-0.909703503	0.002897188
Arhgap27	-0.501255652	0.016306668
Evpl	0.840800771	0.014121769
Kif4	-0.592951533	0.049607659
Brip1	-0.501604791	0.013332725
Eda2r	0.973831268	0.000172417
Gbx2	0.740310709	0.006844022
Tex16	1.447915055	0.002023247
Zfyve9	0.660846207	0.001460629
Exph5	0.824994731	0.002546091
Hid1	0.479778117	0.004087455
Slc41a2	1.392149831	0.003089804
Pof1b	2.735390259	1.09E-05
Ly6d	1.532764801	0.004293665
Tiparp	0.446022939	0.047835578
Lrrn1	2.124974191	6.46E-12
Sema3f	1.02930034	2.71E-05
Ttyh2	-0.799523171	0.046532411
Tmx4	0.617326244	0.009364329
Mfrp	-2.074019431	0.000660881
Asb16	0.709025754	0.009191721
Tle2	-0.725809609	0.019258683
BC030867	-0.688046506	0.000845
B3galt1	1.277447333	3.24E-09
Gna15	-0.569671873	0.000971837
Tet3	-0.686083643	0.008014227
Tespa1	-1.669007118	2.38E-08
Art3	1.000487948	0.014937879
Ano8	-0.625721899	0.029198667
Gipc3	0.645020324	0.000563376
Tbxa2r	0.69731114	0.000309321
Ncaph	-0.490187581	0.01116877
Ushbp1	-2.037808689	9.59E-05
Ly6g6f	-2.135469551	8.63E-05
Hrh2	0.566211694	0.003763309
Vat1	0.510792161	0.034869806
Ncapd3	-0.437764898	0.048455119
Fam167a	-0.456240304	0.047514619
Dcbld2	0.557488422	0.01463211
Arhgap5	0.695153631	2.59E-05
1110059E24Rik	0.613329952	0.00880589
Plekhh3	1.426764344	0.004412268
Slc24a5	0.49969345	0.00990913
Sppl2b	-0.472884321	0.014829591
Ccdc106	1.833485768	0.00010965
Lcat	-1.796952707	0.000212428
Neu3	0.726801043	0.000741213
Raver2	0.548623302	0.003050543
Arx	2.277314986	3.77E-06
Ror1	-1.279679725	0.012081478
Haus8	-0.523751338	0.013137759
Cdcp1	0.510815235	0.003968201
Slc12a8	2.321865027	6.63E-07
Chrna5	1.973211091	0.010386135
Cnot3	-0.402295288	0.046081121
Kiss1r	1.038417654	0.000896532
Pawr	0.927754997	0.009191721
Rnf126	-0.412665748	0.03390654
Cd276	1.278007443	8.15E-09
Pknox2	-2.310589405	0.022012229
Aldh5a1	0.697463438	0.000158754
Acss3	1.52777077	3.04E-07
Tmem59l	1.118197626	0.006654085
Tmtc2	0.668966647	0.000342976
Adamtsl2	-2.193363487	0.000398638
Slc2a6	1.562161704	0.023834699
Lmo1	0.898503324	0.024319498
Fam110c	0.470185581	0.025381847
Cd200r3	2.114632894	2.07E-06
H1f2	-0.71944651	0.000335265
Rorb	3.912061892	1.89E-50
Sh3bp4	-0.804002616	0.01116877
Gmip	-0.44927075	0.034683461
Slc2a13	1.441206298	0.000242134
Lzts1	0.87818485	3.87E-05
Igsf10	0.742731666	0.001280487
P2ry14	-1.512504815	2.74E-11
Wtip	0.675785911	0.013708851
1-Mar	1.106318092	0.034219799
Btg1	0.561704917	0.02216118
Rnf39	0.979674049	0.020215602
Atp13a2	-0.546565617	0.012297713
Kif15	-0.677095378	0.022297667
Anln	-0.489352194	0.016564829
Slc6a20a	-2.173927776	0.000435406
Wnt4	2.901429099	1.19E-10
Smad6	-0.601613091	0.035589324
Dna2	-0.467600716	0.022358627
Arhgap33	-0.794903226	0.011973982
Arhgef26	1.392011066	2.41E-09
C1qa	-1.050722344	0.001101552
C1qc	-1.111304286	0.000503548
C1qb	-1.066662048	0.002132731
Stag3	-1.349991408	7.67E-06
Map11	-0.535261625	0.030598858
Bcorl1	-0.436785033	0.024832299
Wdr62	-0.723296028	0.006991892
Tspan15	-1.328149013	0.009167721
Zcwpw1	-0.678702451	0.016764139
Pacrg	1.186032767	0.01804767
Prf1	1.117845327	0.039034054
Islr	-0.70538041	0.006155524
Ovol2	1.321725135	0.002190194
Tacc3	-0.575869273	0.002950381
Mfsd2b	-0.502289805	0.009191721
Paqr7	0.705291754	0.000407482
Dipk2b	1.532797611	0.000223948
Ccn3	-1.217817384	0.020018482
Spon2	-0.945366711	0.032104215
Endod1	-0.456859892	0.033133192
Slc30a1	0.536581865	0.030436953
Fbxo27	1.308553892	0.000137354
Tedc1	-0.602386242	0.001413995
Dtl	-0.525252126	0.00232419
Nr0b2	-0.824691559	0.046212883
Kdf1	2.315908827	3.70E-14
Atoh8	-1.662186699	0.009597132
Cdkn1c	0.660176633	0.001682635
Actrt3	2.787340203	0.000180371
Nek5	1.346804133	0.003164252
Ppp1r16b	0.784715915	1.33E-06
Vopp1	0.43374604	0.022358627
Phf12	-0.541580683	0.025047671
Tgm2	0.781257343	0.000154587
Smim14	0.592018617	0.003064718
Rtkn2	-0.731303429	0.013395067
Ackr1	1.863429557	5.68E-10
Dusp8	-2.635015738	2.05E-06
Tmem156	1.619734717	0.001857352
6430571L13Rik	-0.930461896	0.034225891
Ccdc92	1.669387523	2.57E-11
Rmi2	-0.56038245	0.003586783
Slc24a2	-2.461673788	0.010313285
Acer2	0.530749279	0.00845166
Cd84	0.449743506	0.018218454
Spon1	1.791532124	8.80E-09
Hoxa9	-0.421195807	0.027570489
F11r	0.597764685	0.004417397
Ncapd2	-0.575243663	0.007275683
Bcl9	-0.450353737	0.033148334
Sema7a	0.788711257	5.60E-07
Iffo1	-0.543529292	0.031122531
Pdzk1	-1.456132456	0.003715428
2410017I17Rik	0.86127755	0.020703232
Sesn1	0.494166456	0.019362899
Plcl1	1.250455287	7.36E-15
Sbf2	0.793210091	5.99E-06
Ttk	-0.49853081	0.024778756
Mpp6	0.537196304	0.002532682
Foxf2	-1.792615831	0.017049802
Egr1	0.879140781	0.030680714
Dennd2a	0.51121447	0.043388176
Olfml2b	-1.250853475	0.008959611
1700003F12Rik	-1.856540135	0.003422236
C1rl	0.610689324	0.000428661
Rgs4	-1.496244542	0.035177267
Tmc3	-1.609209777	0.002299896
Fndc4	0.859978525	0.006500566
Reep2	0.636148523	0.002160726
Susd4	0.791134731	0.042277564
Dock10	-0.664748173	0.000994769
Tm6sf1	-0.779655498	0.001717703
Zkscan16	1.515872701	0.000648162
Pold1	-0.577753795	0.001296853
Hoxb5	0.592246286	0.006168705
Dsel	0.442323363	0.036559442
Mindy1	0.630916603	0.000179284
Pbx3	1.165625987	1.43E-13
Hoxb7	1.24395859	0.001459194
Ptk6	-2.120671886	0.000749532
Alpk3	-0.63839606	0.004419391
Ephx1	1.085031184	9.71E-08
Ctnnal1	0.484471056	0.005752122
Prc1	-0.56526228	0.00541455
Slco4a1	0.420104819	0.027461567
Tlr4	0.636393669	0.011743926
Siglecf	-0.829697353	0.045972081
Arpin	1.358229925	4.57E-10
Eme1	-0.886025451	0.001184568
Itga9	-1.357539332	6.66E-10
Gipc2	4.70716888	1.18E-23
Camk1d	-1.048958812	1.20E-06
Akna	-0.979835255	2.90E-06
Fanci	-0.521152198	0.006313927
Rpl22l1	0.584213376	0.047949094
Sec24d	-0.580281505	0.001922348
Megf9	0.553646292	0.008277863
Cdk5rap2	-0.552929714	0.039769876
Tnfsf10	0.927431799	2.79E-07
Clnk	-1.159388592	0.000179583
Rftn1	0.402822117	0.034110611
Spata16	1.39763207	0.048472619
C130074G19Rik	-1.406702973	0.024479176
Ccdc81	-1.406697811	0.024501851
Mreg	-1.390191078	0.019755669
Neil3	-0.756208673	0.00319925
Tnrc18	-0.516237007	0.03867693
Tspyl4	0.529658801	0.015058393
Ncam1	1.367835137	2.93E-07
Tmem246	0.702437783	0.00080235
Trmt9b	1.318199132	0.023172504
Spout1	-0.438113879	0.046290194
Slx4	-0.64049937	0.025047671
Exo1	-0.593587632	0.002735321
Cep131	-0.641782556	0.010313285
Kmo	1.254768188	0.019352316
Arhgap29	1.043702927	4.07E-12
4932438H23Rik	0.99054717	0.035675293
Slc26a11	-0.727450475	0.001607692
Cited2	0.743902789	0.000520673
Pak7	1.237667325	0.02357247
Pik3cd	-0.764690371	2.59E-05
Ptger4	1.104662126	1.16E-10
Etfbkmt	0.658769808	0.000238346
Deup1	-2.310623454	0.022005614
Zc3h12d	0.765917892	0.008614809
Timeless	-0.80117997	1.09E-05
Ptger3	0.608208946	0.001812292
Bub1b	-0.479462554	0.011408381
Plpp6	0.431381455	0.049265681
Gpr176	-1.475221469	0.009392896
Ndp	1.30223711	0.027533171
Hs2st1	0.549532306	0.007551009
Fmo2	-1.156136551	0.020215602
Gpr34	1.745585944	0.000385818
Lrp1	-0.745428413	0.001026836
Dnm3	2.672561826	3.54E-34
Btnl9	-0.774591883	0.018838635
Cchcr1	-0.78178942	0.009650644
Slc25a24	0.451729519	0.04177843
Il7	0.97134092	9.55E-05
Ppp1r15a	-0.679729251	4.79E-05
Ltbp4	1.036376933	4.73E-10
Manea	0.479707323	0.027809723
Necab1	-1.496850144	0.035048269
Gstm2	2.560199734	1.45E-52
Abcb1a	0.74073954	5.34E-05
Tmem51	1.363655362	0.000313324
1700063H04Rik	-1.404263719	0.026759608
Col16a1	0.623431713	0.004854681
A930016O22Rik	2.726527644	0.00032176
Rcsd1	-0.392481697	0.032104215
Cd53	1.625115723	2.48E-07
Cept1	0.472220133	0.026665209
Zmynd15	0.916275201	0.007551009
Dlk1	1.47881769	3.55E-08
Crocc	-0.650615416	0.028720369
Foxa3	0.626055503	0.036729494
Atp1a3	1.964676301	3.20E-05
Sh3kbp1	-0.445141344	0.014608108
Npnt	0.863411054	0.004082746
Trim62	0.436419	0.032980517
Fam117b	0.443668404	0.033344934
Pif1	-0.811447275	0.007780059
Cyyr1	0.721432578	0.000635724
Arhgap11a	-0.511670971	0.006564016
Pklr	-1.550382383	2.38E-08
Kcnj1	2.031625067	0.00020619
Tox	0.883822199	1.16E-07
Adgrf1	-3.038667557	0.001290004
Cftr	0.813703197	0.010205206
Atp1b2	-1.113020426	2.56E-05
B4galnt3	-1.459269572	0.023464312
Meis3	0.727815233	0.003807052
Kif14	-0.782481709	0.002176201
Fbxo2	1.572998859	4.58E-06
Fmod	-3.899433114	0.000217182
Camsap2	-1.094929103	0.000105129
Prelp	0.825888631	0.013620793
Kif21b	-0.59692542	0.009974832
Bivm	0.503998585	0.00963946
Kcnj2	1.057761768	0.001891935
Coro2b	-0.416939333	0.049607659
Kirrel	-1.075411475	0.001200131
Ptpre	-0.536822823	0.006802496
Fhdc1	1.018950229	9.46E-11
Git2	-0.49069917	0.02309786
Pkp2	0.8488587	0.000858957
Csgalnact2	0.548920528	0.010153098
Svop	2.17283732	0.002459138
Klhdc8a	2.698547433	2.80E-12
Rassf4	-0.744781376	0.000100039
Cmklr1	1.01261315	0.010388759
Slc35f2	0.628773859	0.00235292
Isl1	0.909824038	0.040730808
Stab1	-1.514363456	0.001108214
S100a13	0.552942482	0.03286522
Specc1	-0.546190242	0.006127131
Ctf1	0.663517278	0.009624854
Lgalsl	0.580808516	0.003488465
Fam83g	1.289771306	0.000512924
Esm1	-0.970371359	0.043655694
Dennd4b	-0.406408368	0.040619788
Reln	-1.189622371	0.030509497
C1galt1	0.598091157	0.000842734
Fcmr	3.21006308	0.002844816
Abcb4	-0.724059135	0.000147635
Clspn	-0.674770967	0.005852936
AA986860	0.995820258	0.000336197
Kcna4	2.552272903	4.11E-07
Hirip3	-0.539364262	0.0234924
Asb4	1.700438284	9.16E-09
Safb2	-0.52243497	0.044581276
Arrdc4	0.520527857	0.010215843
Rgs8	-1.239448475	0.018096699
Ttc9	1.849999001	1.53E-07
Bmt2	0.467849933	0.03646611
Bex2	1.100269382	0.0023873
Apobr	-0.445761842	0.03290209
Maneal	-1.277016149	0.007435199
Muc1	2.37854933	1.95E-19
Fam166b	-1.931135098	0.015104087
Gpr153	-1.655960183	0.002897188
Flt3	-1.5794146	3.05E-20
Snai1	-1.408319106	0.024303596
Fgf11	-0.522540997	0.023468733
Lhfpl4	2.251261825	5.02E-05
Mamstr	1.090996557	0.027678714
Ptgir	-0.880277347	0.047549958
Disc1	-0.97067498	0.012229149
Synpo	1.385328184	2.31E-06
Il17re	0.42232299	0.041413894
4930426D05Rik	-1.372236764	0.037739179
Zmpste24	0.476338255	0.04968716
Ifi209	1.72887155	2.48E-07
Pcdhb19	1.214110502	0.001806929
Rhbdl2	2.106011288	2.30E-09
Filip1l	-0.802032453	0.019550558
Epop	0.501388752	0.041935292
Pcdhb12	1.981546037	0.005684582
Tril	-2.480551236	7.29E-05
Zc2hc1a	0.594195218	0.005238246
Pld6	-0.756444875	0.030113255
Tmem221	1.034866034	0.002195921
Col6a6	-2.503136593	0.004666442
1520401A03Rik	-1.45999947	0.023056039
Adamtsl5	0.50920119	0.026647877
Chil5	1.052156793	3.18E-05
Ccdc60	0.501879461	0.042109577
Gimap7	-0.954585499	0.023459095
Cilp2	-1.860309891	0.000158594
Pcdhb21	0.9952706	0.022201806
Pcdhb14	3.001386383	4.91E-10
S100a1	0.478862263	0.01890508
9530080O11Rik	1.475409476	0.004421138
Tnip3	0.778399522	3.79E-07
Foxo1	0.75123113	4.41E-05
Gpr146	0.52596672	0.003726011
Nrn1l	-1.067537223	0.040962488
Mab21l3	1.188823824	0.024987469
Gpr4	1.244450778	3.04E-07
Sowaha	-1.468289654	0.00204877
Cxxc4	1.956058776	2.01E-06
Dsg2	1.811025428	9.40E-26
Rin3	-0.709060013	2.43E-05
Tent5c	1.797675184	1.24E-19
Zfp758	0.532334678	0.013156122
Lingo4	1.972211117	2.57E-05
Tram1l1	1.13334549	0.025337264
Rasip1	0.954120763	0.000414563
Dnd1	-0.804307886	0.017631611
Pard6b	0.576194783	0.029319484
Fzd1	0.998702002	0.000402913
Zfp612	0.66470274	0.014978055
Palb2	-0.538241077	0.022573673
Spata32	-2.055813404	7.31E-05
Fads6	0.919191767	0.000158754
Zfp354c	0.407831677	0.046045411
Rassf9	-1.800322128	0.02246788
Tubg2	2.25313249	5.82E-08
Gm4779	-1.802240839	0.000876689
S1pr1	0.891581058	1.45E-06
Tmem86b	-0.95165716	0.005978827
Dcaf12l1	0.775028839	0.000349093
Insig1	0.493157595	0.008182706
Sowahb	3.36436355	0.000255276
Tlr9	1.336850438	0.01131811
Cenpe	-0.772734114	0.03136441
Nyap1	-0.828361509	0.041755853
Sh2d5	-0.894709662	3.21E-07
Tnfrsf26	0.579397002	0.01247277
Pcdhb3	1.495065208	0.001946838
Penk	2.018839398	0.000512924
Pcdhb4	1.309712623	0.003821889
Slc16a5	0.949947605	0.014942239
Serpinb9	0.450209374	0.037916105
Ccdc9b	-1.179593533	0.008915647
Clec14a	0.980321811	1.39E-06
Cavin2	1.544240779	3.50E-21
Eid2	0.608372048	0.005334565
Clec9a	1.404713687	2.56E-11
Serinc4	-1.43589295	0.017818213
Nxph1	1.088985836	0.010175788
E2f8	-0.820674171	0.000209039
Pcdhb20	1.213076561	0.003489142
Rprml	3.697483933	9.31E-06
She	0.83093341	0.034202038
Ankle1	-0.884976425	0.014528957
BC107364	2.964394466	2.08E-08
Gjb2	1.944564328	5.65E-06
Pcdhb17	1.193085881	2.08E-05
Kcnk6	1.031707159	1.75E-07
Ppm1e	0.867935448	7.02E-05
Camk2n1	1.449874524	2.52E-05
Tmem150b	-0.9195255	0.025625211
Sox18	0.871684876	0.000512698
Ar	1.602049771	1.94E-12
Prr12	-0.483054687	0.013352446
Ticrr	-0.804987841	0.000614551
Tmem215	2.731465676	2.36E-23
Olfml2a	-0.983483654	0.043147297
Gjb4	-3.038561465	0.001290004
Pkd1l1	-2.045389662	0.007551009
Ttc34	1.606307517	0.000129663
Gprc5a	1.211258939	3.02E-05
Gm9812	1.270903116	0.017728632
Rhoj	1.242621239	4.95E-12
8030474K03Rik	-1.606997146	0.001058981
Cldn12	0.754417404	1.92E-05
Gchfr	0.662564997	0.047514619
Ddit4l	1.413384938	0.002565381
Fam187b	1.67665759	7.25E-06
Myct1	0.547507448	0.028483638
1110032F04Rik	1.98659048	2.42E-06
Pcdhb15	1.740636638	0.000180371
Cd24a	0.609393408	0.035378278
Samd14	-0.514237802	0.007870169
Rab2a	0.495354369	0.013443056
Dusp18	0.634459281	0.004697304
Cldn2	2.003325694	0.002006193
Taf9b	0.488554047	0.022178259
Pcdhb13	2.02773967	2.76E-05
Lancl3	0.99498307	9.98E-08
Gm973	-1.144267443	2.15E-05
Nxpe5	0.540399207	0.01387986
Frat2	-0.526432261	0.006217465
Ust	-1.622809227	0.000648162
Fcgbp	-3.763542933	0.000601926
Rnf150	0.766730966	4.70E-06
Trim16	-0.638163113	0.007397747
Bex4	0.681742305	0.000382093
Sstr2	-1.005138615	0.034843328
Pcdhb16	1.551480422	5.54E-11
Kcna3	-0.820312918	1.27E-05
Rpl9-ps7	0.522082007	0.030002184
Tenm4	-0.731505379	0.033983424
Col6a3	-1.975493579	4.52E-06
Muc6	-1.291557061	0.013639603
Gpr85	1.223894609	0.040679132
Nags	-1.794682662	0.007348837
Ckap2l	-0.530742676	0.032926601
Lhfp	1.440918154	2.40E-09
Pcdhb18	0.984698702	0.016306668
Gli2	-1.888442991	0.000307399
Cxcr1	1.146589265	5.83E-07
Zbtb8b	1.175059755	0.021918889
Depp1	-1.252393559	0.014796591
Cd300e	-1.642348879	0.035004941
Cxcr6	1.284970234	0.005576686
Thnsl1	0.467758923	0.03154822
Prss50	-1.362985013	0.000170589
Gm12185	0.559280335	0.006773836
Arhgap30	-1.057350396	3.86E-10
Zfp710	-0.499940452	0.023294895
Rnf24	0.435143777	0.022769696
Cdca2	-0.653879435	0.001817298
Pcdh10	2.815558276	2.23E-08
Ccr2	2.95636342	1.57E-12
Ntf3	3.895196296	6.16E-15
Nrap	-0.761420747	0.025773992
Pdp1	0.736735372	8.19E-05
Kmt5a	-0.44674948	0.033711059
Tenm2	1.488114463	0.011604769
Zg16	3.540909685	9.15E-40
Rarres1	2.452218387	9.84E-07
Pls1	0.80732151	0.004135762
Tmem202	0.945454047	0.043901286
Fzd9	0.745374404	0.026636056
Vsig8	1.433869623	0.023294895
Nlrp10	-1.36457888	2.98E-06
Arhgap15	-0.444184514	0.023285629
