Data from original supplementary file					
ensembl	geneSymbol	log2FC	FDR	fpkm.sum	type
ENSMUST00000024701	Pkmyt1	-0.6833733883	5.07E-07	27.831117676	DN
ENSMUST00000040700,ENSMUST00000100299	Dock9	0.7105086914	5.29E-07	17.2383325782	UP
	4930515G01Rik	-1.0775665499	5.31E-07	4.304	DN
ENSMUST00000031678	Tspan12	1.1478137403	5.37E-07	1.6082224909	UP
ENSMUST00000108322,ENSMUST00000002128	Rab34	0.9678005084	5.53E-07	3.9693593315	UP
ENSMUST00000105336	Dot1l	-0.6416073299	5.58E-07	23.528062125	DN
	BC024571	0.6780862462	5.68E-07	119.7307692308	UP
ENSMUST00000056977	Runx3	-0.6642861368	5.78E-07	33.722007722	DN
ENSMUST00000020399	Cpm	0.9342198763	5.92E-07	1.8231777863	UP
ENSMUST00000064924	Espl1	-0.6639416281	5.94E-07	15.5872101834	DN
ENSMUST00000094134	Il18bp	0.7734734617	5.97E-07	15.4121863799	UP
ENSMUST00000106306,ENSMUST00000117762	Itgal	-0.7722864507	6.02E-07	8.0025028879	DN
ENSMUST00000033169	Cdr2	-1.0282005082	6.05E-07	2.2400793651	DN
ENSMUST00000052837	Ar	1.2514476082	6.23E-07	1.2069541959	UP
ENSMUST00000068654	Foxd2	0.7471645132	6.49E-07	13.3231474408	UP
ENSMUST00000009241	Tbx1	1.3303801032	6.49E-07	1.7231638418	UP
ENSMUST00000041500	Srxn1	0.7179128096	6.78E-07	27.6365749709	UP
ENSMUST00000167549	Endod1	-0.746748389	6.82E-07	9.1081020591	DN
ENSMUST00000046332	C1qc	-1.1238533021	6.83E-07	4.6812559467	DN
ENSMUST00000114626	Cd200r4	1.1957796676	6.95E-07	2.5944510035	UP
ENSMUST00000052969	Ston2	0.751109606	7.05E-07	4.4756800485	UP
ENSMUST00000171929	Cenpf	-0.612690437	7.19E-07	16.2337896254	DN
ENSMUST00000086763	Emr1	-1.0373561122	7.22E-07	2.3983865963	DN
ENSMUST00000056774	2410017I17Rik	1.1562521743	7.22E-07	3.7889847379	UP
ENSMUST00000047768	Neil3	-0.6669421067	7.44E-07	26.596076683	DN
ENSMUST00000028386	Nckap1	0.6779063932	7.87E-07	35.4097139452	UP
ENSMUST00000102752,ENSMUST00000080127,ENSMUST00000079086	Homer1	0.7640038651	8.25E-07	4.353085554	UP
ENSMUST00000017867	Wfdc2	0.8261281529	8.50E-07	20.3698435277	UP
	Cep110	-0.6144409239	8.64E-07	35.0148444559	DN
ENSMUST00000085314,ENSMUST00000021468	Nin	-0.6328666777	8.64E-07	17.7846198604	DN
ENSMUST00000073149	Slc9a5	-0.8423905119	9.17E-07	1.8171340761	DN
ENSMUST00000095729	Armc2	0.9987291779	9.18E-07	1.3516302105	UP
	BC058988	0.7447555912	9.47E-07	34.0523465704	UP
	Gm15915	-1.0690937836	1.05E-06	6.7294900222	DN
ENSMUST00000133006	2610305D13Rik	0.7841406127	1.07E-06	6.8720657277	UP
ENSMUST00000000984	Slc7a7	0.7491698348	1.08E-06	11.5122342559	UP
ENSMUST00000028522	Itga6	0.6484365521	1.11E-06	133.9255802824	UP
ENSMUST00000028024	Tnfsf4	0.8289029071	1.11E-06	10.3860523039	UP
ENSMUST00000017694	Atad5	-0.6373378428	1.15E-06	18.9639950338	DN
ENSMUST00000076349	Gria3	-0.7076749672	1.22E-06	8.1810278207	DN
ENSMUST00000171337	Sorbs2	0.7577160498	1.24E-06	4.3355837313	UP
ENSMUST00000102592,ENSMUST00000032729	Tjp1	-0.6923903117	1.28E-06	6.6977138019	DN
ENSMUST00000159879	Trove2	0.6437475461	1.28E-06	14.6791413156	UP
ENSMUST00000048054	Chtf18	-0.7028174686	1.30E-06	12.4708171206	DN
ENSMUST00000005952	Slc30a4	0.6346381971	1.31E-06	17.8231852258	UP
ENSMUST00000109375	Elmo3	0.7475403159	1.32E-06	10.8404605263	UP
ENSMUST00000105999,ENSMUST00000061267	Tinagl1	0.6914066499	1.32E-06	26.986586494	UP
ENSMUST00000111220	Cadm3	1.145418696	1.33E-06	1.0975903614	UP
ENSMUST00000160298	Gm5057.2	-0.7244614672	1.38E-06	7.8319235013	DN
ENSMUST00000116304	Ctss	-0.8360854132	1.40E-06	19.6585003712	DN
ENSMUST00000167388	Gp1bb	0.7451880337	1.42E-06	8.6484613252	UP
ENSMUST00000050312,ENSMUST00000111279,ENSMUST00000168929	Mapk8ip1	0.8632427125	1.44E-06	3.2511600928	UP
ENSMUST00000175586,ENSMUST00000097563,ENSMUST00000050487	Cd74	0.634307534	1.46E-06	183.161268556	UP
ENSMUST00000002885	Epdr1	0.705841564	1.48E-06	15.3544463087	UP
ENSMUST00000093937,ENSMUST00000092706	Cdc6	-0.6671955595	1.54E-06	15.5887372014	DN
ENSMUST00000039620	Cbr3	0.8566404142	1.57E-06	9.3470790378	UP
ENSMUST00000143699,ENSMUST00000146100	Fcho1	-0.6169504596	1.60E-06	61.568801898	DN
ENSMUST00000002914	Chaf1a	-0.6334130894	1.73E-06	40.9471766849	DN
ENSMUST00000072093	Plxnb1	0.9090116053	1.74E-06	1.4114692829	UP
ENSMUST00000033133	Rgs10	-0.8143130857	1.75E-06	15.6666666667	DN
ENSMUST00000097299	Crb3	1.1177991826	1.76E-06	3.3940972222	UP
ENSMUST00000075164	Kif21b	-0.6276345176	1.77E-06	17.2534125936	DN
ENSMUST00000039093	Zmynd15	1.0703482439	2.23E-06	2.3842841765	UP
ENSMUST00000114355	Rnf208	0.8319897975	2.24E-06	11.722972973	UP
ENSMUST00000042750	2810432L12Rik	0.683539018	2.24E-06	18.1818181818	UP
ENSMUST00000065896	Kif2c	-0.6778598687	2.33E-06	17.7775800712	DN
ENSMUST00000119976	Ankle1	-0.6516788519	2.33E-06	13.6282352941	DN
ENSMUST00000058099	F2rl3	0.6368671544	2.44E-06	102.0681818182	UP
ENSMUST00000098669,ENSMUST00000098668,ENSMUST00000098666	Ceacam1	-0.8227040862	2.46E-06	3.2881674269	DN
ENSMUST00000077735,ENSMUST00000109854,ENSMUST00000021689,ENSMUST00000172409	Evl	-0.8203663755	2.49E-06	4.6063432836	DN
ENSMUST00000025831	Dock8	-0.6191665294	2.49E-06	48.9216696728	DN
ENSMUST00000086199	Glul	0.6154258305	2.55E-06	409.8774774775	UP
ENSMUST00000064290	Cebpe	-1.3563215041	2.58E-06	2.1237864078	DN
ENSMUST00000095313	Pawr	1.1290636575	2.67E-06	2.6496430533	UP
ENSMUST00000030127	Tmem38b	0.6719275002	2.68E-06	13.2574430823	UP
ENSMUST00000173492	Kifc1	-0.6573194209	2.70E-06	20.7312851579	DN
ENSMUST00000054538	E130306D19Rik	-0.6941918057	2.83E-06	24.1878487291	DN
ENSMUST00000025562	Incenp	-0.605759065	2.83E-06	57.6195686152	DN
ENSMUST00000173433	Baz1a	-0.62472846	2.85E-06	22.1675877763	DN
ENSMUST00000087497	Col11a2	-0.7343739734	2.85E-06	2.8848583288	DN
ENSMUST00000148528	Gm6634	0.8540860012	2.86E-06	6.0888888889	UP
ENSMUST00000020792	Butr1	-1.7776567669	2.87E-06	1.4027370479	DN
ENSMUST00000036188	Zc3h12a	-0.656195075	2.98E-06	10.1036084316	DN
ENSMUST00000112221	Rad51ap1	-0.684207399	3.20E-06	21.7771084337	DN
ENSMUST00000023138,ENSMUST00000170672	Shisa9	0.9193151207	3.28E-06	1.8919198181	UP
ENSMUST00000030490	Stil	-0.6353633675	3.28E-06	11.7510826586	DN
ENSMUST00000093369	Nefh	-0.6106493297	3.50E-06	18.6045636911	DN
ENSMUST00000048391	Clspn	-0.6199510106	3.57E-06	21.5365213882	DN
ENSMUST00000108836	Irgm2	0.6181599804	3.66E-06	65.0854214123	UP
ENSMUST00000112079,ENSMUST00000112081,ENSMUST00000032262	Clec1b	1.0595841716	4.01E-06	4.6692439863	UP
	Arhgap33	-0.619894072	4.09E-06	12.6703246456	DN
ENSMUST00000067529	Sytl5	0.7519523484	4.28E-06	9.6738178634	UP
ENSMUST00000088827	Mapk12	0.723413213	4.31E-06	18.1256656017	UP
ENSMUST00000101588	Ccdc160	1.5417939744	4.41E-06	1.3298565841	UP
ENSMUST00000045042	Batf2	0.7851993192	4.53E-06	13.2967836257	UP
ENSMUST00000031366	Kntc1	-0.6257786653	4.59E-06	15.5690880093	DN
ENSMUST00000047443	Mansc1	0.6317677461	4.64E-06	40.6787521079	UP
ENSMUST00000073387	Epha1	0.839223998	5.01E-06	3.4761904762	UP
ENSMUST00000042729,ENSMUST00000042744	Npnt	1.0240854186	5.01E-06	1.4108443485	UP
ENSMUST00000047511,ENSMUST00000163821	4930506M07Rik	0.7497802431	5.01E-06	6.71875	UP
ENSMUST00000089776	Cep152	-0.6183697624	5.01E-06	8.6219512195	DN
ENSMUST00000035158	Trf	-0.6687298355	5.01E-06	30.211663067	DN
ENSMUST00000081721,ENSMUST00000114618	Ezh2	-0.6106656769	5.04E-06	66.176803929	DN
ENSMUST00000089622	Tet3	-0.5802804604	5.05E-06	21.3295089491	DN
ENSMUST00000049130	Bex2	0.9663589294	5.06E-06	6.0289210234	UP
ENSMUST00000020579	Hmmr	-0.6191819457	5.06E-06	24.7882443532	DN
ENSMUST00000003687	Tgfb3	0.7991026132	5.08E-06	3.7344582593	UP
ENSMUST00000034941	Plscr4	0.6266491152	5.23E-06	36.9661538462	UP
ENSMUST00000028846	Dusp2	-0.6694913045	5.24E-06	65.2726146221	DN
ENSMUST00000062356	Marcksl1	-0.6619794983	5.44E-06	69.6372732958	DN
ENSMUST00000107284	Ezh1	0.6389816129	5.47E-06	41.2329259526	UP
ENSMUST00000048962	Kif4	-0.6000027058	5.50E-06	19.3047842802	DN
ENSMUST00000026565	Ifitm3	0.5948575898	5.70E-06	727.306501548	UP
ENSMUST00000107187,ENSMUST00000039537	Fam63a	0.6290957805	5.79E-06	68.4826487252	UP
ENSMUST00000129603	Mmrn1	0.6128807681	5.84E-06	281.761019879	UP
ENSMUST00000108190	Wdr62	-0.6637079841	5.84E-06	7.1534706007	DN
ENSMUST00000028999	Pkia	0.6291356761	6.07E-06	13.7523783637	UP
ENSMUST00000067230	Sox4	-0.6114461639	6.13E-06	74.5054200542	DN
ENSMUST00000159680,ENSMUST00000160307,ENSMUST00000162037,ENSMUST00000159236	Tnik	-0.6046651728	6.16E-06	12.5503217856	DN
ENSMUST00000037615	Aldh5a1	0.6712903805	6.22E-06	7.5510023062	UP
ENSMUST00000020424	Phlda1	-1.3005410999	6.22E-06	1.4069707842	DN
ENSMUST00000086040	F5	-0.680044122	6.45E-06	4.7168405365	DN
ENSMUST00000052503	Gimap7	-1.3895078607	6.51E-06	1.9810576164	DN
ENSMUST00000035142	Ryk	0.6145539449	6.51E-06	29.4710947109	UP
ENSMUST00000034997	Snhg5	-0.6060549576	6.53E-06	57.1343283582	DN
ENSMUST00000007296	Pole	-0.6031469441	6.66E-06	32.9752824859	DN
ENSMUST00000031190	Dr1	0.5912991181	6.87E-06	74.9967500812	UP
ENSMUST00000150006,ENSMUST00000163100	Cdca2	-0.6210365695	6.90E-06	17.9366700715	DN
ENSMUST00000105898	Fgf3	-0.7357909742	6.90E-06	15.3232577666	DN
ENSMUST00000034564	2310030G06Rik	1.6781121572	7.41E-06	1.288368336	UP
ENSMUST00000069399	Kbtbd11	0.6282314484	7.49E-06	12.3041606887	UP
ENSMUST00000106548,ENSMUST00000171877,ENSMUST00000030488	Pdzk1ip1	0.6117797928	7.57E-06	214.64	UP
ENSMUST00000082108	Macf1	-0.5568900857	7.66E-06	40.119887165	DN
ENSMUST00000006679	Prtn3	0.5963820875	7.86E-06	300.9533678756	UP
ENSMUST00000141429	4930534B04Rik	-0.5970137848	8.23E-06	18.0495712194	DN
ENSMUST00000021311	Kif18b	-0.6227458422	8.24E-06	18.5120481928	DN
ENSMUST00000001156	Cfp	-0.7729644114	8.26E-06	12.0726072607	DN
ENSMUST00000004097	Cux1	-0.5808046842	8.46E-06	48.7245911661	DN
ENSMUST00000004202	Dnmt1	-0.5653997384	8.50E-06	124.2647293629	DN
ENSMUST00000159348	2700081O15Rik	-0.626133324	8.58E-06	11.5349117175	DN
ENSMUST00000096019	Gprin2	1.2721950885	8.59E-06	1.98561601	UP
ENSMUST00000102545	Arhgap11a	-0.6039405801	8.77E-06	29.4444444444	DN
ENSMUST00000112748,ENSMUST00000031243,ENSMUST00000112747	Spp1	-0.8261941329	8.79E-06	5.8298001211	DN
ENSMUST00000020403,ENSMUST00000171226	Csrp2	0.7011708884	8.99E-06	28.805209513	UP
ENSMUST00000090924,ENSMUST00000041022	Trim46	0.7633851195	8.99E-06	5.6894390473	UP
ENSMUST00000164242	Cchcr1	-0.6143222775	9.18E-06	14.6781522151	DN
ENSMUST00000017290	Brca1	-0.6040848404	9.80E-06	14.2520754717	DN
ENSMUST00000110853,ENSMUST00000099557	Pak6	0.7333580159	9.84E-06	4.2178904568	UP
ENSMUST00000049352	Hoxb7	1.3172238811	9.87E-06	1.81925809	UP
ENSMUST00000043839	F11r	0.6017657891	9.93E-06	67.4413430421	UP
ENSMUST00000007245	D17H6S56E-3	0.9290965338	1.00E-05	1.9017690875	UP
ENSMUST00000057115	Isca1	0.5961937371	1.01E-05	61.5358451073	UP
ENSMUST00000070085	AI504432	-0.6230484455	1.03E-05	19.0517863587	DN
ENSMUST00000027695	Slc45a3	-1.1030050187	1.03E-05	1.2704678363	DN
ENSMUST00000095342	H2-Ob	-0.6962481461	1.04E-05	12.911036036	DN
ENSMUST00000101367,ENSMUST00000031793	Nt5c3	0.5864362707	1.08E-05	183.1419683258	UP
ENSMUST00000165964,ENSMUST00000098814	Lig1	-0.5821379348	1.10E-05	86.5601719198	DN
ENSMUST00000145794	Gm15663	1.0285591786	1.12E-05	1.4464229928	UP
ENSMUST00000165311	Cnnm1	0.9458232431	1.12E-05	1.3113939153	UP
ENSMUST00000035155	Rab6b	0.6417622046	1.14E-05	19.6117223868	UP
ENSMUST00000106685	Gstm6	1.4244421409	1.15E-05	1.9886363636	UP
ENSMUST00000107047,ENSMUST00000107044,ENSMUST00000079176,ENSMUST00000107045,ENSMUST00000107046,ENSMUST00000116287	Plekhb1	1.1815201535	1.17E-05	1.1429776466	UP
ENSMUST00000172298	Rab11a	0.5887745609	1.17E-05	111.8277491409	UP
ENSMUST00000102517	Dll4	0.8672825963	1.19E-05	2.4549418605	UP
ENSMUST00000122409	Lrp3	1.1596561282	1.22E-05	1.0648854962	UP
ENSMUST00000052072	Tmem221	1.0684077857	1.23E-05	2.5114006515	UP
ENSMUST00000020349	Apc2	0.7061853482	1.26E-05	3.2439293598	UP
ENSMUST00000106542	C630004H02Rik	0.6221802944	1.29E-05	32.922622747	UP
ENSMUST00000031879	Fam115c	0.7964126843	1.30E-05	3.3419628148	UP
ENSMUST00000045682	Gramd1b	-0.6229486554	1.33E-05	15.6496062992	DN
ENSMUST00000045706	Cftr	0.9237528801	1.34E-05	1.1542137964	UP
ENSMUST00000049272	Hoxb5	0.6663918199	1.35E-05	12.6346356917	UP
ENSMUST00000057454	Gchfr	0.8774949263	1.36E-05	11.3418530351	UP
ENSMUST00000029777	Tmem56	0.6221117314	1.37E-05	6.8587061474	UP
ENSMUST00000099073	Fam65c	0.8832180995	1.40E-05	3.4380363886	UP
	Plxnb2	0.6132941922	1.41E-05	37.0032223416	UP
ENSMUST00000089394	Sacs	-0.6928693505	1.41E-05	5.1845184518	DN
ENSMUST00000036340	Fancd2	-0.6089782238	1.43E-05	11.2605574324	DN
ENSMUST00000005188	Sh2b2	-0.7756546728	1.44E-05	5.2166255724	DN
ENSMUST00000028969,ENSMUST00000164120,ENSMUST00000109816	Tpx2	-0.5881132862	1.45E-05	40.6717276282	DN
ENSMUST00000103145	E2f1	-0.6283809518	1.46E-05	29.8348960457	DN
ENSMUST00000087689	Prune2	0.6433095985	1.47E-05	3.1400096061	UP
ENSMUST00000090247	Trio	-0.5599739418	1.51E-05	9.451048951	DN
ENSMUST00000084296	Cdca8	-0.5946297475	1.58E-05	59.9814356436	DN
ENSMUST00000044620	Brca2	-0.5641199186	1.59E-05	15.2521714766	DN
ENSMUST00000025567	Fads2	0.6015880105	1.60E-05	104.8228609626	UP
ENSMUST00000040111	Ttc28	-0.5920773512	1.60E-05	9.8786836479	DN
ENSMUST00000055776,ENSMUST00000140528	Arhgap15	-0.622657404	1.60E-05	28.9889516958	DN
ENSMUST00000082237	Mex3b	-0.7965700966	1.62E-05	2.9774458114	DN
ENSMUST00000098966	A430078G23Rik	-0.5899329669	1.63E-05	19.1661028417	DN
ENSMUST00000066594	Sh2d4a	-0.816894909	1.65E-05	3.1218274112	DN
ENSMUST00000032106	1700003E16Rik	1.0104928531	1.73E-05	2.5024437928	UP
ENSMUST00000170315,ENSMUST00000081314	Blm	-0.5967964923	1.76E-05	19.4657729027	DN
ENSMUST00000051594	Depdc1b	-0.6674619162	1.80E-05	16.6653433902	DN
ENSMUST00000001713	Gstt1	0.6468584883	1.80E-05	33.3284883721	UP
ENSMUST00000088248	Ube2c	-0.6133366767	1.81E-05	65.4810810811	DN
ENSMUST00000028103	Lypd6b	-1.1474368038	1.83E-05	1.3494505495	DN
ENSMUST00000112541,ENSMUST00000032234	Cd163	-0.6865450965	1.85E-05	6.305027933	DN
ENSMUST00000100392	BC030867	-0.6736551736	1.87E-05	10.0631662061	DN
ENSMUST00000094698	Rbm44	-1.0320154717	1.87E-05	1.2411994785	DN
ENSMUST00000001179	Pcnt	-0.5367284876	1.89E-05	30.1233136594	DN
ENSMUST00000088758	Ankrd26	-0.578702053	1.97E-05	10.6463844797	DN
ENSMUST00000023686	Tmem50b	0.6227975922	2.03E-05	24.8306997743	UP
ENSMUST00000055947	Samd14	-0.6209086091	2.06E-05	15.6484280532	DN
ENSMUST00000171751,ENSMUST00000111581,ENSMUST00000166610,ENSMUST00000048145	Rbfox2	0.6309221256	2.16E-05	13.4336692999	UP
ENSMUST00000022197	Scamp1	0.567893209	2.18E-05	50.2738195027	UP
ENSMUST00000159816,ENSMUST00000159414	Filip1l	-0.8289737977	2.25E-05	1.9353640416	DN
	Wdhd1	-0.5723746489	2.26E-05	32.7874186551	DN
ENSMUST00000058125	Bex1	0.6357216786	2.30E-05	41.5121668598	UP
ENSMUST00000143203	Stxbp4	0.6010595487	2.36E-05	38.7395659432	UP
ENSMUST00000162452	Cst7	-0.9095226763	2.44E-05	8.4572301426	DN
ENSMUST00000029652	Pdgfc	-0.8741322544	2.45E-05	1.9324015973	DN
ENSMUST00000004684	Arhgef18	-0.5503924417	2.47E-05	47.3825757576	DN
ENSMUST00000051259	Gpr97	-0.5757074046	2.51E-05	32.6092333059	DN
ENSMUST00000137571,ENSMUST00000105352	Adamtsl5	0.6944896106	2.53E-05	10.1701354476	UP
ENSMUST00000111978,ENSMUST00000092889	Taok3	-0.5630126061	2.56E-05	50.4175897209	DN
ENSMUST00000167912,ENSMUST00000037287	Cdkn1c	0.6020951874	2.58E-05	32.0897832817	UP
ENSMUST00000032915	Kif22	-0.5837465083	2.64E-05	42.2853658537	DN
ENSMUST00000168884,ENSMUST00000108102	Hpn	-0.7989187392	2.66E-05	4.3805066079	DN
ENSMUST00000055676	S1pr1	0.5932274501	2.68E-05	25.2692434754	UP
ENSMUST00000035852	Zcwpw1	-0.6822400786	2.70E-05	9.2889595638	DN
ENSMUST00000038368	Id1	-1.1291471979	2.74E-05	3.2123212321	DN
ENSMUST00000028663	Creb3l1	0.9536968146	2.90E-05	2.233289066	UP
ENSMUST00000040912	Anln	-0.5807993846	2.96E-05	18.8715953307	DN
ENSMUST00000043848	Ncapd2	-0.5647550299	2.97E-05	102.1039714413	DN
ENSMUST00000022871	Sdc2	0.5832769004	3.06E-05	19.4906287787	UP
ENSMUST00000027146	Ikzf2	-0.5829739685	3.07E-05	12.6798045257	DN
ENSMUST00000033154	Plk1	-0.602927324	3.07E-05	28.7232102143	DN
ENSMUST00000063339,ENSMUST00000043172	Rarg	0.590090777	3.16E-05	20.8236949047	UP
ENSMUST00000114426	Tacc3	-0.5823872781	3.16E-05	37.5996168582	DN
ENSMUST00000015583	Ctsg	-0.7003673878	3.22E-05	52.5025075226	DN
ENSMUST00000168864,ENSMUST00000041477	Islr	-0.7346053417	3.28E-05	6.143707483	DN
ENSMUST00000161827	Gpc2	-0.642597552	3.34E-05	6.0427487016	DN
ENSMUST00000033739	Car5b	0.7726375878	3.45E-05	3.2911944202	UP
ENSMUST00000034133	Mylk3	-0.8782605059	3.46E-05	1.9905135754	DN
ENSMUST00000031017	Fosl2	0.5811188811	3.57E-05	13.4357398874	UP
ENSMUST00000078908	Nkpd1	1.1921422093	3.73E-05	1.0240087304	UP
ENSMUST00000075329	Olfr248	-1.8389481114	3.75E-05	1.0604558969	DN
ENSMUST00000066272	Taf7	-0.6597877712	3.76E-05	10.3060606061	DN
ENSMUST00000111551,ENSMUST00000134306,ENSMUST00000166416,ENSMUST00000147934,ENSMUST00000047531	4833442J19Rik	0.6193861567	3.86E-05	23.706231454	UP
ENSMUST00000053670	Efcab4a	0.6561718208	3.87E-05	19.5825879547	UP
ENSMUST00000071812	Iqgap3	-0.5695064276	4.00E-05	16.6716920894	DN
ENSMUST00000163511,ENSMUST00000004392	Irf5	-0.6302870257	4.06E-05	15.8375314861	DN
ENSMUST00000048432	Prelp	0.8768735592	4.08E-05	1.9149527515	UP
ENSMUST00000081924	Ifitm6	-1.4067818766	4.08E-05	4.0909090909	DN
	C530008M17Rik	0.6329645914	4.10E-05	22.5534720188	UP
ENSMUST00000025037,ENSMUST00000163594,ENSMUST00000086828,ENSMUST00000067538	Ptprs	-0.5282798592	4.15E-05	48.5539392194	DN
ENSMUST00000070755,ENSMUST00000095145	Fsbp	-0.6020812836	4.17E-05	5.1290106952	DN
ENSMUST00000073536,ENSMUST00000173056	Nrap	-0.7261633268	4.27E-05	1.795271261	DN
ENSMUST00000000696	Cd52	-0.8274449336	4.27E-05	27.50499002	DN
ENSMUST00000168522,ENSMUST00000100572	Sla	-0.5925846343	4.27E-05	54.6263468891	DN
ENSMUST00000032330	Emp1	-1.0439896305	4.30E-05	1.2923416789	DN
	Specc1	-0.5907582746	4.36E-05	6.2599429686	DN
ENSMUST00000006760	Cdt1	-0.5874670413	4.38E-05	56.2929848693	DN
ENSMUST00000166505	Pabpc4l	0.6238300852	4.38E-05	4.7469325153	UP
ENSMUST00000107127,ENSMUST00000084979,ENSMUST00000107128,ENSMUST00000107122	Myo7a	-0.6195721158	4.38E-05	4.6618133686	DN
ENSMUST00000017288	Rnd3	0.7574585804	4.47E-05	3.2494684621	UP
ENSMUST00000100514,ENSMUST00000051293	Gpr146	0.5970041517	4.49E-05	22.2979379	UP
ENSMUST00000003877,ENSMUST00000166044,ENSMUST00000167161	Kif20a	-0.5646739375	4.49E-05	28.4774774775	DN
ENSMUST00000024857	Lbh	0.5548833334	4.52E-05	35.6933115824	UP
ENSMUST00000089161	Tnfrsf13c	-0.7474901249	4.63E-05	6.6106148187	DN
ENSMUST00000111557	Dennd5b	0.6025630952	4.69E-05	9.2132083163	UP
ENSMUST00000047393	Ctf1	0.6806656363	4.73E-05	10.7414307004	UP
ENSMUST00000021933	Ctsl	0.5789340168	4.74E-05	45.5298013245	UP
ENSMUST00000035495	Fanca	-0.5594521634	4.74E-05	13.6949755447	DN
ENSMUST00000085108	Foxn3	-0.5705701542	4.81E-05	31.3512476008	DN
ENSMUST00000074619	Xlr3a	1.270998704	4.83E-05	1.5354090354	UP
ENSMUST00000109350,ENSMUST00000069385,ENSMUST00000017878,ENSMUST00000109349	Dbndd2	0.7625386944	4.89E-05	2.7110509476	UP
ENSMUST00000042410	Cdk6	-0.5661812193	4.94E-05	83.0004060089	DN
ENSMUST00000113768	Mx1	-0.8421501054	4.98E-05	2.1305668016	DN
ENSMUST00000023867	Rfc2	-0.5730819574	4.98E-05	147.1499668215	DN
ENSMUST00000023803	Krt18	0.579693866	5.08E-05	149.3718592965	UP
ENSMUST00000020922	Trib2	0.5966213582	5.27E-05	11.6531585221	UP
ENSMUST00000168185	Tonsl	-0.5402587768	5.42E-05	12.4192776848	DN
ENSMUST00000047923	Sec24d	-0.6131975244	5.49E-05	14.1327595201	DN
ENSMUST00000038107	Cited2	0.543606016	5.52E-05	127.1276054906	UP
ENSMUST00000037014	BC022687	0.9046589178	5.53E-05	2.4267015707	UP
ENSMUST00000047877	Dok3	-0.6691979062	5.59E-05	9.737183647	DN
ENSMUST00000146585,ENSMUST00000090433,ENSMUST00000103026,ENSMUST00000021177	Sec14l1	0.5872388046	5.59E-05	36.6546697859	UP
ENSMUST00000023952	Krt8	0.9246397707	5.63E-05	3.1737193764	UP
ENSMUST00000074204	Slc6a15	0.56742101	5.65E-05	35.4998622969	UP
ENSMUST00000021231	Abcc3	0.7058552785	5.65E-05	2.6745121706	UP
ENSMUST00000055006	Trim16	-0.6526814363	5.81E-05	4.9383033419	DN
ENSMUST00000067925	Hmgb2	-0.5652617162	5.85E-05	60.2400446595	DN
ENSMUST00000004140	Gstm1	0.5464264071	5.87E-05	192.9121306376	UP
ENSMUST00000081035	Mpeg1	-0.6838415717	5.91E-05	19.84425473	DN
ENSMUST00000003360	Car11	0.9377462289	5.95E-05	3.0258560447	UP
ENSMUST00000097843	Cnr2	-0.6630482651	6.08E-05	6.0510627268	DN
ENSMUST00000149357,ENSMUST00000078090	Mllt3	0.5610264913	6.08E-05	64.0232108317	UP
ENSMUST00000100089	Rprm	0.9557500314	6.08E-05	2.525702536	UP
ENSMUST00000039725	Exo1	-0.5603645902	6.11E-05	13.154252413	DN
ENSMUST00000006508	Ggt1	1.0521476761	6.22E-05	1.5007466401	UP
ENSMUST00000097495	Dok6	0.9388464209	6.36E-05	4.1295546559	UP
ENSMUST00000094480	Rin2	0.599881789	6.39E-05	14.43583118	UP
ENSMUST00000048670	Slc35f2	0.5809243205	6.42E-05	17.462890625	UP
ENSMUST00000072156,ENSMUST00000169838	Tiam2	-0.7132548625	6.42E-05	1.3609467456	DN
ENSMUST00000041978,ENSMUST00000169772	Spats2l	0.9740131536	6.58E-05	1.047146402	UP
ENSMUST00000168039	Pdgfd	0.6650836659	6.74E-05	11.8148769575	UP
ENSMUST00000040498	Rnf39	1.32769128	6.74E-05	1.3557558946	UP
ENSMUST00000038038	Slfn2	0.5295369925	6.74E-05	39.2719614922	UP
ENSMUST00000032892	Xylt1	-0.6377538554	6.75E-05	8.3224329627	DN
ENSMUST00000078525	Rnf150	0.5731265506	6.81E-05	8.343149411	UP
ENSMUST00000031131	Uchl1	0.8304766492	7.03E-05	6.4411247803	UP
ENSMUST00000169627	Tenc1	0.6034121383	7.06E-05	24.7712697734	UP
ENSMUST00000018569	Dhx40	0.5760315882	7.09E-05	11.2034538586	UP
ENSMUST00000000642	Hk2	0.5702510942	7.09E-05	26.633897688	UP
ENSMUST00000163812	Prc1	-0.5478599927	7.09E-05	48.6036036036	DN
ENSMUST00000061506	Tmtc2	0.5975812928	7.14E-05	6.5927561837	UP
ENSMUST00000040312	Trib3	0.6108686602	7.14E-05	22.0713238886	UP
ENSMUST00000093191	Ccdc99	-0.5996473269	7.15E-05	10.1881505204	DN
ENSMUST00000044634	Slc25a21	-0.8407113871	7.25E-05	2.5780682643	DN
ENSMUST00000107913	Tpm2	-0.8427378142	7.25E-05	3.303015797	DN
	A630072M18Rik	0.6107108643	7.26E-05	18.6568681827	UP
ENSMUST00000107348	Alpk3	-0.6081066451	7.26E-05	4.1337529504	DN
ENSMUST00000137768	Pde6h	0.9329472204	7.42E-05	9.8555956679	UP
ENSMUST00000069004	Dcbld1	0.8430694816	7.44E-05	2.3855341739	UP
ENSMUST00000070690	Ptafr	0.6568948004	7.55E-05	9.8872387239	UP
