version_soft_cutoff(row.mean>5);upperquartile_norm;estimateGLMRobustDisp						
ensembl_gene_id	external_gene_name	logFC	logCPM	LR	PValue	FDR
ENSMUSG00000024681	Ms4a3	-2.0213490643	2.8939264173	8.5857849121	0.0033879732	0.0417142659
ENSMUSG00000024798	Htr7	-5.3512936587	-1.438788113	13.2711868481	0.0002695165	0.0063488319
ENSMUSG00000024843	Chka	-1.0815397097	5.0253994321	9.385869888	0.0021866427	0.030399009
ENSMUSG00000024924	Vldlr	1.1456987265	6.3783637774	17.719976677	2.55924814798929e-05	0.000976616
ENSMUSG00000024969	Mark2	-0.8849729516	6.0611059146	13.9156670995	0.0001911981	0.004882483
ENSMUSG00000025044	Msr1	-7.0817048184	-0.192379989	27.123565744	1.90857133070332e-07	1.38473812641801e-05
ENSMUSG00000025059	Gk	0.7229433512	5.3755516172	11.4766626489	0.0007047557	0.0132229691
ENSMUSG00000025085	Ablim1	-0.6377976149	6.2733843043	9.0488341033	0.0026286239	0.0348223847
ENSMUSG00000025170	Rab40b	1.2458492098	4.1573524432	17.6583255459	2.64355571641202e-05	0.0010042541
ENSMUSG00000025213	Kazald1	-1.0211774631	4.0642140244	11.8958844725	0.0005625811	0.0112379999
ENSMUSG00000025260	Hsd17b10	0.4028914109	7.678236227	8.2316368938	0.0041166384	0.0482464397
ENSMUSG00000025351	Cd63	0.4242411121	9.1761649411	15.6210818247	7.73869765006372e-05	0.0023487017
ENSMUSG00000025362	Rps26	0.3710939165	7.7976850267	8.7067861265	0.0031702763	0.0399315692
ENSMUSG00000025588	Nat1	1.8276876351	1.9927558274	15.8967355547	6.68939978945155e-05	0.0020902829
ENSMUSG00000025597	Klhl4	1.4742605156	7.4191230104	117.0233911329	2.8370184754604e-27	1.84460758952531e-24
ENSMUSG00000025658	Cnksr2	-8.219141055	-0.3629348538	16.579146429	4.66612855639926e-05	0.0015744691
ENSMUSG00000025666	Tmem47	3.1940623244	3.9593012629	65.4429826979	5.98198607080275e-16	1.55577653118339e-13
ENSMUSG00000025701	Alox5	-1.8315068613	2.2258140836	11.0970398324	0.0008646562	0.0155334897
ENSMUSG00000025746	Il6	6.9558767413	-1.7287183381	12.9512030947	0.000319716	0.0072353391
ENSMUSG00000025810	Nrp1	-2.1357528247	0.6761343158	9.2008821403	0.0024189853	0.0327930604
ENSMUSG00000025875	Tspan17	1.128322431	3.1239866996	14.0653604706	0.0001765658	0.0045850156
ENSMUSG00000025885	Myo5b	6.0560253504	0.6727291076	23.9374715398	9.95157926137612e-07	5.92364251456209e-05
ENSMUSG00000025887	Casp12	1.2750823624	6.6410456649	44.6918848557	2.30611149816e-11	3.71283951203761e-09
ENSMUSG00000025907	Rb1cc1	-0.8837762721	6.6065014384	12.5489479968	0.0003964294	0.0086250184
ENSMUSG00000026011	Ctla4	4.0795637559	0.634127076	13.6367912213	0.0002217962	0.0054896986
ENSMUSG00000026068	Il18rap	1.2403735828	5.5037880378	34.0383089294	5.40376135426625e-09	5.7816826388526e-07
ENSMUSG00000026069	Il1rl1	-7.3156685472	-1.2046028642	10.1377623789	0.0014526239	0.022611977
ENSMUSG00000026070	Il18r1	1.4977612417	2.6928953008	16.7836474712	4.18927617555608e-05	0.0014482559
ENSMUSG00000026072	Il1r1	1.0767108449	5.479923852	21.3949701689	3.73750400703982e-06	0.0001847442
ENSMUSG00000026082	Rev1	-0.8689456347	4.4708492802	8.4393685056	0.0036718373	0.0444963515
ENSMUSG00000026107	Nabp1	0.646448476	5.8715573768	10.0104343483	0.0015565581	0.0236740315
ENSMUSG00000026170	Cyp27a1	-2.7020255698	2.0047521571	20.8816729398	4.88546589428766e-06	0.0002287778
ENSMUSG00000026193	Fn1	-2.136432951	4.0945083973	16.7639791751	4.23292530585621e-05	0.0014603592
ENSMUSG00000026211	Obsl1	-1.3063156368	5.2726252536	16.8893423535	3.96234360040682e-05	0.0013785568
ENSMUSG00000026285	Pdcd1	6.1849999548	-1.1078346515	9.6515435842	0.0018919254	0.0272427587
ENSMUSG00000026315	Serpinb8	1.2968158764	4.3058770986	21.5937036533	3.36956183307978e-06	0.0001685279
ENSMUSG00000026357	Rgs18	0.607006389	9.539431155	30.9045794184	2.71031485525567e-08	2.42422606497868e-06
ENSMUSG00000026358	Rgs1	1.0300225438	6.8726261905	32.3987030051	1.25570256910201e-08	1.21300868175254e-06
ENSMUSG00000026383	Epb41l5	1.0178803401	5.3349171981	17.9809147523	2.23130894482542e-05	0.0008751805
ENSMUSG00000026399	Cd55	0.6309854634	5.6293019864	11.1982780389	0.0008187327	0.0148984681
ENSMUSG00000026450	Chit1	-8.3864980364	-0.4734197333	11.0371508429	0.00089304	0.0158747024
ENSMUSG00000026482	Rgl1	-1.7087825908	4.2471996011	27.8145277837	1.33519734759901e-07	9.98739431909787e-06
ENSMUSG00000026489	Coq8a	0.5415663913	8.5310432823	16.1307122082	5.91175382967765e-05	0.0018927689
ENSMUSG00000026499	Acbd3	-0.802341318	5.9421464784	11.4812389415	0.0007030225	0.0132051058
ENSMUSG00000026547	Tagln2	0.3558114089	9.8696284877	11.2906748691	0.0007789736	0.0142980985
ENSMUSG00000026548	Slamf9	4.1150161079	-0.6338679384	10.2679499381	0.0013536113	0.0215063763
ENSMUSG00000026566	Mpzl1	0.609286914	6.7727935466	16.404376636	5.11669500645723e-05	0.0016927149
ENSMUSG00000026580	Selp	4.0901712015	7.2658077816	384.2133183945	1.50545834225463e-85	1.27248866379072e-81
ENSMUSG00000026600	Soat1	0.4627331471	6.3934254502	8.2313365527	0.0041173197	0.0482464397
ENSMUSG00000026640	Plxna2	-1.9204798857	1.8418211051	10.1194532085	0.0014671252	0.0227747945
ENSMUSG00000026667	Uhmk1	-0.8483491575	6.4304329404	12.6725536826	0.0003710624	0.0081171493
ENSMUSG00000026670	Uap1	-0.440908684	6.5245798844	8.4270134839	0.0036968704	0.0447035727
ENSMUSG00000026700	Tnfsf4	1.1317772571	4.5359819874	18.0851196015	2.11245902458726e-05	0.0008382892
ENSMUSG00000026748	Plxdc2	-1.4496055349	6.325208757	48.1171312073	4.0150322238522e-12	6.78741197442215e-10
ENSMUSG00000026820	Ptges2	-1.2070617864	4.6234173397	13.4808618993	0.0002410091	0.0058403595
ENSMUSG00000026826	Nr4a2	1.3099269652	2.0825150245	8.2734925707	0.0040228048	0.0475230711
ENSMUSG00000026832	Cytip	0.8267959627	7.2854823259	33.5133817088	7.07753711233467e-09	7.20757619783239e-07
ENSMUSG00000026835	Fcnb	-6.5341825812	3.5500840926	13.8951632567	0.0001932953	0.0049211692
ENSMUSG00000026880	Stom	0.618559649	6.709381029	15.3149324923	9.09943772617946e-05	0.0026987017
ENSMUSG00000026923	Notch1	-0.9356203363	5.029869035	12.8286328043	0.0003413551	0.0076129391
ENSMUSG00000026938	Fcna	-1.2495928319	3.3625122199	10.0732615572	0.0015043649	0.0230773951
ENSMUSG00000027009	Itga4	-0.4429622368	7.0181763548	10.3304539795	0.0013085302	0.0209476349
ENSMUSG00000027068	Dhrs9	-8.803682954	-0.0773652293	22.6786901824	1.91479667511514e-06	0.0001039788
ENSMUSG00000027130	Slc12a6	-0.4949061526	6.2686965543	9.3498661674	0.0022300175	0.0308750584
ENSMUSG00000027187	Cat	-0.4497615153	8.1132734847	11.3315269614	0.0007620222	0.014063302
ENSMUSG00000027201	Myef2	-1.0647495819	2.5356391751	9.1436959795	0.0024957645	0.0335729723
ENSMUSG00000027210	Meis2	2.0160028969	1.261335452	13.2177718586	0.0002773071	0.0064577326
ENSMUSG00000027219	Slc28a2	-0.6448263465	5.6866743808	10.0125945749	0.0015547334	0.0236740315
ENSMUSG00000027227	Sord	0.4172493076	8.6448533849	13.7414228647	0.0002097765	0.005238216
ENSMUSG00000027261	Hao1	8.0902652399	0.2205091088	31.0232753562	2.54952651544012e-08	2.31719063137179e-06
ENSMUSG00000027284	Cdan1	-1.5230787822	3.9542033311	15.4122031095	8.64283525683029e-05	0.0025813981
ENSMUSG00000027315	Spint1	3.664847994	3.0230593938	42.0883527831	8.72412601228506e-11	1.32866081295206e-08
ENSMUSG00000027322	Siglec1	-3.0594742884	1.1812147072	8.7469005595	0.0031012871	0.0393302764
ENSMUSG00000027367	Stard7	-0.8528592744	7.4588302132	13.06374148	0.0003010674	0.0069057597
ENSMUSG00000027376	Prom2	2.6490545123	4.672396179	86.0600304479	1.74555507845242e-20	6.27842736196556e-18
ENSMUSG00000027412	Lpin3	4.4876467552	0.1385519089	9.3931798938	0.0021779412	0.030302959
ENSMUSG00000027427	Polr3f	-0.6262606219	5.5309515913	10.2421449609	0.0013726788	0.021731495
ENSMUSG00000027478	Dnmt3b	-0.7559176256	5.4585899525	12.3094985779	0.000450659	0.0094685259
ENSMUSG00000027611	Procr	0.5932819609	6.8907641852	12.3085745108	0.0004508822	0.0094685259
ENSMUSG00000027646	Src	-1.3589734091	2.1235769659	12.4802062744	0.0004112868	0.0088796973
ENSMUSG00000027677	Ttc14	-0.8273317467	5.3069317821	10.2374242437	0.0013761962	0.0217629537
ENSMUSG00000027712	Anxa5	0.476501267	8.9583262074	17.9425308068	2.27676111347142e-05	0.0008888833
ENSMUSG00000027770	Dhx36	-0.7483050189	6.0034324173	10.3991277517	0.0012607485	0.020309417
ENSMUSG00000027790	Sis	4.7776340603	2.472148723	57.2676717579	3.80356122327167e-14	8.13913955435539e-12
ENSMUSG00000027800	Tm4sf1	4.2294468274	4.8126576669	128.001311555	1.12168823423024e-29	9.98007347350644e-27
ENSMUSG00000027803	Wwtr1	3.9106670363	5.5093881546	198.0562392609	5.54643743071128e-45	9.37625247661742e-42
ENSMUSG00000027878	Notch2	-1.0320771151	7.0029072085	36.6708643872	1.39854118764454e-09	1.67623398809832e-07
ENSMUSG00000027954	Efna1	1.4519566789	5.2210085562	49.5473869727	1.93637598502913e-12	3.34024857417526e-10
ENSMUSG00000027966	Col11a1	7.2313169989	-0.7802999114	12.6701862572	0.0003715325	0.0081171493
ENSMUSG00000027993	Trim2	2.0756388882	2.1217359427	16.010183067	6.30027030095308e-05	0.0019982377
ENSMUSG00000028015	Ctso	0.5002316113	7.6922263109	8.9762599407	0.0027350992	0.0357870366
ENSMUSG00000028019	Pdgfc	-1.6308138656	3.2014823727	11.4198238842	0.0007266458	0.0135734229
ENSMUSG00000028035	Dnajb4	0.5266219467	6.35345599	10.0902239606	0.0014905799	0.0229624856
ENSMUSG00000028053	Ash1l	-0.8148816236	6.0311896617	14.3892988786	0.0001486446	0.0039880252
ENSMUSG00000028060	Khdc4	0.5551095826	6.4682745934	12.4077473836	0.0004275563	0.0091260598
ENSMUSG00000028078	Dclk2	-1.1674861383	2.8900285333	9.4671453456	0.0020918465	0.0293953984
ENSMUSG00000028125	Abca4	2.5110186125	4.8951586565	76.4602954288	2.24685278548615e-18	7.03389747011915e-16
ENSMUSG00000028150	Rorc	2.0069121089	4.0641927177	51.7799886362	6.20813320146432e-13	1.14074447576907e-10
ENSMUSG00000028152	Tspan5	-1.0576630449	4.0574242754	8.6105639733	0.003342188	0.0414097242
ENSMUSG00000028159	Dapp1	0.366043074	9.778568741	10.0711880666	0.0015060589	0.0230824344
ENSMUSG00000028161	Ppp3ca	-0.8933557664	6.1515314991	15.051757575	0.0001046028	0.0030331225
ENSMUSG00000028214	Gem	0.9239820739	5.7216419574	17.9813193996	2.23083467171608e-05	0.0008751805
ENSMUSG00000028226	Mmp16	-2.4977251878	2.2430334849	30.9689012641	2.62196141504497e-08	2.37028116156873e-06
ENSMUSG00000028238	Atp6v0d2	7.6623763632	-0.4736972663	22.7921187738	1.80504413790447e-06	9.87516865737056e-05
ENSMUSG00000028245	Nsmaf	-0.8165714143	6.7459986347	10.9435459114	0.0009393023	0.0164718941
ENSMUSG00000028249	Sdcbp	0.595843314	10.9879218387	37.7000245894	8.25035211343507e-10	1.06628739336558e-07
ENSMUSG00000028278	Rragd	5.8785541412	1.3402286434	32.9748627609	9.33581689395328e-09	9.22935582410995e-07
ENSMUSG00000028333	Anp32b	-0.7519671751	7.39222974	11.8942884159	0.0005630633	0.0112379999
ENSMUSG00000028337	Coro2a	-0.7366661287	6.6603038522	14.8901328957	0.0001139575	0.0032431842
ENSMUSG00000028385	Snx30	-0.7903051261	5.3688980392	15.0033584096	0.00010732	0.0030854504
ENSMUSG00000028416	Bag1	-1.1499925318	6.1625853458	10.6249887926	0.0011156964	0.018637202
ENSMUSG00000028434	Epb41l4b	-1.086885604	5.1918267077	30.4516532904	3.42291487104941e-08	2.98269978840671e-06
ENSMUSG00000028445	Enho	-1.9517282877	2.2466394271	13.3403162882	0.0002597605	0.0061848617
ENSMUSG00000028459	Cd72	0.5859866735	5.2721434487	9.6951487565	0.0018475513	0.026763371
ENSMUSG00000028480	Glipr2	-0.6280623533	6.8614550663	14.8212995419	0.000118193	0.0033226388
ENSMUSG00000028484	Psip1	-1.0342593492	6.1041491533	12.1321854844	0.0004955901	0.0101674152
ENSMUSG00000028497	Hacd4	0.5836531304	8.2007927908	20.8823547309	4.88372727896769e-06	0.0002287778
ENSMUSG00000028545	Bend5	-0.8016593834	3.7455626272	8.7820800554	0.0030420412	0.0387839771
ENSMUSG00000028551	Cdkn2c	0.8624940283	4.9099942238	11.3110649588	0.0007704657	0.0141573071
ENSMUSG00000028557	Rnf11	-1.0009818045	5.749229535	9.0906913833	0.0025691373	0.0342247963
ENSMUSG00000028560	Usp1	-1.0268411688	6.5435580338	11.3133991976	0.0007694977	0.0141549065
ENSMUSG00000028573	Fggy	0.6304390601	5.3419164932	9.2954151179	0.0022972808	0.0316527149
ENSMUSG00000028602	Tnfrsf8	7.1256411027	-1.6856039996	12.2208991763	0.0004725715	0.0098659598
ENSMUSG00000028617	Lrrc42	0.62905463	5.2929229372	8.7199844091	0.0031474073	0.0397957524
ENSMUSG00000028639	Ybx1	-0.7886162656	7.3157506538	10.2490957518	0.0013675162	0.0216865487
ENSMUSG00000028646	Rragc	-0.66599638	7.0650742719	9.500554674	0.0020540979	0.0289808302
ENSMUSG00000028676	Srsf10	0.3634819147	7.6042190666	8.1965674711	0.0041969718	0.0489984864
ENSMUSG00000028691	Prdx1	0.3749101837	9.56330618	11.4605576722	0.0007108896	0.0133085153
ENSMUSG00000028700	Pomgnt1	-0.847494817	5.6063103073	11.838226795	0.0005802706	0.0114596658
ENSMUSG00000028716	Pdzk1ip1	0.3851796457	8.0183382567	8.9740439938	0.0027384182	0.0357970157
ENSMUSG00000028756	Pink1	-1.0982052118	7.4463312855	20.6130425946	5.62118559168056e-06	0.0002603456
ENSMUSG00000028826	Maco1	-0.6536878461	5.8586260355	14.2130411272	0.0001632353	0.0043184551
ENSMUSG00000028841	Cnksr1	2.805701956	0.9197959621	11.0567179506	0.0008836643	0.0157577476
ENSMUSG00000028859	Csf3r	0.5979349644	7.0373875961	11.4828808636	0.0007024017	0.0132051058
ENSMUSG00000028909	Ptpru	1.3048927366	2.197229148	9.0324156346	0.0026523376	0.0349475967
ENSMUSG00000028957	Per3	-0.9596472125	4.015861022	10.8486742095	0.0009886652	0.0169851468
ENSMUSG00000028970	Abcb1b	0.8177557232	6.3415823888	20.0832706738	7.41423881388204e-06	0.0003281092
ENSMUSG00000028980	H6pd	-0.915842701	5.8167898352	11.5349059172	0.0006830153	0.0129154075
ENSMUSG00000029030	Tprgl	-1.0240193241	7.1002285236	11.1486184578	0.0008409428	0.0152207042
ENSMUSG00000029032	Arhgef16	1.5142823756	2.1938226906	12.8865052509	0.0003309599	0.0074499018
ENSMUSG00000029053	Prkcz	3.9060280368	1.2291998951	35.9855428791	1.98786977011036e-09	2.30170811395313e-07
ENSMUSG00000029084	Cd38	1.9330915802	6.3779461008	79.9340103467	3.87125317926556e-19	1.25852951914393e-16
ENSMUSG00000029122	Evc	1.1685953841	3.651261241	13.0335830644	0.0003059546	0.0069799769
ENSMUSG00000029135	Fosl2	0.8928423913	3.6627768048	8.3312005329	0.0038969896	0.0464588215
ENSMUSG00000029207	Apbb2	1.0607761782	4.2962422359	15.1042123676	0.000101736	0.0029620387
ENSMUSG00000029209	Gnpda2	0.4558092068	7.173900974	10.782630696	0.0010245696	0.0174424469
ENSMUSG00000029211	Gabra4	5.279824715	2.3070133522	27.7977144172	1.34685130538353e-07	1.00301856024267e-05
ENSMUSG00000029223	Uchl1	1.1164652242	2.4302988707	8.2910687159	0.0039840535	0.0472238302
ENSMUSG00000029245	Epha5	-5.120844167	-1.1924238106	8.5929946546	0.0033745861	0.041640422
ENSMUSG00000029263	Pigg	0.6408540533	5.7126752809	9.4949729215	0.0020603562	0.029001101
ENSMUSG00000029265	Dr1	0.5587540854	7.50819933	15.9724943565	6.42695120624552e-05	0.0020257961
ENSMUSG00000029304	Spp1	1.0160696159	3.2942742773	10.013348906	0.0015540967	0.0236740315
ENSMUSG00000029319	Coq2	-1.2080816954	4.8020459778	12.1983088411	0.0004783286	0.0099583063
ENSMUSG00000029322	Plac8	-2.2111738321	5.4438440232	93.4748537674	4.11394158235215e-22	1.98703378427609e-19
ENSMUSG00000029338	Antxr2	-0.7176780236	6.2489979982	11.7134465262	0.0006205009	0.0120155413
ENSMUSG00000029371	Cxcl5	8.4968354057	-0.5472649461	12.8634041824	0.0003350705	0.0074925489
ENSMUSG00000029442	Wdr66	3.9128874759	0.1461040454	15.8845430698	6.73263363711015e-05	0.002094185
ENSMUSG00000029501	Ankle2	-0.9192109842	6.9121605669	16.5651778046	4.70062512015419e-05	0.0015829496
ENSMUSG00000029504	Ddx51	-0.5511704277	5.4932881271	8.705610451	0.0031723216	0.0399315692
ENSMUSG00000029570	Lfng	-1.0778025345	5.6989856502	17.8286294634	2.41718753207846e-05	0.0009308099
ENSMUSG00000029578	Wipi2	-0.5337067266	7.2493146659	9.4365133054	0.002127075	0.0297913859
ENSMUSG00000029581	Fscn1	-1.8480647765	4.4367297829	55.9561975787	7.41037648005341e-14	1.54657301722596e-11
ENSMUSG00000029594	Rbm19	1.4558267102	4.8141383347	42.1138156226	8.61126626864276e-11	1.32339505701278e-08
ENSMUSG00000029596	Sdsl	0.7051500829	7.1877206498	26.3377325468	2.86633705120124e-07	1.9858781905966e-05
ENSMUSG00000029640	Usp12	-0.9722078977	4.5681616504	9.3041278366	0.0022863812	0.0315520612
ENSMUSG00000029641	Rasl11a	2.0141883495	2.5418652089	23.2894627636	1.39361420900258e-06	7.98611803497919e-05
ENSMUSG00000029669	Tspan12	1.6348491026	1.933873111	12.7660884328	0.0003529602	0.0077806296
ENSMUSG00000029672	Fam3c	-0.4917714495	6.339350113	9.8574056955	0.0016914946	0.0251935832
ENSMUSG00000029710	Ephb4	-1.7799599296	4.2658582011	21.3387068502	3.84881319187109e-06	0.0001885918
ENSMUSG00000029780	Nt5c3	0.6006711576	8.8952504935	26.4051888564	2.76795908157958e-07	1.92561104008653e-05
ENSMUSG00000029797	Sspo	-4.7328915179	-0.1224244848	13.8219751628	0.0002009719	0.0050864678
ENSMUSG00000029816	Gpnmb	7.6613391152	-1.0473618891	18.7186089403	1.51496788357962e-05	0.0006277091
ENSMUSG00000029817	Tra2a	0.6682857295	5.3340118913	9.1395752705	0.0025013916	0.0335804154
ENSMUSG00000029860	Zyx	-0.3311953786	9.0335306721	10.2662179567	0.0013548826	0.0215063763
ENSMUSG00000029919	Hpgds	1.7357599632	4.4484697605	45.1538711032	1.82145301757877e-11	2.9894818701135e-09
ENSMUSG00000030022	Adamts9	7.572337605	-0.6208162733	20.3255106751	6.53238009939764e-06	0.0002960587
ENSMUSG00000030048	Gkn3	1.6858342005	1.7305211517	11.6975290318	0.0006258315	0.012063491
ENSMUSG00000030054	Gp9	0.722772506	5.5274717669	11.7290575981	0.0006153174	0.0119415433
ENSMUSG00000030062	Rpn1	0.3634265523	8.933169295	8.2999925043	0.0039645242	0.0471309999
ENSMUSG00000030067	Foxp1	-0.4643175414	6.7429676709	10.9918639336	0.0009151273	0.0161822457
ENSMUSG00000030088	Aldh1l1	0.6587514069	6.1632771594	16.0847449941	6.05699947848325e-05	0.0019246913
ENSMUSG00000030103	Bhlhe40	1.0998280089	4.6642900447	21.7276706894	3.14226015243527e-06	0.0001599997
ENSMUSG00000030117	Gdf3	-0.9120925871	5.1116880028	17.233836253	3.30497341837894e-05	0.0011862118
ENSMUSG00000030123	Plxnd1	-1.5528923277	2.2344736951	12.1833932106	0.0004821685	0.0100259031
ENSMUSG00000030137	Tuba8	0.8019092834	4.6723386887	8.5781378938	0.0034022313	0.04185933
ENSMUSG00000030142	Clec4e	0.7588043977	5.3098483846	8.9986706886	0.0027017606	0.0354056296
ENSMUSG00000030156	Cd69	-1.6477294176	3.6248783238	25.762938035	3.86030507036397e-07	2.58962131803583e-05
ENSMUSG00000030187	Klra2	-7.3508272318	-1.1494557291	10.6186982202	0.0011194983	0.0186822497
ENSMUSG00000030199	Etv6	-0.3509155521	8.6817513605	10.3498856831	0.001294827	0.0207676006
ENSMUSG00000030217	Art4	0.7081101496	7.6774925626	24.4011008464	7.82239816489662e-07	4.77392205695225e-05
ENSMUSG00000030219	Erp27	1.3473389105	4.3305261451	31.6924206971	1.80625742482803e-08	1.71543717790549e-06
ENSMUSG00000030255	Sspn	2.1509855305	2.1411164072	20.3796612607	6.35011219512113e-06	0.0002893495
ENSMUSG00000030272	Camk1	0.5754937224	6.9376798147	13.3015832436	0.0002651821	0.006287382
ENSMUSG00000030275	Etnk1	-0.7774139464	7.4395963825	10.6027938656	0.0011291691	0.0187879951
ENSMUSG00000030281	Il17rc	1.8323899396	2.3914956985	16.7384269504	4.29031601516584e-05	0.0014771444
ENSMUSG00000030282	Cmas	-0.9098017193	6.980331424	9.0819205414	0.002581488	0.0343622482
ENSMUSG00000030303	Far2	1.826989274	3.2433582553	22.8814750538	1.72304494061862e-06	9.48797222187551e-05
ENSMUSG00000030313	Dennd5b	0.9304632933	3.8361812636	8.9329855796	0.0028006618	0.0363913812
ENSMUSG00000030325	Klrb1c	2.1172646041	4.4433164666	49.9656740551	1.56459246299546e-12	2.78415111441455e-10
ENSMUSG00000030342	Cd9	0.7537027878	8.0678885232	33.8134255942	6.06588062689858e-09	6.36917465824351e-07
ENSMUSG00000030474	Siglece	-3.1168728332	0.6074539024	15.0426923438	0.0001051064	0.0030425069
ENSMUSG00000030525	Chrna7	4.189301161	0.3128292122	10.6116133801	0.0011237959	0.0187354731
ENSMUSG00000030554	Synm	2.021517699	2.0345828859	10.563424587	0.001153473	0.0189868168
ENSMUSG00000030555	Ttc23	1.5976414477	2.2137762129	12.4228338332	0.0004241162	0.0090763104
ENSMUSG00000030560	Ctsc	0.40719609	8.3708337499	11.8052936156	0.0005906255	0.0116369737
ENSMUSG00000030579	Tyrobp	-1.5012174513	4.1250137123	18.7257758327	1.50928471635924e-05	0.0006268909
ENSMUSG00000030655	Smg1	-0.972586522	4.3201950942	13.7953530736	0.0002038398	0.0051489812
ENSMUSG00000030717	Nupr1	2.7460077953	5.1183305199	130.1520889984	3.79552998635748e-30	3.77431967172784e-27
ENSMUSG00000030724	Cd19	-4.0402891988	-0.2528657251	9.4993138832	0.0020554875	0.0289808302
ENSMUSG00000030731	Syt3	1.2416733921	3.1157326922	13.7169622436	0.0002125263	0.0052912484
ENSMUSG00000030739	Myh14	7.9807940177	2.331496022	90.7066723365	1.66630389318983e-21	6.70687317008905e-19
ENSMUSG00000030757	Zkscan2	2.7838947565	0.6998710379	15.2111102471	9.61361517700977e-05	0.0028313269
ENSMUSG00000030798	Cd37	-0.6863547859	5.6878060285	8.2577550862	0.0040578276	0.0477698998
ENSMUSG00000030872	Gga2	-0.8362737583	6.2209061268	26.5392690758	2.58235143751959e-07	1.81894379380286e-05
ENSMUSG00000031016	Wee1	-0.8232716906	7.1382825765	18.5965017658	1.61516667248661e-05	0.0006599239
ENSMUSG00000031029	Eif3f	-0.705870723	7.2780838489	10.7629648337	0.0010355137	0.017581161
ENSMUSG00000031097	Tnni2	-2.534770483	0.908967431	17.5490508398	2.79990512259251e-05	0.0010410848
ENSMUSG00000031103	Elf4	-0.4631528114	7.0231699535	8.4766387824	0.0035973616	0.0438392255
ENSMUSG00000031154	Otud5	-0.9249429064	5.4718161975	8.5408526614	0.0034726292	0.0426014491
ENSMUSG00000031278	Acsl4	0.4266947848	6.526589292	8.4311482217	0.0036884736	0.0446339627
ENSMUSG00000031298	Adgrg2	2.9691421071	4.3338287139	128.7417961649	7.72403437475805e-30	7.25415561696027e-27
ENSMUSG00000031309	Rps6ka3	0.6621940723	6.7882413866	14.4621432773	0.0001430049	0.0038679963
ENSMUSG00000031355	Arhgap6	0.6106560092	6.5790115806	12.4220983474	0.0004242832	0.0090763104
ENSMUSG00000031373	Car5b	1.064638236	3.4685624734	9.9183400304	0.001636399	0.0245459853
ENSMUSG00000031375	Bgn	0.6982494827	5.8845243422	15.4436913895	8.50002023951206e-05	0.0025522707
ENSMUSG00000031392	Irak1	-0.5870246157	7.5651779619	8.4167929358	0.0037177099	0.044891347
ENSMUSG00000031447	Lamp1	-1.2396273534	6.0598912159	11.5428467157	0.0006801042	0.0128890513
ENSMUSG00000031502	Col4a1	-0.7258544221	6.4033213621	16.9708224038	3.79587012858194e-05	0.001336858
ENSMUSG00000031503	Col4a2	-1.2215729601	6.8394191678	35.6125371208	2.40733214165022e-09	2.73127180232195e-07
ENSMUSG00000031506	Ptpn7	-0.4933757025	6.9740338003	8.6205998317	0.0033238237	0.041224681
ENSMUSG00000031529	Tnks	-0.5786910125	5.096491652	8.1913398136	0.0042090827	0.0490720986
ENSMUSG00000031548	Sfrp1	1.2311262629	3.1621511098	8.4948355241	0.0035615597	0.0435030108
ENSMUSG00000031555	Adam9	0.6871714663	5.323046553	8.7645108076	0.0030714845	0.0390989798
ENSMUSG00000031563	Wwc2	-0.8748818296	4.959267224	8.2491421272	0.0040771265	0.0479193995
ENSMUSG00000031584	Gsr	-0.8719424698	6.406534427	8.7479843877	0.0030994444	0.0393302764
ENSMUSG00000031639	Tlr3	1.0580874675	2.6473333046	8.2788677703	0.0040109132	0.0474489064
ENSMUSG00000031642	Sh3rf1	0.8699734387	3.3668094988	9.0411075395	0.0026397567	0.034863349
ENSMUSG00000031647	Mfap3l	1.6052371626	2.0535171931	9.820839681	0.0017254555	0.0256316566
ENSMUSG00000031659	Adcy7	-0.4154791445	7.1896340805	9.4237802582	0.0021418952	0.0299493284
ENSMUSG00000031712	Il15	-0.7085967249	5.3895903411	10.9618924327	0.0009300479	0.0163435125
ENSMUSG00000031722	Hp	-1.9759341888	4.6922100433	9.9729226657	0.0015885912	0.0239777991
ENSMUSG00000031740	Mmp2	-1.5871926163	4.350022918	16.6835534799	4.41622055244384e-05	0.0015082062
ENSMUSG00000031751	Amfr	-0.8413735614	6.3308876151	10.9251756317	0.0009486621	0.0165672858
ENSMUSG00000031760	Mt3	3.5646263212	-1.4093182163	8.2621818387	0.0040479449	0.0476867656
ENSMUSG00000031762	Mt2	5.5227122555	1.4866095555	57.0268049003	4.29912118729587e-14	9.08458045890458e-12
ENSMUSG00000031765	Mt1	3.7129013675	5.9939357725	250.7873529843	1.74900353883496e-56	4.9278174706675e-53
ENSMUSG00000031778	Cx3cl1	-1.5129008773	4.6636905832	29.328808483	6.10808376697376e-08	5.11174040003423e-06
ENSMUSG00000031823	Zdhhc7	-1.1781639425	5.2404236792	13.982755101	0.0001844951	0.004754404
ENSMUSG00000031824	6430548M08Rik	-2.1478435167	1.2314825143	10.8813289363	0.0009713852	0.0167563952
ENSMUSG00000031870	Pgr	2.0081761312	3.6257626526	33.2056630795	8.29087234803126e-09	8.29332526884429e-07
ENSMUSG00000031877	Ces2g	1.001962104	5.808876839	28.1032335439	1.15013534992259e-07	8.95992538730015e-06
