version_soft_cutoff(row.mean>5);upperquartile_norm;estimateGLMRobustDisp						
ensembl_gene_id	external_gene_name	logFC	logCPM	LR	PValue	FDR
ENSMUSG00000028896	Rcc1	-0.3684775742	6.1057497052	7.7956085442	0.0052373368	0.0385407633
ENSMUSG00000028909	Ptpru	1.2415085531	3.2214955186	37.5115045797	9.08753808324104e-10	5.44401110628539e-08
ENSMUSG00000028910	Mecr	-0.4622967369	4.5848899581	7.4231600754	0.0064389632	0.0451106696
ENSMUSG00000028938	Galntl5	-3.8993019867	-3.5510246697	19.6469871264	9.31500722307737e-06	0.0002173135
ENSMUSG00000028952	Zbtb48	-0.5919455361	4.2209723933	9.8373737648	0.0017100146	0.0166675595
ENSMUSG00000028970	Abcb1b	0.5267033356	6.3370742644	15.5426220824	8.06658375523475e-05	0.0014059952
ENSMUSG00000028978	Nos3	-1.5373266949	-2.3491247699	12.3046892597	0.0004518217	0.0057660299
ENSMUSG00000029053	Prkcz	1.8705660375	2.0318031982	56.2669902763	6.32687469062218e-14	6.91377974986281e-12
ENSMUSG00000029054	Gabrd	1.0706278577	-0.0996504626	9.9261989425	0.0016294268	0.0160779722
ENSMUSG00000029084	Cd38	2.0358914966	4.7026939624	103.733479317	2.31446985273986e-24	6.29130767721013e-22
ENSMUSG00000029086	Prom1	0.8026923042	1.2267606104	8.1192255737	0.0043798264	0.0337708871
ENSMUSG00000029096	Htra3	0.7768159122	1.7191385724	8.8856921409	0.0028741407	0.0247039773
ENSMUSG00000029122	Evc	0.8033431052	5.0179844188	23.6598839673	1.14953973420281e-06	3.4150124398872e-05
ENSMUSG00000029123	Stk32b	2.8353736882	-3.3105650542	20.9663999218	4.67409358590348e-06	0.0001191592
ENSMUSG00000029134	Plb1	-4.0234403829	-3.4605942508	21.934768342	2.82076815790215e-06	7.63006247637561e-05
ENSMUSG00000029135	Fosl2	1.0179619039	5.4377759164	36.911547434	1.23611668190342e-09	7.22596595824512e-08
ENSMUSG00000029153	Ociad2	0.5481759808	4.7302573068	10.3375128069	0.0013035354	0.0134026862
ENSMUSG00000029177	Cenpa	-0.4650975289	5.6856290056	11.1508488382	0.0008399323	0.0096081894
ENSMUSG00000029189	Sel1l3	1.6792795984	2.545421636	54.8332135026	1.31204632399912e-13	1.39861565498455e-11
ENSMUSG00000029207	Apbb2	0.9149544733	3.436180062	23.5041082506	1.2464732186168e-06	3.6728735246668e-05
ENSMUSG00000029209	Gnpda2	0.5383137447	5.0872409313	10.378350883	0.0012750153	0.0132030868
ENSMUSG00000029211	Gabra4	4.8422367099	2.0103288505	223.6321555618	1.45930681313484e-50	1.6702150504437e-47
ENSMUSG00000029212	Gabrb1	3.3771179289	-0.401088406	64.1296539513	1.16494854203171e-15	1.56376364166799e-13
ENSMUSG00000029223	Uchl1	0.7375095757	1.9801293251	8.1329640961	0.0043467628	0.0335789354
ENSMUSG00000029265	Dr1	0.7746406546	6.9445998453	17.4925712409	2.88432505682685e-05	0.0005840087
ENSMUSG00000029270	Dipk1a	0.5321733047	4.9600550184	10.3624068287	0.0012860742	0.0132984774
ENSMUSG00000029298	Gbp9	0.423064396	5.0217803155	8.1911858671	0.0042094399	0.0328652201
ENSMUSG00000029304	Spp1	-1.1056290086	2.5101950347	24.8623425722	6.15735419955711e-07	2.00146224848384e-05
ENSMUSG00000029306	Ibsp	-1.685373754	1.5042998883	32.1645025576	1.41655345432921e-08	6.54061624131522e-07
ENSMUSG00000029309	Sparcl1	-2.7352235202	-2.9836836878	21.0665566243	4.43603171255937e-06	0.0001140259
ENSMUSG00000029314	Gpat3	1.0631443367	0.0756013076	10.2675254995	0.0013539227	0.0137774467
ENSMUSG00000029335	Bmp3	-6.4660442082	-3.505111168	27.5493347416	1.53138033031976e-07	5.75153655667245e-06
ENSMUSG00000029338	Antxr2	-0.658171421	5.0444941325	14.5003661018	0.0001401323	0.0022221067
ENSMUSG00000029348	Asphd2	1.9060036794	-2.2771464881	19.8759979495	8.26312846470471e-06	0.0001957407
ENSMUSG00000029359	Tesc	-1.1130630294	-1.7471095119	8.1998463301	0.0041893938	0.0327707041
ENSMUSG00000029371	Cxcl5	1.3794437453	-1.0476080421	8.5122322641	0.0035276705	0.0287960673
ENSMUSG00000029372	Ppbp	-0.8314362786	3.1900265838	18.0283021864	2.17645072041393e-05	0.0004590601
ENSMUSG00000029403	Cdkl2	1.5430838394	0.7486318163	24.7632337519	6.48222025293912e-07	2.08768161780149e-05
ENSMUSG00000029404	Arl6ip4	-0.4386154983	5.5127842046	8.3081977097	0.0039466535	0.0313454808
ENSMUSG00000029405	G3bp2	0.5482848231	6.734487089	9.7692765314	0.0017745227	0.0171415297
ENSMUSG00000029406	Pitpnm2	-0.5013221574	6.362582541	7.8074884459	0.0052030167	0.0383436355
ENSMUSG00000029413	Naaa	0.6990766305	3.5227353015	9.2140985476	0.0024015843	0.0216162472
ENSMUSG00000029414	Kntc1	-0.6902682311	6.0193078753	20.4138264639	6.23774932225511e-06	0.0001541433
ENSMUSG00000029428	Stx2	-0.4523413223	5.132915039	7.6112774413	0.0058004377	0.0415605664
ENSMUSG00000029442	Wdr66	1.5385796416	0.4074015307	17.4650022392	2.92645675970152e-05	0.000591153
ENSMUSG00000029475	Kdm2b	-0.4191471981	6.4011332683	8.4130712501	0.003725328	0.0299154291
ENSMUSG00000029510	Gpc2	-1.2886125277	0.0169920532	12.8609670812	0.0003355072	0.0045260166
ENSMUSG00000029516	Cit	-0.9432136861	5.8118765468	17.9461913689	2.27238664386221e-05	0.0004765219
ENSMUSG00000029530	Ccr9	1.7243781048	0.3863286652	26.9637563587	2.07306446272091e-07	7.58937033776581e-06
ENSMUSG00000029544	Cabp1	-1.4968493939	-3.0466063662	8.0234072028	0.0046176617	0.0350482691
ENSMUSG00000029554	Mad1l1	-0.5054233733	5.3966156616	8.976026783	0.0027354482	0.023756013
ENSMUSG00000029556	Hnf1a	-2.3831574785	-3.48754506	9.616939164	0.0019279078	0.018257443
ENSMUSG00000029571	Tmem106b	0.4601534904	6.8720719714	8.0164588366	0.0046354119	0.0350980733
ENSMUSG00000029581	Fscn1	-0.4858061299	4.1406331854	8.2431312564	0.0040906502	0.0321602602
ENSMUSG00000029591	Ung	-0.4974035654	5.0724532144	10.9417179618	0.0009402295	0.0104637822
ENSMUSG00000029597	Sds	-1.3927238483	-1.4997297413	11.8248212119	0.0005844633	0.007144316
ENSMUSG00000029603	Dtx1	7.0286901137	-3.7159363281	28.4286931065	9.7213779683544e-08	3.78177254561422e-06
ENSMUSG00000029629	Phf14	-0.394741555	6.3440968105	7.5177974542	0.0061092334	0.043274068
ENSMUSG00000029641	Rasl11a	1.779615126	1.832886231	44.2513180539	2.88809867249824e-11	2.21924359477551e-09
ENSMUSG00000029657	Hsph1	-0.3980527597	6.437144753	7.8451085257	0.0050958399	0.0377947253
ENSMUSG00000029661	Col1a2	-0.8599294288	4.7093202063	31.1947473266	2.33396755160558e-08	1.04648367788072e-06
ENSMUSG00000029669	Tspan12	1.550377909	1.1228922233	26.9919067324	2.04309127802545e-07	7.4922534455213e-06
ENSMUSG00000029687	Ezh2	-0.6052331368	6.5630452633	15.7130705769	7.37130363300466e-05	0.0012968962
ENSMUSG00000029695	Aass	2.1512790155	-0.7673294087	29.915224255	4.51354873383957e-08	1.88753136088606e-06
ENSMUSG00000029703	Lrwd1	-0.4131098961	6.3814051914	9.1981542502	0.0024225928	0.0217782978
ENSMUSG00000029705	Cux1	-0.5505776581	8.02979368	9.0155605098	0.0026769079	0.0233783286
ENSMUSG00000029710	Ephb4	-0.4477586892	4.0016388219	7.3247432838	0.0068011678	0.0470563777
ENSMUSG00000029730	Mcm7	-0.4719067505	8.1813377857	8.0766174102	0.0044840067	0.0343302439
ENSMUSG00000029761	Cald1	-1.2049522204	0.0705658783	10.3881923808	0.0012682372	0.0131516865
ENSMUSG00000029769	Ccdc136	0.6856258885	3.6858219804	9.8962184501	0.0016561875	0.0163066131
ENSMUSG00000029780	Nt5c3	0.7699864364	7.5109655398	21.5878552884	3.37985223514115e-06	8.93053058388573e-05
ENSMUSG00000029821	Gsdme	0.4525593611	5.0999062619	9.5774011112	0.0019698705	0.0185984301
ENSMUSG00000029843	Slc13a4	-3.206474909	-2.9532279329	26.1628645886	3.13799520218433e-07	1.09532654360675e-05
ENSMUSG00000029851	Tcaf2	0.7334606538	3.084963466	13.5477993129	0.000232564	0.0033454111
ENSMUSG00000029866	Kel	-1.7410010132	3.2150839953	32.5032317474	1.1899448788535e-08	5.60098297306241e-07
ENSMUSG00000029915	Clec5a	1.517207498	0.3261773694	10.401611248	0.001259054	0.0130876622
ENSMUSG00000029919	Hpgds	1.2429313954	4.5454266045	40.0018440779	2.53723216084785e-10	1.64700449462081e-08
ENSMUSG00000030000	Add2	-1.8422796048	3.8211421844	40.4321782585	2.03560778780452e-10	1.32958852998853e-08
ENSMUSG00000030030	1700003E16Rik	0.7242242593	2.4843676599	10.7257033102	0.001056575	0.0114215671
ENSMUSG00000030041	M1ap	0.7852124829	2.2642938401	11.5894969093	0.0006632535	0.0079030746
ENSMUSG00000030043	Tacr1	2.9990222225	2.5610676014	155.8523199379	9.11882589652986e-36	5.50827744294273e-33
ENSMUSG00000030048	Gkn3	1.3758337935	1.9841997376	24.4461856224	7.64146507055167e-07	2.41879620704828e-05
ENSMUSG00000030074	Gxylt2	-1.4583443636	-2.4920027743	10.5337323797	0.0011721525	0.0123496262
ENSMUSG00000030088	Aldh1l1	0.4143195993	5.4267358132	7.8438386294	0.0050994208	0.0378002754
ENSMUSG00000030103	Bhlhe40	1.1693720976	4.4971339315	47.5103738512	5.47136366448397e-12	4.66589310775955e-10
ENSMUSG00000030110	Ret	1.383105092	-0.4715886927	14.9123012479	0.0001126262	0.0018526241
ENSMUSG00000030114	Klrg1	2.7310363329	-2.916540004	26.6112629999	2.48789170410953e-07	8.97208839097277e-06
ENSMUSG00000030123	Plxnd1	-0.4094542086	5.3655527652	7.3787629235	0.0065998552	0.0459605802
ENSMUSG00000030124	Lag3	0.6784196777	4.1954389803	12.4119249908	0.0004266009	0.0055022912
ENSMUSG00000030149	Klrk1	2.4273086691	-1.7173679346	25.6682787761	4.05436917856241e-07	1.37117126216202e-05
ENSMUSG00000030156	Cd69	-0.8692046063	2.2210229327	12.613786304	0.0003829121	0.0050282646
ENSMUSG00000030158	Clec12b	1.1000207762	0.6100218044	9.1670604999	0.0024641004	0.0220602417
ENSMUSG00000030159	Clec1b	0.9804325365	1.8495028711	15.4072106919	8.66569906540979e-05	0.0014920371
ENSMUSG00000030161	Gabarapl1	0.4854740402	8.0599250687	7.1835722148	0.0073574076	0.0498424257
ENSMUSG00000030165	Klrd1	1.871154537	-3.2249599011	11.4012077526	0.0007339637	0.0086088325
ENSMUSG00000030166	Rad52	-0.5888033145	4.6374725922	9.435238632	0.0021285539	0.0197556694
ENSMUSG00000030187	Klra2	2.5439855881	-1.8921012	12.6174413956	0.0003821641	0.0050275499
ENSMUSG00000030208	Emp1	-0.9249001021	1.0023224164	9.8864145623	0.0016650348	0.0163066683
ENSMUSG00000030209	Grin2b	-6.3419961358	-3.5985889422	23.331561916	1.36344229792887e-06	3.99762236377489e-05
ENSMUSG00000030217	Art4	0.8276805717	7.217454456	32.8941410082	9.73161182891509e-09	4.67160332961562e-07
ENSMUSG00000030218	Mgp	-1.0910097796	0.3825169984	10.8496737833	0.0009881316	0.0108634532
ENSMUSG00000030219	Erp27	1.2156030299	3.2421439159	35.2233736395	2.93973985096861e-09	1.59420405982951e-07
ENSMUSG00000030223	Ptpro	2.0276410885	0.0034454076	16.1533494039	5.84151798914352e-05	0.0010621208
ENSMUSG00000030247	Kcnj8	-2.9395104871	-3.2052047317	18.4795632946	1.71735990003814e-05	0.0003712297
ENSMUSG00000030249	Abcc9	-2.781515148	-1.1452296878	36.0437094248	1.92940646380222e-09	1.0820420198654e-07
ENSMUSG00000030255	Sspn	1.887764592	2.141248791	48.2148631651	3.8198195321971e-12	3.40433588308025e-10
ENSMUSG00000030256	Bhlhe41	2.5887636884	0.6714568153	59.4837994539	1.23305027569924e-14	1.49798387124892e-12
ENSMUSG00000030281	Il17rc	0.9090377192	2.4498029671	16.0571178266	6.14601616191975e-05	0.0011119074
ENSMUSG00000030302	Atp2b2	-1.4476894446	-1.6618683672	12.9171401283	0.0003255869	0.0044196089
ENSMUSG00000030303	Far2	0.5653411659	2.9624283711	7.5333412863	0.0060567474	0.0429442545
ENSMUSG00000030313	Dennd5b	0.6892704857	5.4149247309	22.3301436695	2.29574529161939e-06	6.41687366472433e-05
ENSMUSG00000030317	Timp4	-2.4617071353	-3.5412713959	10.9785211048	0.0009217396	0.0103132849
ENSMUSG00000030325	Klrb1c	3.078955288	4.8040538248	201.7046689188	8.86834701486339e-46	8.76595791750997e-43
ENSMUSG00000030329	Pianp	2.157088611	2.0575476477	73.546322159	9.8301925248654e-18	1.65257615218331e-15
ENSMUSG00000030336	Cd27	-0.3928160022	6.8696300232	8.1086710755	0.0044054012	0.0339114526
ENSMUSG00000030342	Cd9	0.5471423587	6.5931544554	9.4078849947	0.002160543	0.0199758367
ENSMUSG00000030346	Rad51ap1	-0.7517963904	4.75535822	17.9376240773	2.28263806120015e-05	0.0004782105
ENSMUSG00000030427	Lilra6	1.476103248	-1.0810017982	10.3728631157	0.0012788107	0.01322979
ENSMUSG00000030428	Ttyh1	1.1545509988	0.314093871	9.8934126148	0.0016587147	0.0163066683
ENSMUSG00000030468	Siglecg	-1.8396421468	1.4465291366	32.7651519259	1.03992525622798e-08	4.94840582536842e-07
ENSMUSG00000030516	Tjp1	-0.7127789014	4.7965775305	21.6955125738	3.19537889027649e-06	8.47398894487225e-05
ENSMUSG00000030525	Chrna7	2.2445063393	0.7723721685	44.1520737296	3.03829752401706e-11	2.30324814138296e-09
ENSMUSG00000030528	Blm	-0.5054486591	5.7840925039	10.6673347013	0.0010904413	0.0117157787
ENSMUSG00000030554	Synm	2.1498832062	3.627586351	124.809467615	5.60237519892334e-29	2.43658502151574e-26
ENSMUSG00000030555	Ttc23	0.9858112352	3.0605293289	23.7347973623	1.10565279812065e-06	3.30268210823236e-05
ENSMUSG00000030560	Ctsc	0.953567128	6.7484646821	30.3909744896	3.53167544715096e-08	1.50293178617896e-06
ENSMUSG00000030651	Art2b	0.7529075869	2.5854570968	10.3001494649	0.0013301943	0.0136124265
ENSMUSG00000030657	Xylt1	-0.5105636798	5.5173107925	12.7683533204	0.000352533	0.0047031801
ENSMUSG00000030669	Calca	3.4918310583	-3.6108548235	15.5577359577	8.00235331279393e-05	0.0013966226
ENSMUSG00000030677	Kif22	-0.5930257265	5.7868284334	13.7783796037	0.0002056898	0.0030552799
ENSMUSG00000030701	Plekhb1	1.3341157393	0.6317458661	17.8488108614	2.39168679880564e-05	0.0004986541
ENSMUSG00000030704	Rab6a	0.3835102866	6.6118184274	7.4667243008	0.0062849804	0.0442164945
ENSMUSG00000030708	Dnajb13	-1.0638543777	0.6655015868	9.9034248953	0.0016497146	0.0162697028
ENSMUSG00000030717	Nupr1	1.6424933141	5.6917088391	115.8778161738	5.0550049834532e-27	1.80206784213399e-24
ENSMUSG00000030739	Myh14	1.8557524228	2.6598978235	62.2825934923	2.97543427609241e-15	3.82862685017192e-13
ENSMUSG00000030757	Zkscan2	1.526689515	3.4599909429	47.8582179482	4.58182541381962e-12	4.00146086140247e-10
ENSMUSG00000030760	Acer3	0.484016752	5.2440829069	7.917910496	0.0048947771	0.0365653808
ENSMUSG00000030787	Lyve1	1.5555004375	-2.5164737609	12.9117904309	0.0003265188	0.004426732
ENSMUSG00000030788	Rnf141	0.5642937277	6.160975847	15.8251346353	6.94734791070661e-05	0.0012454825
ENSMUSG00000030789	Itgax	1.2941056936	-1.2074847846	8.9521516052	0.0027714297	0.0240013981
ENSMUSG00000030798	Cd37	-1.069109062	5.9282436739	47.685029132	5.00499086499305e-12	4.33619646813302e-10
ENSMUSG00000030835	Nomo1	0.4746813502	8.4178440932	7.6033157659	0.005826106	0.0416415446
ENSMUSG00000030849	Fgfr2	-1.02719866	-0.1607050191	8.8165427714	0.0029851171	0.0253571706
ENSMUSG00000030867	Plk1	-0.5765348193	4.9587752147	15.1613876078	9.87012247726235e-05	0.0016651333
ENSMUSG00000030878	Cdr2	-1.0920600623	1.7334761504	15.1305117156	0.0001003286	0.0016860475
ENSMUSG00000030996	Art1	-1.8345891327	-1.3851956741	20.0894496423	7.39032339872012e-06	0.0001791638
ENSMUSG00000031004	Mki67	-0.8777982761	9.5866033705	8.9277856126	0.0028086466	0.0242464586
ENSMUSG00000031021	Tmem9b	0.5870593037	4.7996558838	10.9895739559	0.0009162587	0.0102865059
ENSMUSG00000031074	Fgf3	-0.8126800523	4.335453242	26.587749386	2.51835563783203e-07	9.05192755376782e-06
ENSMUSG00000031079	Zfp300	0.80367541	1.7359227223	9.8984782745	0.001654155	0.0162987106
ENSMUSG00000031119	Gpc4	-1.2607026084	-0.0270137202	13.2176054881	0.0002773317	0.0038535816
ENSMUSG00000031138	F9	1.5740945545	-3.3349566318	7.9522597842	0.004802737	0.0360024296
ENSMUSG00000031162	Gata1	-0.946327599	4.8722661515	34.0413524653	5.39531557887614e-09	2.7901552158811e-07
ENSMUSG00000031170	Slc38a5	-1.6867777103	2.7120469266	38.0580910391	6.86693577399122e-10	4.17118394807858e-08
ENSMUSG00000031176	Dynlt3	0.5096953987	6.3019900882	11.2962169307	0.0007766518	0.0090188809
ENSMUSG00000031189	Aff2	1.9245135043	-0.0729758504	29.287775613	6.23880318708991e-08	2.51705035447973e-06
ENSMUSG00000031197	Vbp1	0.4773488496	6.3416963161	8.0401619306	0.0045751447	0.0348114403
ENSMUSG00000031246	Sh3bgrl	0.6329523834	7.513821086	10.7584600215	0.0010380372	0.0113042424
ENSMUSG00000031257	Nox1	-1.6696804856	-1.8771081935	16.1807724441	5.75755627107327e-05	0.0010492978
ENSMUSG00000031262	Cenpi	-0.5412679146	4.458377797	11.0207934607	0.000900955	0.0101724646
ENSMUSG00000031278	Acsl4	0.4970320334	6.2921162977	11.5604315253	0.0006737022	0.0080056432
ENSMUSG00000031283	Chrdl1	-1.1117315464	0.8456029357	13.4845012671	0.0002405421	0.0034323017
ENSMUSG00000031290	Lrch2	0.5795647375	4.3010908606	11.0084969578	0.0009069516	0.0102083694
ENSMUSG00000031298	Adgrg2	1.3982957408	4.8154737746	72.4836464781	1.6842183755832e-17	2.77462218147215e-15
ENSMUSG00000031309	Rps6ka3	0.649046619	8.1638530065	13.7375648396	0.0002102078	0.0031075322
ENSMUSG00000031323	Dmrtc1a	1.1619502538	-0.65656876	8.0057373294	0.0046629372	0.0352328814
ENSMUSG00000031351	Zfp185	0.8182762468	0.8503416815	7.2738921247	0.0069964032	0.0480251847
ENSMUSG00000031355	Arhgap6	0.5865915397	6.0631580959	19.5342439946	9.88123585124417e-06	0.0002278657
ENSMUSG00000031373	Car5b	0.9272167043	2.7188343643	18.4815250801	1.71559302816264e-05	0.0003712168
ENSMUSG00000031374	Zfp92	0.5432747589	3.304268855	7.3965538724	0.0065348949	0.0456423753
ENSMUSG00000031385	Plxnb3	-1.83311849	-3.0383976984	9.2207631077	0.0023928579	0.021555546
ENSMUSG00000031389	Arhgap4	-0.6088526465	6.9115308586	10.7189640763	0.0010604303	0.0114555968
ENSMUSG00000031391	L1cam	1.0255593189	0.6206232347	9.7325800828	0.0018103019	0.0174288389
ENSMUSG00000031397	Tktl1	6.6927038821	-3.5501698649	33.7021715704	6.42289472744431e-09	3.22568749983843e-07
ENSMUSG00000031438	Rnf128	0.9780094093	1.2960247805	12.0974189308	0.0005049167	0.0063139265
ENSMUSG00000031444	F10	1.0998291198	1.1402340567	13.5836784666	0.0002281607	0.0032945434
ENSMUSG00000031449	Atp4b	-2.2641319281	-2.6798037106	19.7215100707	8.95872984454465e-06	0.0002108404
ENSMUSG00000031450	Grk1	-1.4056899555	-2.7273635425	8.8180179436	0.0029827048	0.0253564887
ENSMUSG00000031465	Angpt2	-1.1992905429	-0.7803095935	8.7898001608	0.0030291943	0.0255916315
ENSMUSG00000031486	Adgra2	-0.9949328392	2.6079120516	19.1835213618	1.18733948433665e-05	0.0002686773
ENSMUSG00000031497	Tnfsf13b	1.2240146455	-0.2595704902	12.3880575162	0.0004320885	0.0055664674
ENSMUSG00000031502	Col4a1	-1.0090682719	6.3869774484	45.0570277433	1.91379217003666e-11	1.50787407716005e-09
ENSMUSG00000031503	Col4a2	-1.1325427761	6.3612684205	69.0143486858	9.77496699472646e-17	1.47615577963418e-14
ENSMUSG00000031506	Ptpn7	-0.9470581882	7.4707461852	31.3001879334	2.21058241845427e-08	9.95265533575703e-07
ENSMUSG00000031517	Gpm6a	-1.1643116683	-2.2175783012	7.648659774	0.0056814515	0.0409237642
ENSMUSG00000031530	Dusp4	0.4268240231	5.6642600976	9.0993655673	0.0025569817	0.0226855562
ENSMUSG00000031543	Ank1	-1.7217739311	4.4820113674	42.4081916723	7.40791212872861e-11	5.24731130786099e-09
ENSMUSG00000031548	Sfrp1	1.6727368298	5.2073700479	104.083626361	1.93954463874968e-24	5.33890350813299e-22
ENSMUSG00000031555	Adam9	0.4529367524	5.4894739642	10.4722802309	0.0012117906	0.0127056883
ENSMUSG00000031591	Asah1	0.5143998847	6.4890644487	11.3295493898	0.0007628341	0.0089042353
ENSMUSG00000031604	Msmo1	0.5673204877	4.8826894167	9.369978046	0.0022056816	0.0202810793
ENSMUSG00000031616	Ednra	-1.1883531932	-2.4904665041	7.3261745249	0.006795754	0.0470356782
ENSMUSG00000031618	Nr3c2	0.4793914257	3.7979006373	7.35539642	0.0066861766	0.0463492498
ENSMUSG00000031620	Iqcm	3.4683462939	-1.9660427323	34.949282227	3.38406125525225e-09	1.82152960536424e-07
ENSMUSG00000031647	Mfap3l	0.7130749772	2.8836995956	11.2707821641	0.0007873655	0.0091317597
ENSMUSG00000031654	Cbln1	-1.150199281	-1.8671074096	8.4983129371	0.0035547593	0.0289628307
ENSMUSG00000031662	Snx20	-1.0789254636	3.5936695516	31.1901872426	2.33945663640644e-08	1.04678650237231e-06
ENSMUSG00000031673	Cdh11	-0.8371842177	1.3796962801	7.2110553474	0.0072455878	0.0492690908
ENSMUSG00000031681	Smad1	0.3823153418	5.5464691298	7.4495892698	0.0063450927	0.0445817076
ENSMUSG00000031712	Il15	-0.7724538007	4.2881067603	22.9727645128	1.64312846003732e-06	4.70150940683836e-05
ENSMUSG00000031740	Mmp2	-1.5272331478	2.713108264	48.5923847157	3.15090365942822e-12	2.83138640404653e-10
ENSMUSG00000031748	Gnao1	1.7916471941	1.367203985	34.5644726476	4.12364166367348e-09	2.18713930776204e-07
ENSMUSG00000031756	Cenpn	-0.5541437203	4.3614941378	11.6309329113	0.0006486401	0.0077587065
ENSMUSG00000031760	Mt3	1.1505767723	-1.6254738018	8.870691904	0.0028978529	0.0248586622
ENSMUSG00000031762	Mt2	1.8016945731	-0.9529156923	11.8471603127	0.0005774934	0.0070710427
ENSMUSG00000031765	Mt1	1.5082730515	4.8821064802	74.1834962479	7.11829284417547e-18	1.22852695388444e-15
ENSMUSG00000031775	Pllp	-2.7974549214	-2.6803992925	26.3266189082	2.8828781463563e-07	1.02083182738978e-05
ENSMUSG00000031803	B3gnt3	0.9535185204	3.4184481596	23.2044936521	1.4565657495155e-06	4.21764031810439e-05
ENSMUSG00000031821	Gins2	-0.4803555762	4.2282241605	8.8493099273	0.0029319972	0.025047671
ENSMUSG00000031870	Pgr	1.7706791745	5.3752612862	130.1005846671	3.89530191904164e-30	1.76473407357249e-27
ENSMUSG00000031871	Cdh5	-1.3827068667	-1.4702226848	12.5279156232	0.0004009168	0.0052379609
ENSMUSG00000031886	Ces2e	1.8840778431	-0.5219294933	26.0435408817	3.33803715202817e-07	1.15403745481724e-05
ENSMUSG00000031896	Ctrl	-1.2470300592	-0.1315498766	10.6034285581	0.0011287815	0.0120031701
ENSMUSG00000031938	4931406C07Rik	0.5118170673	6.1859411789	14.8279078217	0.0001177796	0.0019223477
ENSMUSG00000031955	Bcar1	-1.3256875064	-2.780607374	7.8159101009	0.0051788261	0.0382406632
ENSMUSG00000031958	Ldhd	0.9441393453	4.9525032691	36.9648703954	1.20276867777696e-09	7.06902909917236e-08
ENSMUSG00000031971	Ccsap	-0.5816185404	2.6500038807	7.4209789904	0.006446773	0.0451502495
ENSMUSG00000031997	Trpc6	0.5750145708	7.0196510623	16.4136403862	5.09174990663767e-05	0.000948802
ENSMUSG00000032006	Pdgfd	0.9538082553	4.4364945244	37.365416025	9.79436131693818e-10	5.80988597843058e-08
ENSMUSG00000032011	Thy1	-0.5843183405	2.9403399849	7.4683964864	0.0062791454	0.0441938756
ENSMUSG00000032024	Clmp	-1.0824133504	-0.3984397917	7.3026795124	0.0068851857	0.0475146191
ENSMUSG00000032062	2310030G06Rik	2.2166873914	-0.2144668832	33.8660128586	5.90411401560185e-09	3.02096149137124e-07
ENSMUSG00000032089	Il10ra	0.818246927	2.6521009523	12.9031663387	0.0003280267	0.0044444046
ENSMUSG00000032126	Hmbs	-0.4075242146	5.763545657	8.5455590414	0.0034636621	0.028380104
ENSMUSG00000032131	Abcg4	-2.0886513459	2.1632293953	46.1202933079	1.1121054275005e-11	9.05761971027187e-10
ENSMUSG00000032184	Lysmd2	0.4737198199	4.0691351384	8.0037985087	0.0046679325	0.0352461319
ENSMUSG00000032186	Tmod2	1.2565676806	1.4665723816	21.7913755929	3.03963401352412e-06	8.16047916766612e-05
ENSMUSG00000032192	Gnb5	0.5583588329	4.1011547118	10.5877930445	0.0011383679	0.0120814776
ENSMUSG00000032204	Aqp9	0.5584488312	5.9892778619	12.3760963258	0.0004348654	0.0055856956
ENSMUSG00000032218	Ccnb2	-0.402268552	5.9568591061	8.5379855236	0.0034781036	0.028476973
ENSMUSG00000032220	Myo1e	1.0022340009	4.2655997507	33.0525969591	8.96991588514287e-09	4.33466201862926e-07
ENSMUSG00000032221	Mns1	-0.8301886615	5.1774645772	18.9712878776	1.32700376087502e-05	0.0002962733
ENSMUSG00000032224	Fam81a	1.3800391916	-2.9796574332	8.1983445394	0.004192863	0.0327765363
ENSMUSG00000032232	Cgnl1	-2.3414547808	-3.0146209403	16.6266996367	4.55058911811855e-05	0.0008627473
ENSMUSG00000032243	Itga11	-1.1520980373	-1.7556958612	8.0421269439	0.0045701844	0.03478587
ENSMUSG00000032246	Calml4	1.6514566287	2.5191681549	52.8457027618	3.60807203452107e-13	3.71853717832679e-11
ENSMUSG00000032254	Kif23	-0.7509086939	6.0783899629	17.9670596925	2.24760924094855e-05	0.0004722368
ENSMUSG00000032261	Sh3bgrl2	1.1854012768	2.7448111699	26.8570057148	2.19078744270756e-07	7.99343351159708e-06
ENSMUSG00000032262	Elovl4	1.1190814333	-0.4811910405	9.8995283863	0.0016532113	0.0162967968
ENSMUSG00000032265	Tent5a	-0.6698117595	3.6334888515	12.8981938695	0.0003288994	0.0044479139
ENSMUSG00000032269	Htr3a	1.6437236289	-3.2953768279	8.8794709843	0.002883951	0.0247785058
ENSMUSG00000032278	Paqr5	-0.5423974343	4.1041494594	11.0924398	0.0008668037	0.0098533784
ENSMUSG00000032307	Ube2q2	0.3953674325	6.2357667045	8.3281019348	0.0039036423	0.0310833417
ENSMUSG00000032309	Fbxo22	0.3867723443	5.7179638339	7.3015572344	0.0068894875	0.0475146191
ENSMUSG00000032311	Nrg4	1.3308767653	3.4770336446	48.7939260374	2.84318956799242e-12	2.57616668106514e-10
ENSMUSG00000032328	Tmem30a	0.4901430425	7.2177355198	9.2414173978	0.0023660174	0.0213632232
ENSMUSG00000032332	Col12a1	-2.2625122396	-0.9222163454	30.5411487188	3.26859707518336e-08	1.40195092696129e-06
