#term ID,term description,observed gene count,background gene count,false discovery rate,matching proteins in your network (IDs),matching proteins in your network (labels)
GO:0006952,defense response,8,1079,0.011,"ENSMUSP00000018963,ENSMUSP00000031264,ENSMUSP00000034148,ENSMUSP00000037028,ENSMUSP00000087047,ENSMUSP00000093613,ENSMUSP00000096061,ENSMUSP00000113852","Ctss,Mmp2"
GO:0007166,cell surface receptor signaling pathway,10,1683,0.0113,"ENSMUSP00000003274,ENSMUSP00000010605,ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000033899,ENSMUSP00000034148,ENSMUSP00000039041,ENSMUSP00000094082,ENSMUSP00000096061,ENSMUSP00000113852","Anxa2,Ect2,Flt3,Hnf4a,Il15,Mcm7,Nrk,Socs2,Syk"
GO:0001819,positive regulation of cytokine production,5,383,0.0114,"ENSMUSP00000010605,ENSMUSP00000016638,ENSMUSP00000034148,ENSMUSP00000039041,ENSMUSP00000113852","Cd37,Flt3,Hnf4a,Il15,Lst1,Nrk"
GO:0033993,response to lipid,7,825,0.0114,"ENSMUSP00000008684,ENSMUSP00000010605,ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000087047","Mcm5,Mcm7"
GO:0050670,regulation of lymphocyte proliferation,4,215,0.0115,"ENSMUSP00000034148,ENSMUSP00000087047,ENSMUSP00000094949,ENSMUSP00000113852","Cd86,Ctss,Il15,Lgals1,Lst1,Rnase6,Syk"
GO:0051240,positive regulation of multicellular organismal process,10,1695,0.0115,"ENSMUSP00000010605,ENSMUSP00000016638,ENSMUSP00000020215,ENSMUSP00000034148,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000103935,ENSMUSP00000105396,ENSMUSP00000113852","Csf2rb,Flt3,Hnf4a,Nrk,Plac8,Socs2"
GO:0006261,DNA-dependent DNA replication,3,95,0.0126,"ENSMUSP00000000505,ENSMUSP00000023867,ENSMUSP00000126135","Lgals1,Syk"
GO:0048583,regulation of response to stimulus,15,3552,0.0126,"ENSMUSP00000003274,ENSMUSP00000015667,ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000027871,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000087047,ENSMUSP00000096061,ENSMUSP00000103935,ENSMUSP00000108675,ENSMUSP00000113852","Anxa2,Cd86,Col4a2,Flt3,Lgals1,Plac8,Socs2"
GO:0098542,defense response to other organism,5,397,0.0126,"ENSMUSP00000031264,ENSMUSP00000087047,ENSMUSP00000093613,ENSMUSP00000096061,ENSMUSP00000113852","Flt3,Syk"
GO:0042102,positive regulation of T cell proliferation,3,98,0.0132,"ENSMUSP00000034148,ENSMUSP00000087047,ENSMUSP00000113852","Flt3,Il15"
GO:0030574,collagen catabolic process,2,22,0.0142,"ENSMUSP00000015667,ENSMUSP00000034187","Anxa2,Camk1d,Cd34,Ctss,Ect2,Flt3,Syk"
GO:0042325,regulation of phosphorylation,9,1466,0.0151,"ENSMUSP00000000505,ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000034148,ENSMUSP00000034756,ENSMUSP00000039041,ENSMUSP00000103935,ENSMUSP00000108675,ENSMUSP00000113852","Camk1d,Sell"
GO:0016020,membrane,23,7460,0.0153,"ENSMUSP00000003274,ENSMUSP00000008684,ENSMUSP00000010605,ENSMUSP00000015667,ENSMUSP00000016638,ENSMUSP00000018963,ENSMUSP00000027871,ENSMUSP00000028081,ENSMUSP00000031281,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000038017,ENSMUSP00000039041,ENSMUSP00000045432,ENSMUSP00000087047,ENSMUSP00000094082,ENSMUSP00000094949,ENSMUSP00000096061,ENSMUSP00000103935,ENSMUSP00000104511,ENSMUSP00000106154,ENSMUSP00000107749,ENSMUSP00000113852","Anxa2,Col4a2,Dnmt3b,Hnf4a,Mcm7,Mmp2,Socs2,Syk"
GO:0008285,negative regulation of cell population proliferation,6,648,0.0159,"ENSMUSP00000018094,ENSMUSP00000034148,ENSMUSP00000039041,ENSMUSP00000094949,ENSMUSP00000096061,ENSMUSP00000108675","Cd34,Flt3,Syk"
GO:0006270,DNA replication initiation,2,24,0.0161,"ENSMUSP00000000505,ENSMUSP00000126135","Anxa2,Camk1d,Cd34,Cd37,Cd86,Col4a2,Dnmt3b,Flt3,Hnf4a,Il15,Lgals1,Lst1,Mmp2,Nrk,Plac8,Satb1,Socs2"
GO:0006955,immune response,7,914,0.017,"ENSMUSP00000015667,ENSMUSP00000034148,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000093613,ENSMUSP00000094949,ENSMUSP00000113852","Col4a2,Mmp2"
GO:0040008,regulation of growth,6,686,0.0201,"ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000031264,ENSMUSP00000039041,ENSMUSP00000094082,ENSMUSP00000108675","Camk1d,Cd34,Dnmt3b,Ect2,Il15,Socs2,Syk"
GO:0050840,extracellular matrix binding,3,56,0.0204,"ENSMUSP00000015667,ENSMUSP00000034756,ENSMUSP00000086795","Anxa2,Camk1d,Cd34,Cd86,Dnmt3b,Ect2,Flt3,Hnf4a,Il15,Lgals1,Mmp2,Nrk,Plac8,Rfc2,Sell,Socs2,Syk"
GO:0097367,carbohydrate derivative binding,12,2051,0.0204,"ENSMUSP00000000505,ENSMUSP00000015667,ENSMUSP00000018094,ENSMUSP00000023867,ENSMUSP00000027871,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000045432,ENSMUSP00000104511,ENSMUSP00000108675,ENSMUSP00000113852,ENSMUSP00000126135","Anxa2,Ect2,Flt3,Hnf4a,Il15,Nrk,Socs2,Syk"
GO:0005488,binding,30,10884,0.0211,"ENSMUSP00000000505,ENSMUSP00000003274,ENSMUSP00000008684,ENSMUSP00000010605,ENSMUSP00000015667,ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000018963,ENSMUSP00000020215,ENSMUSP00000023867,ENSMUSP00000027871,ENSMUSP00000031264,ENSMUSP00000031281,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000045432,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000093613,ENSMUSP00000103935,ENSMUSP00000104511,ENSMUSP00000105396,ENSMUSP00000107749,ENSMUSP00000108675,ENSMUSP00000113852,ENSMUSP00000116006,ENSMUSP00000126135","Cd86,Flt3,Lgals1"
GO:0005515,protein binding,22,6454,0.0211,"ENSMUSP00000003274,ENSMUSP00000008684,ENSMUSP00000010605,ENSMUSP00000015667,ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000018963,ENSMUSP00000020215,ENSMUSP00000023867,ENSMUSP00000027871,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000103935,ENSMUSP00000104511,ENSMUSP00000105396,ENSMUSP00000107749,ENSMUSP00000113852","Hnf4a,Il15,Socs2"
GO:0070492,oligosaccharide binding,2,13,0.0211,"ENSMUSP00000027871,ENSMUSP00000086795","Camk1d,Flt3,Il12rb2,Il15,Mamdc2,Syk"
GO:0031012,extracellular matrix,4,288,0.0213,"ENSMUSP00000033899,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000045432","Cd37,Cd86,Ctss,Il15,Mmp2"
GO:0034110,regulation of homotypic cell-cell adhesion,2,29,0.0215,"ENSMUSP00000086795,ENSMUSP00000113852","Ctss,Mmp2"
GO:0051093,negative regulation of developmental process,7,979,0.0234,"ENSMUSP00000020215,ENSMUSP00000031264,ENSMUSP00000033899,ENSMUSP00000034756,ENSMUSP00000039041,ENSMUSP00000086795,ENSMUSP00000087047","Camk1d,Flt3,Il12rb2,Il15,Nrk,Syk"
GO:0045577,regulation of B cell differentiation,2,31,0.0236,"ENSMUSP00000039041,ENSMUSP00000113852","Anxa2,Camk1d,Cd34,Col4a2,Ctss,Dnmt3b,Ect2,Flt3,Hnf4a,Il12rb2,Il15,Lgals1,Lst1,Mmp2,Nrk,Satb1,Slc28a2,Socs2,Syk"
GO:0048535,lymph node development,2,31,0.0236,"ENSMUSP00000034148,ENSMUSP00000039041","Col4a2,Flt3,Hnf4a,Socs2,Syk"
GO:0051050,positive regulation of transport,7,987,0.0236,"ENSMUSP00000015667,ENSMUSP00000016638,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000103935,ENSMUSP00000113852","Anxa2,Dnmt3b,Ect2,Flt3,Hnf4a,Il15,Nrk,Socs2,Syk"
GO:0090023,positive regulation of neutrophil chemotaxis,2,31,0.0236,"ENSMUSP00000027871,ENSMUSP00000037028","Anxa2,Camk1d,Syk"
GO:0009719,response to endogenous stimulus,8,1289,0.0244,"ENSMUSP00000000505,ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000033899,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000105396,ENSMUSP00000113852","Anxa2,Camk1d,Cd34,Col4a2,Dnmt3b,Ect2,Flt3,Hnf4a,Il15,Lgals1,Lst1,Mmp2,Satb1,Socs2,Syk"
GO:0050715,positive regulation of cytokine secretion,3,131,0.0245,"ENSMUSP00000016638,ENSMUSP00000039041,ENSMUSP00000113852","Anxa2,Cd34"
GO:0048519,negative regulation of biological process,17,4771,0.0249,"ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000031264,ENSMUSP00000033899,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000094949,ENSMUSP00000096061,ENSMUSP00000105396,ENSMUSP00000108675,ENSMUSP00000116006","Camk1d,Cd34,Dnmt3b,Ect2,Flt3,Il15,Lgals1,Socs2,Syk"
GO:0035987,endodermal cell differentiation,2,36,0.0267,"ENSMUSP00000033899,ENSMUSP00000034187","Camk1d,Cd34,Dnmt3b,Ect2,Flt3,Il15,Socs2,Syk"
GO:0045597,positive regulation of cell differentiation,7,1033,0.0267,"ENSMUSP00000016638,ENSMUSP00000020215,ENSMUSP00000034148,ENSMUSP00000037028,ENSMUSP00000103935,ENSMUSP00000105396,ENSMUSP00000113852","Cd37,Flt3,Lst1"
GO:0048522,positive regulation of cellular process,17,4827,0.0267,"ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000023867,ENSMUSP00000027871,ENSMUSP00000031264,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000103935,ENSMUSP00000105396,ENSMUSP00000108675,ENSMUSP00000113852","Il15,Syk"
GO:0062023,collagen-containing extracellular matrix,3,148,0.0279,"ENSMUSP00000033899,ENSMUSP00000034756,ENSMUSP00000045432","Cd34,Lgals1,Sell,Syk"
GO:0001932,regulation of protein phosphorylation,8,1362,0.0293,"ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000034148,ENSMUSP00000034756,ENSMUSP00000039041,ENSMUSP00000103935,ENSMUSP00000108675,ENSMUSP00000113852","Flt3,Syk"
GO:0042113,B cell activation,3,147,0.0293,"ENSMUSP00000039041,ENSMUSP00000086795,ENSMUSP00000087047","Sell,Syk"
GO:0046425,regulation of receptor signaling pathway via JAK-STAT,3,147,0.0293,"ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000034148","Flt3,Il15,Syk"
GO:0018193,peptidyl-amino acid modification,6,789,0.0297,"ENSMUSP00000010605,ENSMUSP00000034148,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000045432,ENSMUSP00000113852","Flt3,Nrk,Plac8,Socs2"
GO:0031347,regulation of defense response,5,538,0.0297,"ENSMUSP00000015667,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000087047,ENSMUSP00000096061","Anxa2,Dnmt3b,Ect2,Flt3,Il15,Nrk,Syk"
GO:0032963,collagen metabolic process,2,40,0.0297,"ENSMUSP00000015667,ENSMUSP00000034187","Lgals1,Mmp2"
GO:0006468,protein phosphorylation,6,793,0.03,"ENSMUSP00000010605,ENSMUSP00000034148,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000108675,ENSMUSP00000113852","Col4a2,Flt3,Socs2,Syk"
GO:0032501,multicellular organismal process,19,5888,0.0313,"ENSMUSP00000010605,ENSMUSP00000015667,ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000033899,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000086795,ENSMUSP00000094949,ENSMUSP00000103935,ENSMUSP00000105396,ENSMUSP00000106154,ENSMUSP00000108675,ENSMUSP00000113852,ENSMUSP00000116006","Anxa2,Ect2,Hnf4a,Syk"
GO:0007167,enzyme linked receptor protein signaling pathway,5,551,0.0315,"ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000033899,ENSMUSP00000039041,ENSMUSP00000113852","Dnmt3b,Mgst1,Mmp2,Sell,Socs2,Syk"
GO:0031399,regulation of protein modification process,9,1733,0.0315,"ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000034148,ENSMUSP00000034756,ENSMUSP00000039041,ENSMUSP00000103935,ENSMUSP00000105396,ENSMUSP00000108675,ENSMUSP00000113852","Cd34,Flt3"
GO:0045807,positive regulation of endocytosis,3,157,0.0315,"ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000113852","Anxa2,Cd37,Il15,Lgals1"
GO:0048731,system development,15,4072,0.0315,"ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000033899,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000086795,ENSMUSP00000094949,ENSMUSP00000103935,ENSMUSP00000105396,ENSMUSP00000113852,ENSMUSP00000116006","Ect2,Hnf4a,Nrk,Rfc2,Socs2,Syk"
GO:0005720,nuclear heterochromatin,2,43,0.0315,"ENSMUSP00000105396,ENSMUSP00000116006","Hnf4a,Il15,Lgals1,Mmp2,Sell,Socs2"
GO:0030195,negative regulation of blood coagulation,2,44,0.0326,"ENSMUSP00000016638,ENSMUSP00000034756","Hnf4a,Socs2"
GO:0045595,regulation of cell differentiation,9,1751,0.0326,"ENSMUSP00000016638,ENSMUSP00000020215,ENSMUSP00000034148,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000086795,ENSMUSP00000103935,ENSMUSP00000105396,ENSMUSP00000113852","Cd34,Sell,Syk"
GO:0051094,positive regulation of developmental process,8,1423,0.0328,"ENSMUSP00000016638,ENSMUSP00000020215,ENSMUSP00000034148,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000103935,ENSMUSP00000105396,ENSMUSP00000113852","Cd86,Il15,Lgals1,Mmp2,Syk"
GO:0002695,negative regulation of leukocyte activation,3,163,0.0329,"ENSMUSP00000039041,ENSMUSP00000094949,ENSMUSP00000096061","Anxa2,Cd86,Il15,Mmp2,Plac8,Syk"
GO:0045058,T cell selection,2,45,0.0329,"ENSMUSP00000034148,ENSMUSP00000113852","Cd34,Hnf4a,Lgals1,Mmp2"
GO:0098609,cell-cell adhesion,4,345,0.0335,"ENSMUSP00000016638,ENSMUSP00000027871,ENSMUSP00000086795,ENSMUSP00000113852","Anxa2,Syk"
GO:0032481,positive regulation of type I interferon production,2,47,0.0342,"ENSMUSP00000039041,ENSMUSP00000113852","Anxa2,Camk1d,Cd34,Cd37,Dnmt3b,Flt3,Hnf4a,Il15,Lgals1,Lst1,Mmp2,Nrk,Plac8,Satb1,Socs2"
GO:0043231,intracellular membrane-bounded organelle,25,9088,0.0345,"ENSMUSP00000000505,ENSMUSP00000008684,ENSMUSP00000015667,ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000023867,ENSMUSP00000031264,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000038017,ENSMUSP00000039041,ENSMUSP00000045432,ENSMUSP00000059389,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000093613,ENSMUSP00000103935,ENSMUSP00000104511,ENSMUSP00000105396,ENSMUSP00000107749,ENSMUSP00000113852,ENSMUSP00000116006,ENSMUSP00000126135","Cd37,Cd86,Il15,Mmp2,Syk"
GO:0007159,leukocyte cell-cell adhesion,2,48,0.0351,"ENSMUSP00000027871,ENSMUSP00000113852","Il15,Mamdc2"
GO:0045619,regulation of lymphocyte differentiation,3,171,0.0351,"ENSMUSP00000034148,ENSMUSP00000039041,ENSMUSP00000113852","Anxa2,Camk1d,Col4a2,Ctss,Dnmt3b,Flt3,Hnf4a,Il12rb2,Il15,Mamdc2,Mcm5,Mcm7,Mmp2,Nrk,Rfc2,Rnase6,Satb1,Socs2,Syk"
GO:0048638,regulation of developmental growth,4,353,0.0351,"ENSMUSP00000020215,ENSMUSP00000031264,ENSMUSP00000039041,ENSMUSP00000108675","Satb1,Syk"
GO:0031401,positive regulation of protein modification process,7,1142,0.0352,"ENSMUSP00000034148,ENSMUSP00000034756,ENSMUSP00000039041,ENSMUSP00000103935,ENSMUSP00000105396,ENSMUSP00000108675,ENSMUSP00000113852","Ect2,Lgals1,Mcm7,Mgst1,Mmp2,Sell"
GO:0048678,response to axon injury,2,49,0.0356,"ENSMUSP00000034187,ENSMUSP00000086795","Anxa2,Ect2,Syk"
GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,4,360,0.0365,"ENSMUSP00000020215,ENSMUSP00000033899,ENSMUSP00000039041,ENSMUSP00000113852","Camk1d,Cd86,Ctss,Il15,Mmp2,Nrk,Sell,Socs2,Syk"
GO:0032386,regulation of intracellular transport,4,364,0.0372,"ENSMUSP00000018094,ENSMUSP00000034756,ENSMUSP00000103935,ENSMUSP00000113852","Anxa2,Arhgap30,Camk1d,Ctss,Ebi3,Ect2,Hnf4a,Il15,Nrk,Rfc2,Socs2,Syk"
GO:0010243,response to organonitrogen compound,6,867,0.0377,"ENSMUSP00000008684,ENSMUSP00000020215,ENSMUSP00000027871,ENSMUSP00000034187,ENSMUSP00000105396,ENSMUSP00000113852","Anxa2,Ect2,Flt3,Il15,Nrk,Syk"
GO:0032720,negative regulation of tumor necrosis factor production,2,52,0.0383,"ENSMUSP00000016638,ENSMUSP00000039041","Camk1d,Mamdc2,Syk"
GO:0043900,regulation of multi-organism process,4,369,0.0383,"ENSMUSP00000034148,ENSMUSP00000034756,ENSMUSP00000086795,ENSMUSP00000096061","Ctss,Flt3"
GO:0051338,regulation of transferase activity,6,873,0.0383,"ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000023867,ENSMUSP00000103935,ENSMUSP00000108675,ENSMUSP00000113852","Cd34,Ect2,Flt3,Syk"
GO:0014070,response to organic cyclic compound,6,883,0.0397,"ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000027871,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000086795","Anxa2,Arhgap30,Camk1d,Ctss,Ect2,Nrk,Rfc2,Syk"
GO:0046426,negative regulation of receptor signaling pathway via JAK-STAT,2,54,0.0397,"ENSMUSP00000018094,ENSMUSP00000020215","Cd34,Ect2,Flt3,Hnf4a,Syk"
GO:0050900,leukocyte migration,3,186,0.0397,"ENSMUSP00000016638,ENSMUSP00000027871,ENSMUSP00000113852","Nrk,Syk"
GO:0030155,regulation of cell adhesion,5,624,0.0414,"ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000113852","Anxa2,Socs2"
GO:0005765,lysosomal membrane,3,186,0.0442,"ENSMUSP00000034756,ENSMUSP00000038017,ENSMUSP00000104511","Hnf4a,Il15"
GO:0008284,positive regulation of cell population proliferation,6,913,0.0443,"ENSMUSP00000031264,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000087047,ENSMUSP00000113852","Cd37,Cd86,Flt3,Lst1"
GO:0009611,response to wounding,4,394,0.0443,"ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000034187,ENSMUSP00000086795","Arhgap30,Camk1d,Ect2,Il15,Nrk,Socs2,Syk"
GO:0048260,positive regulation of receptor-mediated endocytosis,2,59,0.0443,"ENSMUSP00000034756,ENSMUSP00000113852","Anxa2,Cd34,Ctss"
GO:0048523,negative regulation of cellular process,15,4336,0.0443,"ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000031264,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000086795,ENSMUSP00000094949,ENSMUSP00000096061,ENSMUSP00000105396,ENSMUSP00000108675,ENSMUSP00000116006","Dnmt3b,Mmp2"
GO:0050776,regulation of immune response,5,635,0.0443,"ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000087047,ENSMUSP00000096061,ENSMUSP00000113852",
GO:1903510,mucopolysaccharide metabolic process,2,59,0.0443,"ENSMUSP00000034148,ENSMUSP00000045432",
GO:0043170,macromolecule metabolic process,19,6225,0.0446,"ENSMUSP00000000505,ENSMUSP00000010605,ENSMUSP00000015667,ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000023867,ENSMUSP00000033899,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000045432,ENSMUSP00000093613,ENSMUSP00000105396,ENSMUSP00000108675,ENSMUSP00000113852,ENSMUSP00000116006,ENSMUSP00000126135",
GO:0046632,alpha-beta T cell differentiation,2,60,0.0446,"ENSMUSP00000113852,ENSMUSP00000116006",
GO:0005886,plasma membrane,15,4328,0.0453,"ENSMUSP00000010605,ENSMUSP00000016638,ENSMUSP00000018963,ENSMUSP00000027871,ENSMUSP00000028081,ENSMUSP00000031281,ENSMUSP00000034187,ENSMUSP00000034756,ENSMUSP00000039041,ENSMUSP00000087047,ENSMUSP00000096061,ENSMUSP00000103935,ENSMUSP00000104511,ENSMUSP00000106154,ENSMUSP00000113852",
GO:0042493,response to drug,6,926,0.0454,"ENSMUSP00000000505,ENSMUSP00000008684,ENSMUSP00000027871,ENSMUSP00000034187,ENSMUSP00000086795,ENSMUSP00000103935",
GO:0032388,positive regulation of intracellular transport,3,201,0.0455,"ENSMUSP00000034756,ENSMUSP00000103935,ENSMUSP00000113852",
GO:0048584,positive regulation of response to stimulus,9,1922,0.0455,"ENSMUSP00000015667,ENSMUSP00000020215,ENSMUSP00000027871,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000037028,ENSMUSP00000087047,ENSMUSP00000108675,ENSMUSP00000113852",
GO:0065009,regulation of molecular function,12,3081,0.0455,"ENSMUSP00000003274,ENSMUSP00000015667,ENSMUSP00000018094,ENSMUSP00000020215,ENSMUSP00000023867,ENSMUSP00000034148,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000059389,ENSMUSP00000103935,ENSMUSP00000108675,ENSMUSP00000113852",
GO:0001934,positive regulation of protein phosphorylation,6,937,0.0465,"ENSMUSP00000034148,ENSMUSP00000034756,ENSMUSP00000039041,ENSMUSP00000103935,ENSMUSP00000108675,ENSMUSP00000113852",
GO:0018209,peptidyl-serine modification,3,204,0.0465,"ENSMUSP00000037028,ENSMUSP00000045432,ENSMUSP00000113852",
GO:0019882,antigen processing and presentation,2,63,0.0468,"ENSMUSP00000015667,ENSMUSP00000039041",
GO:0051222,positive regulation of protein transport,4,410,0.0471,"ENSMUSP00000016638,ENSMUSP00000039041,ENSMUSP00000103935,ENSMUSP00000113852",
GO:0001968,fibronectin binding,2,30,0.0472,"ENSMUSP00000015667,ENSMUSP00000034187",
GO:0030246,carbohydrate binding,4,265,0.0472,"ENSMUSP00000016638,ENSMUSP00000027871,ENSMUSP00000086795,ENSMUSP00000107749",
GO:0043168,anion binding,12,2578,0.0472,"ENSMUSP00000000505,ENSMUSP00000008684,ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000023867,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000039041,ENSMUSP00000104511,ENSMUSP00000108675,ENSMUSP00000113852,ENSMUSP00000126135",
GO:0043236,laminin binding,2,31,0.0472,"ENSMUSP00000015667,ENSMUSP00000086795",
GO:0044093,positive regulation of molecular function,8,1593,0.0476,"ENSMUSP00000015667,ENSMUSP00000023867,ENSMUSP00000034756,ENSMUSP00000037028,ENSMUSP00000059389,ENSMUSP00000103935,ENSMUSP00000108675,ENSMUSP00000113852",
GO:0051223,regulation of protein transport,5,661,0.0476,"ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000039041,ENSMUSP00000103935,ENSMUSP00000113852",
GO:0007254,JNK cascade,2,65,0.0486,"ENSMUSP00000108675,ENSMUSP00000113852",
GO:0007589,body fluid secretion,2,65,0.0486,"ENSMUSP00000020215,ENSMUSP00000034756",
GO:0042509,regulation of tyrosine phosphorylation of STAT protein,2,66,0.0495,"ENSMUSP00000018094,ENSMUSP00000034148",
GO:0002683,negative regulation of immune system process,4,421,0.05,"ENSMUSP00000039041,ENSMUSP00000087047,ENSMUSP00000094949,ENSMUSP00000096061",
GO:0035556,intracellular signal transduction,7,1274,0.05,"ENSMUSP00000020215,ENSMUSP00000034148,ENSMUSP00000037028,ENSMUSP00000059389,ENSMUSP00000103935,ENSMUSP00000108675,ENSMUSP00000113852",
GO:0043062,extracellular structure organization,3,214,0.05,"ENSMUSP00000015667,ENSMUSP00000016638,ENSMUSP00000034756",
GO:0071230,cellular response to amino acid stimulus,2,67,0.05,"ENSMUSP00000034187,ENSMUSP00000105396",
