#term ID	term description	observed gene count	background gene count	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0005737	cytoplasm	92	9909	0.0144	ENSMUSP00000000505,ENSMUSP00000001051,ENSMUSP00000005256,ENSMUSP00000006679,ENSMUSP00000008684,ENSMUSP00000009058,ENSMUSP00000012348,ENSMUSP00000015460,ENSMUSP00000016638,ENSMUSP00000017188,ENSMUSP00000018094,ENSMUSP00000018569,ENSMUSP00000019734,ENSMUSP00000019998,ENSMUSP00000020974,ENSMUSP00000021028,ENSMUSP00000021119,ENSMUSP00000021120,ENSMUSP00000021903,ENSMUSP00000022616,ENSMUSP00000023151,ENSMUSP00000024860,ENSMUSP00000027009,ENSMUSP00000028175,ENSMUSP00000028241,ENSMUSP00000028386,ENSMUSP00000029140,ENSMUSP00000030691,ENSMUSP00000030964,ENSMUSP00000031005,ENSMUSP00000031982,ENSMUSP00000032961,ENSMUSP00000033952,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034215,ENSMUSP00000034745,ENSMUSP00000034932,ENSMUSP00000037328,ENSMUSP00000038017,ENSMUSP00000039041,ENSMUSP00000041963,ENSMUSP00000044517,ENSMUSP00000044624,ENSMUSP00000045369,ENSMUSP00000052283,ENSMUSP00000055694,ENSMUSP00000056916,ENSMUSP00000057815,ENSMUSP00000057965,ENSMUSP00000059389,ENSMUSP00000062615,ENSMUSP00000063548,ENSMUSP00000063562,ENSMUSP00000063656,ENSMUSP00000064538,ENSMUSP00000069457,ENSMUSP00000069616,ENSMUSP00000070868,ENSMUSP00000075429,ENSMUSP00000076729,ENSMUSP00000076886,ENSMUSP00000078022,ENSMUSP00000084918,ENSMUSP00000086795,ENSMUSP00000087119,ENSMUSP00000087947,ENSMUSP00000091318,ENSMUSP00000093613,ENSMUSP00000094949,ENSMUSP00000096877,ENSMUSP00000099411,ENSMUSP00000099504,ENSMUSP00000099945,ENSMUSP00000101981,ENSMUSP00000102711,ENSMUSP00000103935,ENSMUSP00000104511,ENSMUSP00000105053,ENSMUSP00000107873,ENSMUSP00000107965,ENSMUSP00000108019,ENSMUSP00000108326,ENSMUSP00000108675,ENSMUSP00000110417,ENSMUSP00000113040,ENSMUSP00000116191,ENSMUSP00000122072,ENSMUSP00000123924,ENSMUSP00000127329,ENSMUSP00000132547,ENSMUSP00000139672	Abat,Abcb1b,Aldh1a1,Anxa6,Arhgap29,Arhgap30,Arhgef28,Aspa,B3galt1,Bcl6,Casp12,Cd34,Cd38,Clu,Cyb561,Cyp26b1,Cytip,Dhx40,Dnm3,Ect2,Egr1,Ehd3,Evc,Fhl1,Flt3,Fyb,Gadd45g,Ghr,Gipc2,Gpr64,Gstm2,Hnf4a,Hpgds,Id2,Il15,Itgb3,Jun,Kcnip3,Lamp2,Lgals1,Lst1,Mab21l2,Mcm7,Mef2c,Mgst1,Mmp14,Mmp2,Mt1,Muc1,Myo1e,Nckap1,Ndn,Ndrg1,Neo1,Nrk,Nupr1,Pclo,Perp,Pgr,Pla2g4a,Plek,Plscr1,Plscr2,Ppp1r16b,Prcp,Procr,Prtn3,Ramp2,Rnase6,S100a6,Sdpr,Selp,Serpinb6a,Serpinb8,Sfrp1,Slamf1,Stom,Stxbp4,Sult1a1,Tdrd9,Tgm2,Thbd,Tm6sf1,Trim47,Trpc1,Trpc6,Tsc22d1,Vldlr,Vwf,Wwtr1,Zfp36,Zg16
GO:0045178	basal part of cell	4	64	0.0163	ENSMUSP00000016638,ENSMUSP00000060099,ENSMUSP00000075429,ENSMUSP00000099793	Cd34,Fap,Prcp,Tacstd2
GO:0031982	vesicle	25	1837	0.0206	ENSMUSP00000005256,ENSMUSP00000006679,ENSMUSP00000015460,ENSMUSP00000019734,ENSMUSP00000021028,ENSMUSP00000022616,ENSMUSP00000024860,ENSMUSP00000028175,ENSMUSP00000028241,ENSMUSP00000030691,ENSMUSP00000030964,ENSMUSP00000032492,ENSMUSP00000034745,ENSMUSP00000052283,ENSMUSP00000056916,ENSMUSP00000059389,ENSMUSP00000063656,ENSMUSP00000070868,ENSMUSP00000087047,ENSMUSP00000087119,ENSMUSP00000093613,ENSMUSP00000104511,ENSMUSP00000107873,ENSMUSP00000116191,ENSMUSP00000123924	Anxa6,Arhgap30,Cd38,Cd86,Cd9,Clu,Cyb561,Cytip,Ehd3,Itgb3,Lamp2,Mmp14,Myo1e,Ndrg1,Neo1,Pclo,Pla2g4a,Prtn3,Rnase6,Selp,Slamf1,Stom,Stxbp4,Vwf,Zg16
GO:0043231	intracellular membrane-bounded organelle	85	9088	0.0210	ENSMUSP00000000505,ENSMUSP00000001051,ENSMUSP00000005256,ENSMUSP00000006679,ENSMUSP00000006761,ENSMUSP00000008684,ENSMUSP00000009058,ENSMUSP00000013995,ENSMUSP00000016638,ENSMUSP00000017151,ENSMUSP00000018094,ENSMUSP00000018569,ENSMUSP00000019734,ENSMUSP00000019998,ENSMUSP00000020974,ENSMUSP00000021028,ENSMUSP00000021119,ENSMUSP00000021120,ENSMUSP00000021903,ENSMUSP00000022616,ENSMUSP00000023151,ENSMUSP00000027009,ENSMUSP00000028175,ENSMUSP00000028241,ENSMUSP00000029795,ENSMUSP00000030691,ENSMUSP00000030964,ENSMUSP00000031264,ENSMUSP00000032961,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034215,ENSMUSP00000034932,ENSMUSP00000038017,ENSMUSP00000039041,ENSMUSP00000041963,ENSMUSP00000042327,ENSMUSP00000044517,ENSMUSP00000045281,ENSMUSP00000045369,ENSMUSP00000047597,ENSMUSP00000052283,ENSMUSP00000055694,ENSMUSP00000056916,ENSMUSP00000057096,ENSMUSP00000057815,ENSMUSP00000059389,ENSMUSP00000060099,ENSMUSP00000062615,ENSMUSP00000063548,ENSMUSP00000063562,ENSMUSP00000063656,ENSMUSP00000064538,ENSMUSP00000069457,ENSMUSP00000069616,ENSMUSP00000070868,ENSMUSP00000075429,ENSMUSP00000076729,ENSMUSP00000076886,ENSMUSP00000078022,ENSMUSP00000084918,ENSMUSP00000086795,ENSMUSP00000087047,ENSMUSP00000087119,ENSMUSP00000087947,ENSMUSP00000091318,ENSMUSP00000093613,ENSMUSP00000096877,ENSMUSP00000099411,ENSMUSP00000099504,ENSMUSP00000102711,ENSMUSP00000103935,ENSMUSP00000103939,ENSMUSP00000104511,ENSMUSP00000107873,ENSMUSP00000107965,ENSMUSP00000110417,ENSMUSP00000113040,ENSMUSP00000116006,ENSMUSP00000124578,ENSMUSP00000125114,ENSMUSP00000125288,ENSMUSP00000126279,ENSMUSP00000127329,ENSMUSP00000132547	Abat,Abca4,Abcb1b,Aldh1a1,Anxa6,Arhgap30,Aspa,B3galt1,Bcl6,Casp12,Cd34,Cd38,Cd86,Clu,Cyb561,Cyp26b1,Cytip,Dhx40,Dnm3,Dsg2,Ect2,Egr1,Fhl1,Flt3,Fyb,Gadd45g,Gem,Ghr,Hnf4a,Id2,Il15,Itgb3,Jun,Kcnip3,Lamp2,Lgals1,Lpar6,Mab21l2,Mcm7,Mef2c,Mgst1,Mmp14,Mmp2,Mt1,Muc1,Ndn,Ndrg1,Neo1,Nupr1,Pbx3,Pclo,Perp,Pgr,Phf11d,Pla2g4a,Plac8,Plscr1,Plscr2,Ppp1r16b,Prcp,Prtn3,Ptprk,Rbpjl,Rnase6,Rorb,Rorc,Runx1t1,S100a6,Satb1,Sdpr,Slc14a1,Stom,Tacstd2,Tc2n,Tdrd9,Tgm2,Thbd,Tm6sf1,Trim47,Tsc22d1,Vldlr,Vwf,Wwtr1,Zfp36,Zg16
GO:0044444	cytoplasmic part	74	7673	0.0231	ENSMUSP00000000505,ENSMUSP00000001051,ENSMUSP00000005256,ENSMUSP00000006679,ENSMUSP00000008684,ENSMUSP00000009058,ENSMUSP00000012348,ENSMUSP00000015460,ENSMUSP00000016638,ENSMUSP00000018094,ENSMUSP00000019734,ENSMUSP00000019998,ENSMUSP00000020974,ENSMUSP00000021028,ENSMUSP00000021119,ENSMUSP00000021120,ENSMUSP00000022616,ENSMUSP00000023151,ENSMUSP00000024860,ENSMUSP00000027009,ENSMUSP00000028175,ENSMUSP00000028241,ENSMUSP00000028386,ENSMUSP00000029140,ENSMUSP00000030691,ENSMUSP00000030964,ENSMUSP00000032961,ENSMUSP00000033952,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034215,ENSMUSP00000034745,ENSMUSP00000038017,ENSMUSP00000039041,ENSMUSP00000045369,ENSMUSP00000052283,ENSMUSP00000055694,ENSMUSP00000056916,ENSMUSP00000057815,ENSMUSP00000059389,ENSMUSP00000062615,ENSMUSP00000063548,ENSMUSP00000063562,ENSMUSP00000063656,ENSMUSP00000064538,ENSMUSP00000069457,ENSMUSP00000070868,ENSMUSP00000075429,ENSMUSP00000076886,ENSMUSP00000078022,ENSMUSP00000084918,ENSMUSP00000086795,ENSMUSP00000087119,ENSMUSP00000087947,ENSMUSP00000091318,ENSMUSP00000093613,ENSMUSP00000096877,ENSMUSP00000099411,ENSMUSP00000099504,ENSMUSP00000101981,ENSMUSP00000102711,ENSMUSP00000103935,ENSMUSP00000104511,ENSMUSP00000107873,ENSMUSP00000107965,ENSMUSP00000108019,ENSMUSP00000108326,ENSMUSP00000110417,ENSMUSP00000113040,ENSMUSP00000116191,ENSMUSP00000123924,ENSMUSP00000127329,ENSMUSP00000132547,ENSMUSP00000139672	Abat,Abcb1b,Aldh1a1,Anxa6,Arhgap30,Aspa,B3galt1,Bcl6,Casp12,Cd34,Cd38,Clu,Cyb561,Cyp26b1,Cytip,Dnm3,Ect2,Ehd3,Fhl1,Flt3,Fyb,Ghr,Gpr64,Gstm2,Hnf4a,Id2,Il15,Itgb3,Jun,Kcnip3,Lamp2,Lgals1,Mcm7,Mef2c,Mgst1,Mmp14,Mmp2,Mt1,Myo1e,Nckap1,Ndn,Ndrg1,Neo1,Nupr1,Pclo,Perp,Pgr,Pla2g4a,Plscr1,Ppp1r16b,Prcp,Procr,Prtn3,Rnase6,S100a6,Sdpr,Selp,Serpinb8,Sfrp1,Slamf1,Stom,Stxbp4,Sult1a1,Tdrd9,Tgm2,Thbd,Tm6sf1,Trim47,Trpc1,Vldlr,Vwf,Wwtr1,Zfp36,Zg16
GO:0046581	intercellular canaliculus	2	10	0.0319	ENSMUSP00000009058,ENSMUSP00000041204	Abcb1a,Abcb1b
GO:0097708	intracellular vesicle	23	1715	0.0341	ENSMUSP00000005256,ENSMUSP00000006679,ENSMUSP00000015460,ENSMUSP00000019734,ENSMUSP00000021028,ENSMUSP00000022616,ENSMUSP00000024860,ENSMUSP00000028175,ENSMUSP00000028241,ENSMUSP00000030691,ENSMUSP00000030964,ENSMUSP00000034745,ENSMUSP00000052283,ENSMUSP00000056916,ENSMUSP00000059389,ENSMUSP00000063656,ENSMUSP00000070868,ENSMUSP00000087119,ENSMUSP00000093613,ENSMUSP00000104511,ENSMUSP00000107873,ENSMUSP00000116191,ENSMUSP00000123924	Anxa6,Arhgap30,Cd38,Clu,Cyb561,Cytip,Ehd3,Itgb3,Lamp2,Mmp14,Myo1e,Ndrg1,Neo1,Pclo,Pla2g4a,Prtn3,Rnase6,Selp,Slamf1,Stom,Stxbp4,Vwf,Zg16
GO:0005764	lysosome	9	422	0.0397	ENSMUSP00000006679,ENSMUSP00000016638,ENSMUSP00000019734,ENSMUSP00000034215,ENSMUSP00000038017,ENSMUSP00000052283,ENSMUSP00000075429,ENSMUSP00000093613,ENSMUSP00000104511	Anxa6,Cd34,Cyb561,Lamp2,Mt1,Prcp,Prtn3,Rnase6,Tm6sf1
GO:0042627	chylomicron	2	12	0.0397	ENSMUSP00000001279,ENSMUSP00000015712	Lpl,Lsr
GO:0005634	nucleus	60	6086	0.0428	ENSMUSP00000000505,ENSMUSP00000001051,ENSMUSP00000005256,ENSMUSP00000006761,ENSMUSP00000008684,ENSMUSP00000017151,ENSMUSP00000018094,ENSMUSP00000018569,ENSMUSP00000020974,ENSMUSP00000021028,ENSMUSP00000021119,ENSMUSP00000021120,ENSMUSP00000021903,ENSMUSP00000022616,ENSMUSP00000023151,ENSMUSP00000027009,ENSMUSP00000028175,ENSMUSP00000029795,ENSMUSP00000030964,ENSMUSP00000031264,ENSMUSP00000032961,ENSMUSP00000034148,ENSMUSP00000034187,ENSMUSP00000034215,ENSMUSP00000034932,ENSMUSP00000039041,ENSMUSP00000041963,ENSMUSP00000044517,ENSMUSP00000045281,ENSMUSP00000045369,ENSMUSP00000047597,ENSMUSP00000055694,ENSMUSP00000057815,ENSMUSP00000060099,ENSMUSP00000062615,ENSMUSP00000063562,ENSMUSP00000063656,ENSMUSP00000069457,ENSMUSP00000069616,ENSMUSP00000070868,ENSMUSP00000076729,ENSMUSP00000078022,ENSMUSP00000084918,ENSMUSP00000086795,ENSMUSP00000087119,ENSMUSP00000087947,ENSMUSP00000091318,ENSMUSP00000099504,ENSMUSP00000102711,ENSMUSP00000103935,ENSMUSP00000103939,ENSMUSP00000104511,ENSMUSP00000110417,ENSMUSP00000113040,ENSMUSP00000116006,ENSMUSP00000124578,ENSMUSP00000125114,ENSMUSP00000125288,ENSMUSP00000127329,ENSMUSP00000132547	Aldh1a1,Anxa6,Aspa,Bcl6,Casp12,Cd38,Clu,Cytip,Dhx40,Ect2,Egr1,Fhl1,Flt3,Fyb,Gadd45g,Gem,Ghr,Hnf4a,Id2,Il15,Itgb3,Jun,Kcnip3,Lgals1,Mab21l2,Mcm7,Mef2c,Mgst1,Mmp14,Mmp2,Mt1,Muc1,Ndn,Ndrg1,Neo1,Nupr1,Pbx3,Pgr,Phf11d,Pla2g4a,Plac8,Plscr1,Plscr2,Ppp1r16b,Rbpjl,Rorb,Rorc,Runx1t1,S100a6,Satb1,Sdpr,Slc14a1,Tacstd2,Tc2n,Tdrd9,Trim47,Tsc22d1,Vldlr,Wwtr1,Zfp36
GO:0005773	vacuole	10	519	0.0445	ENSMUSP00000006679,ENSMUSP00000016638,ENSMUSP00000019734,ENSMUSP00000034215,ENSMUSP00000038017,ENSMUSP00000052283,ENSMUSP00000075429,ENSMUSP00000093613,ENSMUSP00000096877,ENSMUSP00000104511	Anxa6,Cd34,Cyb561,Lamp2,Mt1,Prcp,Prtn3,Rnase6,Thbd,Tm6sf1
GO:0030667	secretory granule membrane	4	92	0.0445	ENSMUSP00000030964,ENSMUSP00000052283,ENSMUSP00000056916,ENSMUSP00000123924	Cd38,Lamp2,Selp,Zg16
