Reanalysed, two affy_ctrls_lines deleted						
ID	Gene.symbol	logFC	adj.P.Val	P.Value	t	Gene.title
1434419_s_at	Tardbp	-0.6142501635	0.0227496706	0.0005233728	-20.3248126705	TAR DNA binding protein
1419480_at	Sell	1.0218645874	0.0228811383	0.0005274057	20.2662606872	selectin, lymphocyte
1436172_at	Gm20559	-1.5681172628	0.0229084778	0.000529229	-20.2399901547	predicted gene, 20559
1425615_a_at	Pck2	-1.4276703586	0.0229084778	0.0005300551	-20.2281283748	phosphoenolpyruvate carboxykinase 2 (mitochondrial)
1426922_s_at	Agfg1	1.5415228403	0.0229906251	0.0005337596	20.1752473004	ArfGAP with FG repeats 1
1434184_s_at	Map4k4	-1.2516899031	0.0229906251	0.0005355103	-20.1504305744	mitogen-activated protein kinase kinase kinase kinase 4
1455143_at	Nlgn2	-0.9059080497	0.0229906251	0.000535613	-20.1489795641	neuroligin 2
1453099_at	Csnk2a2	-1.4218823825	0.0229906251	0.0005360088	-20.1433847368	casein kinase 2, alpha prime polypeptide
1451726_at	Mtmr6	2.762589912	0.0230181511	0.0005385598	20.1074694829	myotubularin related protein 6
1416505_at	Nr4a1	0.3807533787	0.0230181511	0.0005386795	20.1057895311	nuclear receptor subfamily 4, group A, member 1
1460653_at	Atxn2	0.7741206122	0.0230402016	0.000540211	20.0843461153	ataxin 2
1422576_at	Atxn10	1.5337521879	0.0231073294	0.0005428033	20.0482384977	ataxin 10
1419276_at	Enpp1	0.4177943344	0.0232139721	0.0005463315	19.9994735015	ectonucleotide pyrophosphatase/phosphodiesterase 1
1419714_at	Cd274	1.5503662336	0.023376759	0.0005525608	19.9144202407	CD274 antigen
1440964_s_at	Cbfa2t3	-0.5412133887	0.023376759	0.0005527408	-19.9119828581	core-binding factor, runt domain, alpha subunit 2, translocated to, 3 (human)
1424514_at	Rnf126	-0.3661859178	0.023376759	0.0005532534	-19.9050455028	ring finger protein 126
1451785_at	Rpgrip1	-0.4585403076	0.0234416625	0.0005558226	-19.8704084689	retinitis pigmentosa GTPase regulator interacting protein 1
1423231_at	Nrgn	1.2410127016	0.023457498	0.0005572319	19.8515018698	neurogranin
1423052_at	Arf4	1.9788451661	0.0235755696	0.0005610757	19.8002664726	ADP-ribosylation factor 4
1416990_at	Rxrb	-0.7643426715	0.0237276661	0.0005666196	-19.7272125438	retinoid X receptor beta
1452646_at	Trp53inp2	-1.4452292238	0.0237276661	0.00056684	-19.7243277548	transformation related protein 53 inducible nuclear protein 2
1452313_at	Rhno1	-2.1543603316	0.0237276661	0.0005678326	-19.7113581935	RAD9-HUS1-RAD1 interacting nuclear orphan 1
1434796_at	Vamp4	-0.4400567596	0.0237285468	0.0005688995	-19.6974532125	vesicle-associated membrane protein 4
1416103_at	Ywhaz	1.1242168616	0.0238680964	0.0005736138	19.6364333637	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide
1424059_at	Suv420h2	-1.4112199548	0.0238680964	0.0005743491	-19.6269787651	suppressor of variegation 4-20 homolog 2 (Drosophila)
1426524_at	Gnpda2	0.5426713714	0.0239642074	0.000577718	19.5838688462	glucosamine-6-phosphate deaminase 2
1419452_at	Uchl5	1.9917619733	0.0240203628	0.000580521	19.5482631836	ubiquitin carboxyl-terminal esterase L5
1417515_at	Lsm10	-2.350688283	0.0240203628	0.000581516	-19.535679515	U7 snRNP-specific Sm-like protein LSM10
1436269_s_at	Htra2	-1.1440621901	0.0240203628	0.0005822477	-19.5264461938	HtrA serine peptidase 2
1434087_at	Mthfr	-1.8120609695	0.0240533055	0.0005841063	-19.5030616372	5,10-methylenetetrahydrofolate reductase
1436689_a_at	Aldh9a1	-1.2233628006	0.0240785255	0.0005869274	-19.4677608209	aldehyde dehydrogenase 9, subfamily A1
1450058_at	Asph	0.8053047428	0.0240785255	0.0005880111	19.454263003	aspartate-beta-hydroxylase
1426292_at	Zfp790	1.012570945	0.0240785255	0.0005905506	19.4227642899	zinc finger protein 790
1421814_at	Msn	2.080325805	0.0240785255	0.0005905664	19.4225688138	moesin
1439452_x_at	Dnpep	-1.5315655559	0.0240785255	0.0005909747	-19.4175229849	aspartyl aminopeptidase
1460317_s_at	Gna13	1.7596378883	0.0240785255	0.0005910859	19.4161489548	guanine nucleotide binding protein, alpha 13
1432176_a_at	Eng	-1.6823566623	0.0241003161	0.0005932823	-19.3890896536	endoglin
1423616_at	Tarbp2	-1.742491604	0.0241003161	0.0005942062	-19.3777478925	TARBP2, RISC loading complex RNA binding subunit
1451380_at	Zfyve19	-0.8506815222	0.0241003161	0.0005948073	-19.3703821798	zinc finger, FYVE domain containing 19
1438178_x_at	Atad3a	-2.4787630003	0.0241487342	0.0005976397	-19.3358110462	ATPase family, AAA domain containing 3A
1424899_at	Nmnat3	0.4048728589	0.0241487342	0.0005981308	19.3298388112	nicotinamide nucleotide adenylyltransferase 3
1439429_x_at	Dtx2	-1.6474076515	0.024202747	0.0006010366	-19.2946443782	deltex 2, E3 ubiquitin ligase
1418255_s_at	Srf	1.5856861853	0.024202747	0.0006020916	19.2819243168	serum response factor
1435133_at	Ugcg	2.306877928	0.024202747	0.0006026687	19.2749792034	UDP-glucose ceramide glucosyltransferase
1460424_at	Tmem160	-1.4306468729	0.0242141468	0.0006046758	-19.2508943401	transmembrane protein 160
1420376_a_at	Gm12657///Gm6749///H3f3c///Gm10257///H3f3b///H3f3a	0.7385153163	0.0242141468	0.0006050869	19.2459754176	predicted gene 12657///predicted pseudogene 6749///H3 histone, family 3C///H3 histone, family 3A pseudogene///H3 histone, family 3B///H3 histone, family 3A
1426861_at	Aftph	1.8040776393	0.0243109668	0.0006085777	19.2043855464	aftiphilin
1453106_a_at	Rnmt	1.0998687705	0.0243700544	0.0006111309	19.1741737812	RNA (guanine-7-) methyltransferase
1425684_at	Akr1b10	-2.7177121373	0.0244466816	0.0006141299	-19.1389069942	aldo-keto reductase family 1, member B10 (aldose reductase)
1451086_s_at	Rac1	2.6064381148	0.024537106	0.0006174829	19.0997564396	RAS-related C3 botulinum substrate 1
1441394_at	C76554	-2.2196827055	0.0245660748	0.0006192946	-19.0787236267	expressed sequence C76554
1424326_at	Lemd2	-1.7699342448	0.0247648154	0.0006266999	-18.9936218566	LEM domain containing 2
1423577_at	Slf1	-0.5411260314	0.0247648154	0.0006279185	-18.9797493311	SMC5-SMC6 complex localization factor 1
1452051_at	Actr3	2.5165030469	0.0247648154	0.0006287083	18.970778928	ARP3 actin-related protein 3
1460700_at	Stat3	1.2460854041	0.0247648154	0.0006302261	18.9535817007	signal transducer and activator of transcription 3
1415889_a_at	Hsp90b1	1.541700525	0.0247648154	0.0006316838	18.9371195535	heat shock protein 90, beta (Grp94), member 1
1456014_s_at	Fermt3	-1.7269751065	0.0247648154	0.0006317395	-18.9364905222	fermitin family member 3
1427411_s_at	Dleu2	-0.7220435535	0.0247648154	0.0006319448	-18.9341766573	deleted in lymphocytic leukemia, 2
1434412_x_at	Stub1	-1.4246967436	0.0247732049	0.0006346119	-18.9042079476	STIP1 homology and U-Box containing protein 1
1460260_s_at	Kpna1	1.2131510488	0.0247732049	0.0006351004	18.8987371274	karyopherin (importin) alpha 1
1424621_at	Krcc1	2.4743262524	0.0247732049	0.0006354343	18.8950007968	lysine-rich coiled-coil 1
1450862_at	Rad54l	-1.9728496943	0.0247864243	0.0006375372	-18.8715349349	RAD54 like (S. cerevisiae)
1451064_a_at	Psat1	1.3001571376	0.0247864243	0.0006379582	18.866849451	phosphoserine aminotransferase 1
1452030_a_at	Hnrnpr	1.1796897133	0.0249579381	0.0006434726	18.8058695725	heterogeneous nuclear ribonucleoprotein R
1424483_at	Mob1a	1.1687818629	0.0250161158	0.0006469171	18.7681425017	MOB kinase activator 1A
1423769_at	Ptcd2	-1.7592104584	0.0250161158	0.0006484307	-18.7516503595	pentatricopeptide repeat domain 2
1449639_at		-0.7035816858	0.0250161158	0.0006486946	-18.7487803616	
1424249_a_at	Arhgap9	-2.437791227	0.0250161158	0.0006498303	-18.7364482456	Rho GTPase activating protein 9
1452470_at	Cep350	1.3994280443	0.0250161158	0.0006508695	18.7251891522	centrosomal protein 350
1418273_a_at	Gm12191///Gm7429///Gm6570///Gm6109///Gm5481///Rpl30	0.4208207238	0.0250161158	0.0006528626	18.7036651525	ribosomal protein L30 pseudogene///predicted pseudogene 7429///predicted gene 6570///predicted gene 6109///predicted gene 5481///ribosomal protein L30
1424161_at	Ddx27	-2.5598830313	0.0250161158	0.000652913	-18.7031220969	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27
1433878_at	Mrps26	-1.873512755	0.0250161158	0.0006537927	-18.6936508633	mitochondrial ribosomal protein S26
1417134_at	Srpk2	1.8228760419	0.0250400461	0.0006560414	18.6695215936	serine/arginine-rich protein specific kinase 2
1437102_at	Ythdf1	1.7685872106	0.0250400461	0.000659431	18.6333618756	YTH domain family 1
1415860_at	Kpna2	1.5858309428	0.0250400461	0.0006623081	18.6028701171	karyopherin (importin) alpha 2
1424740_at	Creb3	-0.3958882931	0.0250400461	0.0006623512	-18.6024150495	cAMP responsive element binding protein 3
1417095_a_at	Hspa14	-0.755490442	0.0250400461	0.0006666358	-18.5573448901	heat shock protein 14
1425585_at	Med12	-1.5826059234	0.0250400461	0.0006680641	-18.5424089551	mediator complex subunit 12
1415779_s_at	Actg1	0.7731685425	0.0250400461	0.0006682815	18.5401386143	actin, gamma, cytoplasmic 1
1437709_x_at	Ttc13	-0.9667097326	0.0250400461	0.0006683642	-18.5392761662	tetratricopeptide repeat domain 13
1428169_at	Atg16l1	-1.8686064594	0.0250400461	0.0006689963	-18.5326840222	autophagy related 16-like 1 (S. cerevisiae)
1419054_a_at	Ptpn21	0.6525524092	0.0250400461	0.0006698737	18.523547633	protein tyrosine phosphatase, non-receptor type 21
1423597_at	Atp8a1	2.9321369184	0.0250400461	0.0006704477	18.5175792944	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1
1431125_a_at	Tars2	-0.7158595191	0.0250400461	0.000671802	-18.5035269213	threonyl-tRNA synthetase 2, mitochondrial (putative)
1434676_at	Mtmr9	-1.349264245	0.0250400461	0.0006730719	-18.490384026	myotubularin related protein 9
1417110_at	Man1a	1.9166928834	0.0250400461	0.0006735584	18.4853583599	mannosidase 1, alpha
1416503_at	Lxn	-1.699854414	0.0250400461	0.0006753262	-18.4671386688	latexin
1455339_at	Fkbp15	-0.505050446	0.0250400461	0.0006769298	-18.4506663714	FK506 binding protein 15
1426384_a_at	Ywhae	2.3371883563	0.0250400461	0.0006793725	18.4256793405	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide
1423132_a_at	Nsa2	1.2002665128	0.0250400461	0.0006824511	18.3943614326	NSA2 ribosome biogenesis homolog
1420514_at	Tmem47	2.4741684366	0.0250400461	0.0006831645	18.3871320084	transmembrane protein 47
1419509_a_at	Nagk	-2.1298971663	0.0250400461	0.0006834618	-18.3841222257	N-acetylglucosamine kinase
1428110_x_at	Vps11	-1.5794591866	0.0250400461	0.0006850749	-18.3678231216	VPS11, CORVET/HOPS core subunit
1415767_at	Ythdf1	2.58479565	0.0250400461	0.0006859013	18.3594934949	YTH domain family 1
1424168_a_at	Capzb	0.6188169988	0.0250400461	0.0006865464	18.3530001022	capping protein (actin filament) muscle Z-line, beta
1455819_at	Ptbp3	1.2245897225	0.0250400461	0.0006896072	18.3223074579	polypyrimidine tract binding protein 3
1454610_at	Sept7	1.3780815173	0.0250400461	0.0006898515	18.3198653162	septin 7
1460707_at	Ptp4a2	2.0629956013	0.0250400461	0.0006913849	18.3045668858	protein tyrosine phosphatase 4a2
1425072_at	Skp2	-2.4598785483	0.0250400461	0.000691508	-18.3033411234	S-phase kinase-associated protein 2 (p45)
1434425_at	Tchh	-0.2984809151	0.0250400461	0.0006924355	-18.2941120639	trichohyalin
1415857_at	Emb	1.2738998791	0.0250400461	0.0006935692	18.2828542112	embigin
1449947_s_at	Zfhx3	-2.8849894159	0.0250400461	0.0006958206	-18.2605720675	zinc finger homeobox 3
1418849_x_at	Aqp7	-0.286761768	0.0250400461	0.0006960854	-18.2579583752	aquaporin 7
1419801_x_at		-0.6300015775	0.0250400461	0.0006961282	-18.2575352309	
1428127_at	Atxn7l3b	-2.2851581203	0.0250400461	0.0006972363	-18.2466120698	ataxin 7-like 3B
1448345_at	Tomm34	-1.0738284323	0.0250400461	0.000697561	-18.2434151356	translocase of outer mitochondrial membrane 34
1424199_at	Seh1l	2.3365616409	0.0250400461	0.000697587	18.2431598039	SEH1-like (S. cerevisiae
1438389_x_at	Acly	-0.2618543431	0.0250400461	0.0006983572	-18.2355854358	ATP citrate lyase
1451242_a_at	Ppp5c	-2.5490012186	0.0250400461	0.0006998771	-18.2206735893	protein phosphatase 5, catalytic subunit
1438511_a_at	Rgcc	-1.5540081063	0.0250400461	0.0007002019	-18.2174929222	regulator of cell cycle
1438510_a_at	Hars	-1.106357485	0.0250400461	0.0007013915	-18.2058597198	histidyl-tRNA synthetase
1417269_at	Cdk9	0.2625149014	0.0250400461	0.0007015735	18.2040826656	cyclin-dependent kinase 9 (CDC2-related kinase)
1418313_at	Zfp276	-1.2412649235	0.0250400461	0.0007017178	-18.2026743371	zinc finger protein (C2H2 type) 276
1418401_a_at	Dusp16	1.794742107	0.0250400461	0.0007031483	18.1887299567	dual specificity phosphatase 16
1425042_s_at	Pelp1	-2.9413717508	0.0250400461	0.0007045555	-18.1750509996	proline, glutamic acid and leucine rich protein 1
1416581_at	Wdr5	-0.496726228	0.0250400461	0.0007071788	-18.1496506227	WD repeat domain 5
1460203_at	Itpr1	1.6018660571	0.0250400461	0.0007078636	18.1430410791	inositol 1,4,5-trisphosphate receptor 1
1455898_x_at	Slc2a3	0.2576166488	0.0250400461	0.0007086221	18.1357308053	solute carrier family 2 (facilitated glucose transporter), member 3
1452464_a_at	Metap1d	-1.5197190769	0.0250400461	0.0007094787	-18.1274877256	methionyl aminopeptidase type 1D (mitochondrial)
1419537_at	Tfec	1.9498241753	0.0250400461	0.0007100819	18.1216906956	transcription factor EC
1429302_at	Csnk2a2	-2.0946292571	0.0250400461	0.0007108639	-18.1141860357	casein kinase 2, alpha prime polypeptide
1449519_at	Gadd45a	2.2641458351	0.0250400461	0.0007110338	18.1125573362	growth arrest and DNA-damage-inducible 45 alpha
1450849_at	Hnrnpu	3.8197545669	0.0250400461	0.0007118991	18.1042688518	heterogeneous nuclear ribonucleoprotein U
1419512_at	Prpf40b	-2.2513531103	0.0250400461	0.0007120723	-18.1026120249	pre-mRNA processing factor 40B
1423332_at	Sdcbp	1.60736006	0.0250400461	0.0007129074	18.0946283531	syndecan binding protein
1417726_at	Sssca1	-4.1423136025	0.0250531422	0.0007143844	-18.0805403671	Sjogren's syndrome/scleroderma autoantigen 1 homolog (human)
1426738_at	Dgkz	-1.1817810678	0.025078634	0.0007171995	-18.0538004048	diacylglycerol kinase zeta
1424983_a_at	Cacul1	2.0089999333	0.025078634	0.0007179566	18.0466326425	CDK2 associated, cullin domain 1
1460689_at	Desi1	0.2860179325	0.025078634	0.0007184272	18.0421836085	desumoylating isopeptidase 1
1417574_at	Cxcl12	-1.4082785113	0.0251281141	0.0007209521	-18.0183774468	chemokine (C-X-C motif) ligand 12
1460629_at	Trim16	0.4251233219	0.0251320772	0.0007221734	18.0069030484	tripartite motif-containing 16
1426486_at	Ubxn4	-0.7336698575	0.0251719582	0.0007244288	-17.9857836981	UBX domain protein 4
1422065_at	Klrb1b	-0.5095661494	0.0252329927	0.0007273309	-17.958740142	killer cell lectin-like receptor subfamily B member 1B
1424285_s_at	Arl6ip4	-1.6790266513	0.0252329927	0.0007284094	-17.9487277398	ADP-ribosylation factor-like 6 interacting protein 4
1455235_x_at	Ldhb	-0.3693112121	0.0252380881	0.0007296688	-17.9370619016	lactate dehydrogenase B
1416088_a_at	Rps15	-2.6089198988	0.0253257556	0.0007333196	-17.9034001244	ribosomal protein S15
1454067_a_at	4931406C07Rik	2.8536518586	0.0253405128	0.0007348684	17.8891882575	RIKEN cDNA 4931406C07 gene
1435738_x_at	Serf2	-1.8552968655	0.0253405128	0.0007359805	-17.8790095037	small EDRK-rich factor 2
1429246_a_at	Anxa6	-3.2537434825	0.0253855817	0.0007384083	-17.8568614108	annexin A6
1449619_s_at	Arhgap9	-2.7506173644	0.0254295986	0.0007408094	-17.8350546523	Rho GTPase activating protein 9
1416657_at	Akt1	-0.8038146211	0.0255155907	0.0007452512	-17.7949686463	thymoma viral proto-oncogene 1
1416837_at	Bax	-0.6732834885	0.0255155907	0.0007455635	-17.7921618836	BCL2-associated X protein
1460684_at	Tm7sf2	-1.2111051593	0.0255272405	0.000747029	-17.7790159465	transmembrane 7 superfamily member 2
1423684_at	Hnrnpk	1.2117357888	0.0255800002	0.0007497003	17.7551433233	heterogeneous nuclear ribonucleoprotein K
1416254_a_at	Vps16	-1.517685532	0.0256267195	0.000752199	-17.7329189591	VSP16 CORVET/HOPS core subunit
1455291_s_at	Znrf2	0.523671721	0.0256395156	0.0007537126	17.71950526	zinc and ring finger 2
1427058_at	Eif4a1	1.1197541346	0.0256395156	0.0007549896	17.7082176526	eukaryotic translation initiation factor 4A1
1423058_at	Capza2	1.2998196234	0.0256395156	0.0007573722	17.6872262127	capping protein (actin filament) muscle Z-line, alpha 2
1418698_a_at	Fech	2.3259926505	0.0256395156	0.0007591109	17.6719654252	ferrochelatase
1426892_at	Utrn	5.3303758	0.0256395156	0.0007598811	17.6652201318	utrophin
1436816_at	Nup133	-1.7116722288	0.0256395156	0.0007600359	-17.6638652948	nucleoporin 133
1435732_x_at	Atp6v0c	0.9465950987	0.0256395156	0.0007611247	17.6543490074	ATPase, H+ transporting, lysosomal V0 subunit C
1422504_at	Glrb	-0.3441182374	0.0256395156	0.0007616145	-17.6500740775	glycine receptor, beta subunit
1449435_at	B4galt3	-1.6446545484	0.025664096	0.0007634758	-17.6338637381	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3
1423753_at	Bambi	-1.0187187524	0.0256853772	0.0007653169	-17.6178816136	BMP and activin membrane-bound inhibitor
1460656_a_at	Sft2d1	-1.0834619813	0.0256853772	0.0007663729	-17.6087389177	SFT2 domain containing 1
1452254_at	Mtmr9	1.1271915214	0.0257900392	0.000770746	17.5710595584	myotubularin related protein 9
1416089_at	Rps15	-3.2770621768	0.0257900392	0.000772527	-17.5557977467	ribosomal protein S15
1436226_at	Tceb1	0.753926134	0.0257900392	0.0007729055	17.5525602732	transcription elongation factor B (SIII), polypeptide 1
1449280_at	Esm1	-0.3522911973	0.0257918395	0.0007755901	-17.5296620207	endothelial cell-specific molecule 1
1452272_a_at	Gfer	-1.3747854041	0.0257918395	0.0007762975	-17.523646671	growth factor, erv1 (S. cerevisiae)-like (augmenter of liver regeneration)
1448926_at	Hoxa5	-1.9322989883	0.0257918395	0.0007777844	-17.511026839	homeobox A5
1429244_at	2610524H06Rik	-1.3618163854	0.0257918395	0.0007786122	-17.5040155213	RIKEN cDNA 2610524H06 gene
1436179_a_at	Dnajc5	-0.4868175622	0.0257918395	0.000778643	-17.5037544172	DnaJ heat shock protein family (Hsp40) member C5
1450963_at	Hnrnpf	2.4396120174	0.0258177982	0.0007812991	17.4813267614	heterogeneous nuclear ribonucleoprotein F
1421904_at	Tgs1	1.6370588876	0.0258177982	0.0007817024	17.4779309603	trimethylguanosine synthase 1
1450011_at	Hsd17b12	2.3813564714	0.0258214641	0.0007829514	17.4674282044	hydroxysteroid (17-beta) dehydrogenase 12
1448976_at	Tfip11	-1.2907269238	0.0259928614	0.000789294	-17.4144462082	tuftelin interacting protein 11
1437457_a_at	Mtpn	1.63508598	0.0260533997	0.0007929731	17.3839807664	myotrophin
1433890_a_at	Bag6	-1.6927203214	0.0260533997	0.0007949086	-17.3680311094	BCL2-associated athanogene 6
1415903_at	Slc38a1	1.0658883513	0.0260533997	0.0007957478	17.3611320344	solute carrier family 38, member 1
1431339_a_at	Efhd2	0.615136115	0.0260533997	0.0007976112	17.34584835	EF hand domain containing 2
1428056_at	Klra1	-0.3170549053	0.0260533997	0.0007977703	-17.3445455295	killer cell lectin-like receptor, subfamily A, member 1
1433786_x_at	Serf2	-1.9792184691	0.0260533997	0.0007980217	-17.3424880054	small EDRK-rich factor 2
1420828_s_at	Ywhaq	1.9426170975	0.026159043	0.0008024105	17.3067099132	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide
1417800_at	Parp2	-0.6936213395	0.0261726289	0.0008044776	-17.2899515073	poly (ADP-ribose) polymerase family, member 2
1436781_at	Man2b1	-2.79354777	0.0261726289	0.0008051342	-17.2846403492	mannosidase 2, alpha B1
1417872_at	Fhl1	1.9703424874	0.0262019668	0.0008071915	17.2680384184	four and a half LIM domains 1
1450852_s_at	F2r	0.89846855	0.0262398556	0.0008109482	17.2378712764	coagulation factor II (thrombin) receptor
1422708_at	Pik3cg	-1.6773991866	0.0262398556	0.000811511	-17.2333687987	phosphoinositide-3-kinase, catalytic, gamma polypeptide
1435840_x_at	BC147527	-0.8044561317	0.0262398556	0.0008118281	-17.2308339638	cDNA sequence BC147527
1418322_at	Crem	1.0259003441	0.0262471437	0.0008138775	17.2144815377	cAMP responsive element modulator
1420140_at	Mepce	-0.3946068961	0.0262471437	0.0008158038	-17.1991635435	methylphosphate capping enzyme
1449934_at	Pura	-3.178264953	0.0262471437	0.0008175575	-17.1852610261	purine rich element binding protein A
1436851_at	Pkn1///Ptger1	-2.4330863089	0.0262471437	0.0008179253	-17.1823502215	protein kinase N1///prostaglandin E receptor 1 (subtype EP1)
1433684_at	Chmp6	-2.007369689	0.0262471437	0.000818438	-17.1782957352	charged multivesicular body protein 6
1426402_at	Syncrip	0.8183827125	0.0262471437	0.000819312	17.17139284	synaptotagmin binding, cytoplasmic RNA interacting protein
1450740_a_at	Mapre1	0.6542907863	0.0262471437	0.0008210974	17.1573221964	microtubule-associated protein, RP/EB family, member 1
1438860_a_at	Slc44a2	-1.0135552005	0.0262471437	0.0008222259	-17.1484494816	solute carrier family 44, member 2
1453744_a_at	Ankrd40	0.439574611	0.0262471437	0.0008224645	17.1465761868	ankyrin repeat domain 40
1452769_at	Rnf145	2.494399693	0.0263090365	0.00082603	17.118665569	ring finger protein 145
1426664_x_at	Slc45a3	0.4274117909	0.0263090365	0.0008267229	17.1132601907	solute carrier family 45, member 3
1416323_at	Kctd20	1.7372309973	0.0264187949	0.0008313363	17.0774321869	potassium channel tetramerisation domain containing 20
1422486_a_at	Smad4	-1.6758762963	0.0264594733	0.0008337824	-17.0585450946	SMAD family member 4
1448987_at	Acadl	2.096306919	0.0266131301	0.0008397973	17.0124252406	acyl-Coenzyme A dehydrogenase, long-chain
1423177_a_at	Abi1	1.9117053115	0.0266519087	0.0008429069	16.9887591501	abl-interactor 1
1438547_x_at	Tor2a	-0.9104342205	0.0266519087	0.0008433702	-16.9852434173	torsin family 2, member A
1448356_at	Ube2d2a	0.5510850975	0.0266652464	0.0008463457	16.9627271205	ubiquitin-conjugating enzyme E2D 2A
1448472_at	Vars	-1.9546509501	0.0266652464	0.0008476969	-16.9525377855	valyl-tRNA synthetase
1426385_x_at	Ywhae	2.445804039	0.0266652464	0.0008481583	16.9490635514	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide
1436362_x_at	2700079J08Rik	-2.0618018225	0.0266652464	0.0008491517	-16.9415919237	RIKEN cDNA 2700079J08 gene
1438758_at	Adi1	1.7286810039	0.0266652464	0.0008537547	16.907128779	acireductone dioxygenase 1
1420535_a_at	Nub1	0.4825857359	0.0266652464	0.0008550141	16.897744288	negative regulator of ubiquitin-like proteins 1
1424656_s_at	Usp19	-1.749719943	0.0266652464	0.0008551049	-16.8970682909	ubiquitin specific peptidase 19
1427254_at	Zfp445	1.6235724776	0.0266652464	0.0008562967	16.8882061119	zinc finger protein 445
1438736_at	Thoc2	2.5146960754	0.0266652464	0.0008567649	16.8847290899	THO complex 2
1455978_a_at	Matn2	-0.3895858135	0.0266652464	0.0008576235	-16.8783594664	matrilin 2
1419665_a_at	Nupr1	0.8449945789	0.0266652464	0.0008583086	16.8732834328	nuclear protein transcription regulator 1
1415699_a_at	Gps1	-1.5160288763	0.0266652464	0.0008592192	-16.8665450176	G protein pathway suppressor 1
1451287_s_at	Aif1l	-0.2495884744	0.0266652464	0.0008614099	-16.8503738802	allograft inflammatory factor 1-like
1423247_at	Erp44	1.7130673515	0.0266652464	0.0008618225	16.8473351313	endoplasmic reticulum protein 44
1419584_at	Ttc28	-1.2819581649	0.0266652464	0.0008622945	-16.8438604197	tetratricopeptide repeat domain 28
1425544_at	Plekha5	2.7468271388	0.0266652464	0.0008628381	16.8398625922	pleckstrin homology domain containing, family A member 5
1417590_at	Cyp27a1	-0.3603369295	0.0266652464	0.0008648624	-16.8250039314	cytochrome P450, family 27, subfamily a, polypeptide 1
1423736_a_at	Dym	0.8997807071	0.0266652464	0.0008649459	16.8243920669	dymeclin
1436315_at	Kat6a	0.6098190194	0.0267355039	0.000870014	16.787403988	K(lysine) acetyltransferase 6A
1448921_a_at	Mrps9	-1.2124603784	0.0267355039	0.0008702688	-16.7855522832	mitochondrial ribosomal protein S9
1427988_s_at	Safb2	-1.4468177845	0.0267355039	0.0008707597	-16.7819870063	scaffold attachment factor B2
1418431_at	Kif5b	2.7534507386	0.0267403691	0.0008732515	16.7639308767	kinesin family member 5B
1423273_at	Polg	-1.5627624888	0.0267403691	0.0008739425	-16.7589364234	polymerase (DNA directed), gamma
1422616_s_at	Wdr54	-0.4507229836	0.0267403691	0.0008749125	-16.7519342298	WD repeat domain 54
1426712_at	Slc6a15	3.4975581006	0.0267403691	0.0008758462	16.7452039373	solute carrier family 6 (neurotransmitter transporter), member 15
1431624_a_at	Rnf219	-0.3166747465	0.0267403691	0.0008768107	-16.7382624499	ring finger protein 219
1426487_a_at	Rbbp6	-1.6384231765	0.0268191778	0.0008810616	-16.7077917251	retinoblastoma binding protein 6
1424320_a_at	Traf7	-0.7484923249	0.0268191778	0.0008819812	-16.7012272356	TNF receptor-associated factor 7
1426787_at	LOC100861749///Sfi1	-1.7093002173	0.0268191778	0.0008845272	-16.6830992136	protein SFI1 homolog///Sfi1 homolog, spindle assembly associated (yeast)
1448235_s_at	Gm21596///Hmgb1-ps10///4932431P20Rik///Hmgb1	1.5110572406	0.0268191778	0.0008851115	16.6789495097	predicted gene, 21596///high mobility group box1, pseudogene 10///RIKEN cDNA 4932431P20 gene///high mobility group box 1
1451122_at	Idi1	1.8697211704	0.0268191778	0.000885762	16.6743337937	isopentenyl-diphosphate delta isomerase
1415926_at	Nup62	1.1717795621	0.0268191778	0.0008864867	16.6691965126	nucleoporin 62
1449906_at	Selp	7.1626035029	0.0269333581	0.0008921752	16.6290736296	selectin, platelet
1433461_at	Sf3b2	-0.9068031895	0.0269333581	0.0008933533	-16.620807852	splicing factor 3b, subunit 2
1450865_s_at	Mrps24	-1.211377917	0.0269333581	0.0008938219	-16.6175241868	mitochondrial ribosomal protein S24
1447130_at	D8Wsu26e	-0.5480800426	0.0270164558	0.0008985143	-16.5847727887	DNA segment, Chr 8, Wayne State University 26, expressed
1423526_at	Arid3b	-1.3258040898	0.0270164558	0.000898961	-16.5816673575	AT rich interactive domain 3B (BRIGHT-like)
1439443_x_at	Tkt	0.7901297713	0.0270174448	0.0009013376	16.5651794157	transketolase
1423780_at	Hibadh	1.2905347196	0.0270174448	0.0009013753	16.5649186067	3-hydroxyisobutyrate dehydrogenase
1420760_s_at	Ndrg1	1.4135461751	0.0270360174	0.0009057255	16.5348950404	N-myc downstream regulated gene 1
