Genes,Bersenev, Chambers, Flach, Norddahl, Wahlestedt, Grover, Kirshner, Kowalczyk, Mann, Lazare, Maryanovich, Sun
Nav1,0.571212961,0,0.367798122,0.670494824,0.403069354,0,0.005928227,0,0,0,0,0
Abcb1b,0.571001259,-0.065400666,0.338462751,0.678298011,0.646158308,0.14703129,0,0,0,0.333004819,0.817755723,0.526703336
Dhx40,0.563655793,0.704323681,0.203126588,1.092794474,1.028678067,0,9.79E-05,0,0,0.797321847,1.333529229,0.826659159
B4galnt4,0.5633742,0,-0.041626476,0.866922093,0.65060686,0,0,0,0,0.214318452,0.681848742,0.677062255
Dennd5b,0.561840484,0,0.153871474,0.900855629,0.687245227,0,0.370131169,0,0.297820835,0.685636745,0.930463293,0.689270486
Hsdl2,0.560239318,0.961419131,0.054906714,0.401483937,0.467450149,0,0.261877288,0,0,0.082282181,0.370429635,0.565588185
Dock10,-0.551082364,0,-0.123715449,-0.638474785,-0.292203496,9.61E-06,0,0,0,-0.276386231,-0.892817952,-0.664748173
Gng2,-0.544985004,-0.229162444,0.222161561,-0.393722758,-0.051360796,3.29E-07,0,0,0,-0.006808552,-0.475862629,-0.236065418
Evc,0.536347357,0.049260168,0.302866383,0.627035995,0.471533663,0.000373733,0,0,0,0.278964499,1.168595384,0.803343105
Ung,-0.531733406,0.606530083,-0.005621974,-0.971806912,-0.739173951,0,0,0,0,-0.525879278,-0.333159284,-0.497403565
Pls3,0.527081066,2.449818505,-0.279871874,0.478530015,0.389971812,0.029200605,0,0,0,0.044918424,0.270689003,0.640715575
Glipr1l1,0.52510475,0,-0.115976036,-0.139182562,-0.087584358,0,0,0,0,0,3.090087349,0.843153352
Mad1l1,-0.515314749,0.003549891,0.175291594,-0.012200314,-0.036810706,0,0,0,0,-0.280909538,0.06391717,-0.505423373
A630072M18Rik,0.503665354,-0.879183134,0.087855158,0.963066315,0.994183108,0,0,0,0,0.317099588,-0.693892794,1.089085966
Rin3,-0.503193137,0,0.001866571,-0.619970373,-0.647000998,0,0,0,0,-0.419742584,-0.67219793,-0.709060013
Dnajb9,0.500688897,0.787076458,-0.423857214,0.100489799,0.112003067,0,0.124958094,0,0,-0.012218477,0.38962301,0.626034949
Slc40a1,-0.495876874,-0.375064276,-0.06558235,-1.275598447,-0.196979885,0,0,0,0,0.174942369,-0.703072757,-0.705795596
Zan,-0.49410374,-0.220471923,-0.007575478,-0.173438799,-0.197096202,0,0,0,0,-0.182181926,-1.842378531,-1.817931668
Ccdc62,0.492292938,0,0.073495854,0.70548253,0.154100768,0,0,0,0,-0.885276248,1.283270234,0.139687085
Kctd14,-0.491446216,-0.350128341,-0.280953884,-0.796415913,-0.58555631,0,0,0,0,0.156779415,-0.476553977,-0.313605536
Fads2,0.488997602,0.708931223,0.211407438,0.529443729,0.567128818,0,0,0,0,0,0,0
Ikzf2,-0.486071511,0.003627456,0.11735869,-0.2532809,-0.417753346,0.0006373,0,0,0,-0.272491589,-0.491750642,-0.530712288
Trpc6,0.485440536,0.842696371,0.04647263,0.678190558,0.509212561,0,0,0,0.442613936,0.24886379,0.445679891,0.575014571
Sorl1,-0.483493636,-0.534302988,-0.169791643,-0.612789836,-0.482928358,0,0,0,0,0.313888189,-2.000599364,-0.121547803
Tsc22d1,0.476190462,0.2961568,0.124509502,0.416106861,0.318809047,0.00074576,0.005115192,2.20E-07,0,0.325898711,0.912576488,0.694605189
Nrgn,0.47616964,1.241012702,0.439835637,0.293384833,0.090835622,0,0,0,0,0.31450885,0.943368314,0.356539647
Irf2bp2,-0.460330658,0,0.030621242,-0.51233735,-0.509138907,0.003169315,0,0,0,-0.165022377,-0.681121863,-0.50435375
Zfp462,0.459524639,0,0.643928132,0.311649296,0.575177954,0,0,0,0,0.336709155,0.859442612,0.070836893
Rhobtb3,-0.457160134,0,-0.327678179,-0.575058245,-0.447756687,0,0,0,0,0,0,0
Pde4d,-0.44524437,0,0.19019158,-0.11455259,-0.23862659,0,0,0,0,0.109819404,-0.039367137,-0.416421693
Gm1966,0.422677762,0,0,0,0,0.166700113,0,0,0,0.228993686,-1.086656332,0.045597515
Elovl5,-0.392129381,1.437568392,-0.689216148,-0.460646135,-0.236191705,0,0,0.000667876,-0.259216497,-0.253945689,0.002481609,0.019475389
Vopp1,0.141680081,3.206051172,-0.316690192,0.383994723,0.409034843,0,0,0,0,0.297788142,0.412986366,0.43374604
Acvr2b,-0.232121199,-2.298286586,-0.009514927,-0.107289757,-0.065625346,0,0,0,0,-0.303512674,-0.66256352,-0.637600026
Sult1a1,1.050048487,3.788032114,0.807781302,2.848187398,2.018886699,1.14E-13,0.074626044,1.28E-25,1.125741627,0,0,0
Laptm5,-0.063798316,1.555174964,-0.128114537,-0.162316751,-0.202758494,0.036954641,0,2.03E-08,0,-0.136965506,-0.11346879,0.018097622
Slc14a1,0.540955946,0.914641988,0.69742772,0.545252634,0.547797752,0.000296866,0,0,0,0.486067813,0.650981191,0.446908751
Anxa6,-0.930451117,-2.757972285,-0.18657426,-0.357029394,-0.657571969,5.49E-06,0.015571989,4.68E-06,0,-0.373309971,-1.412204354,-1.048762928
Sdpr,0,4.745035952,1.585894652,2.374700146,1.955498965,7.30E-15,0,2.01E-16,0.382154026,0,0,0
Irak1,-0.003169482,-0.929260467,0.169303667,-0.16401458,-0.198557482,0,0,0,0,0.188303455,-0.587024616,-0.079843139
Pfn2,-0.256439583,1.444133118,-0.138885377,1.634334653,0.893097917,0,0,0,0,-0.13830193,0.685441994,1.252034986
Ghr,0.596473638,2.140827708,-0.034258606,0.812066751,0.811991028,0.293389442,0,0,0,0.751381091,0.98496782,1.076906141
Il17re,0.034021976,-0.660008033,0.099730443,0.103780842,0.210529201,0,0,0,0,0.008526801,0.628045419,0.42232299
Dtymk,-0.16116607,-1.481586048,-0.303618086,-0.610455241,-0.209290834,0,0,0.001890082,0,-0.098288603,0.16435256,-0.328979899
Atp6v1a,0.227034263,1.913599345,-0.032751342,0.351862525,0.333826024,0,0,0,0,0.244918493,0.147875547,0.551783519
Serinc3,0.052795599,1.367295904,0.235408909,0.39466393,0.047341711,1.19E-06,0.025011685,1.26E-15,-0.300676749,0.076792644,0.237247687,0.483993514
Lgals1,-1.024632918,-3.717908256,-1.486846895,-1.987492891,-1.40384469,0.081567395,0,0,0,0,0,0
Acy1,-0.232547407,-1.943690121,-0.2855508,-0.006878149,-0.549652959,0,0,0,0,-0.556471291,-0.55071216,-0.679590825
Srsf2,-0.099466092,0.128661633,0.074042887,-0.115357338,-0.222056677,0.000429214,0.036613365,0,0,-0.194846517,-0.941526897,-0.210920943
Kif2c,-0.155702681,-0.739180119,-0.279030858,-0.424641287,-0.297724166,0,0,0,0,-0.52419112,0.225304691,-0.674371192
Anxa5,0.147401699,1.343114715,0.028178258,0.344431733,0.278558711,0,0,0,0,0.343190628,0.476501267,0.486762208
Ppp1cb,0.019129295,0.694859539,0.165319708,0.130430606,0.141642725,0,0,0,0,-0.054848523,0.257982138,0.599322817
Tbl1x,0.062991361,0.940408721,-0.045925706,-0.322334753,-0.437185624,0,0,0,0,0.055524507,-0.232410237,0.1856918
Rrm2,-0.281916412,0.373377235,-0.425670538,-1.333194529,-0.367652113,0.022518663,0,0,-0.285797018,-0.663319994,-0.041906388,-0.490172145
Homer1,0.341840996,0.374290923,-0.10570456,0.42483128,0.445448137,0,0,0,0,0,0,0
Fam63a,0,-1.027662354,0.053129136,0.493819919,0.331948519,0,0,0,0,0,0,0
Sirt7,-0.00365253,-1.456975087,-0.360641089,-0.041194228,-0.142224046,0,0.223683749,0,0,0.017978921,0.045697573,-0.444506116
Vav3,-0.207744077,0.949248676,0.0071125,-0.172525871,-0.086948318,0,0.396741627,0,0,-0.153732091,-0.615631581,-0.055477952
Cmpk1,0.185223375,1.875448978,-0.043387233,0.062699374,-0.004806946,0.281494291,0,0,0,0.239599025,0.220010663,0.548950624
Sirpa,-0.043837878,-0.428658993,0.061330304,-0.224568491,0.000741593,0,0,0,0,-0.052446523,-0.904005117,-0.035621815
Nsf,0.44356543,2.989702503,0.201415442,0.355989972,0.376110001,0.496153791,0.06059246,0,0,0.212123749,0.379330273,0.449209443
Celf1,-0.126362559,-0.936419251,0.400819916,-0.075157365,0.035336646,0,0,0,0,-0.270897575,-0.418715774,-0.09935904
Fam46c,0,2.429790831,0,1.268448229,1.28890905,0.00097363,0,0,0,0,0,0
Sgms1,0.16700741,2.30409899,0.404704789,0.555242201,0.229152922,0,0,0,0,0,0,0
Bhlhe40,0.579177503,2.887401206,0.514486862,1.220960525,1.375114833,3.04E-05,3.50E-05,0,0.280415685,0.975765597,1.099828009,1.169372098
Kif22,-0.373606908,-1.893955778,-0.280318479,-0.982342759,-0.447378458,0,0,0,0,-0.878381213,0.23006242,-0.593025727
Ints12,0.144859808,2.0299422,0.144768487,-0.113880465,0.089098947,3.58E-06,0,0,0,0.350930718,0.094351808,0.270370841
Mgea5,0,-0.091836539,0.435295893,0.319149761,-0.0725069,0,0.945886491,0,0,0,0,0
Tmx1,0.225018881,1.207084064,-0.374691099,0.091451751,0.117057382,0,0,0,-0.281038141,0.200326685,0.373081463,0.355229839
Slc44a1,0.206600015,0.668256469,-0.124526989,0.259917608,0.160768572,0,0,0,0,0.444264936,0.098694635,0.775954345
Cherp,-0.128915691,-1.528633066,0.01118849,-0.180817471,-0.147923248,0,0,0,0,0.02975208,-0.055969787,-0.416784617
Rora,0.153956096,0.832024659,0.163118268,0.132756175,0.084996687,0.010812699,0.325256945,0,0,0.098937776,-0.447600626,0.362318413
Pex6,-0.111175537,-1.473973901,-0.134361915,-0.183842588,-0.17387254,0,0,0,0,-0.334482945,-0.911000263,-0.268137945
Fcho1,-0.324628518,-2.18462461,-0.16906078,-0.483730898,-0.512166951,0,0,0,0,-0.412176842,-0.303132809,-0.801591372
Hnrnpl,-0.026893951,1.864731439,-0.159676827,-0.231355594,-0.009176311,5.23E-07,0,0,0,-0.124197532,-0.218630049,-0.209814676
Lgalsl,0.027100704,-1.249557096,0.121354709,0.313826155,0.200712032,0,0,0,0,0.806072466,-0.207231791,0.580808516
Ercc6l,-0.475975295,-1.743149759,-0.656679262,-0.658914955,-0.188359079,0,0,0,0,-0.30063898,-0.282205493,-0.298937795
Ripk4,0.238165296,3.869930695,0.23753803,2.227122771,1.776274499,0,0,0,0,0,0,0
Stk40,-0.274314417,-0.667875317,0.145356991,-0.1444209,-0.059644536,0,0,0,0,-0.124008197,-0.78161535,-0.036265469
Timp3,0.550917195,0.682565768,0.27420633,-0.108391953,0.287851997,0,0,0,-0.389459603,0.356510426,1.374988663,1.372158861
Gch1,-0.137856993,-0.13846403,-0.680136951,-0.785494005,-0.017505688,0,0.758748027,0,0,0,0,0
F11r,0.542080135,1.472736731,0.397347603,0.280971362,0.234720895,0.054158114,0,0,0,0.38360673,0.313977128,0.597764685
Arap2,0.431127999,2.676773299,-0.284332051,0.234687257,0.327426535,0.027329437,0,0,0,-0.301545518,0.151725452,-0.033854084
AI504432,-0.105783443,-1.979361641,0.607723426,-0.831283781,-0.668659581,0,0,0,0,-0.292841487,0.417540225,-0.338912751
Zbtb17,-0.095564552,-1.7782375,0.128852849,-0.037849068,-0.202999323,0,0,0,0,-0.066311307,0.247527015,-0.487297583
Mef2c,0.192877662,1.216835795,0.609960278,0.813171093,0.392473203,0.000113575,0.081150314,0,0,0.389045674,0.4193223,0.587802137
Arhgef12,0.296059026,0.884589541,0.570412295,0.377555175,0.370261329,0,0,0,0,0.164753858,-0.490728026,0.097150888
Cytip,0.332229516,1.191447946,0.463215591,1.025371971,0.755361603,0.001130729,0.983251394,0,0,0.589595654,0.826795963,1.001111387
Efna1,0.621173512,1.008627593,-0.37936223,0.980900963,0.702793044,0.001251367,0,3.15E-12,0,0.330128285,1.451956679,1.021319025
Parvg,-0.338318546,0.397632503,-0.682762456,-0.130198519,-0.640991178,0,0,0,-0.365351309,-0.457929764,-0.458006265,-0.386112872
Sertad2,0.061671722,0.473163171,0.078336907,0.728297255,0.247544769,0,0.723722138,0,0,0.046367394,0.058231113,0.374169372
Ndn,0.691890114,0.488695921,-0.244939043,0.347354515,0.254420645,0.049306053,0.282025033,0,0.281142264,0.125183121,0.771888284,0.874714843
Tle2,-0.487437946,-2.447461433,0.018827341,-0.305781555,-0.665052615,0,0.067693696,0,0,-0.198509386,-0.609387836,-0.725809609
Foxo1,0.263541348,0.977956347,0.008169944,0.334815934,0.224051304,0,0.211361972,0,0,0.437655871,-0.01642322,0.75123113
Gng11,0.511749601,-0.434887132,-0.104712125,0.37409842,0.033901911,0.000114924,0,0,0,0.117623147,0.653318277,0.825755404
Ddit3,-0.003065964,-2.57149248,-0.151391393,0.007294861,0.185533306,0,0.29077256,3.52E-06,0,-0.098358048,-0.424568743,-0.245225633
Tmod3,0.303405092,2.49175501,0.183702874,0.415795098,0.13983461,0.41058227,0,0,0,0,0,0
Ppan,-0.060102565,-1.77133609,0,-0.205013638,-0.221329251,0,0,0,0,-0.175319464,0.154053484,-0.474717394
Uhrf1bp1l,-0.011922313,0.939658323,0.297226551,0.6863498,0.435245715,0,0.103546793,0,0,-0.171684927,-0.393180172,-0.009879451
Msmo1,0.339828735,2.470456362,-0.622341097,0.359922708,0.189765642,0.016955485,1,0,0,-0.600988698,0.260109297,0.567320488
Gabarapl1,0.2052842,1.569267948,-0.063693362,0.760963928,0.373151588,0,0.236536437,0,0.255125613,0.130858865,0.199982567,0.48547404
Vim,-0.5674812,-0.951313624,-0.184750252,-0.837395161,-0.585118491,0.055919932,0.096022917,4.78E-05,-0.381273721,-0.286290159,-0.233917636,-0.397045974
,0,-0.284928855,0.030939618,-0.000377267,-0.003906746,0,0,0,0,0,0,0
Pex11a,0.186611484,1.169992322,0.021143982,0.06164656,0.112308799,0,0,1.81E-09,0,0.092592019,0.094193219,0.236815527
Trp53rka,-0.363320292,1.06613511,-0.547873276,-0.214865487,0.049883551,0,0,0,0,-0.127830774,-1.152046935,0.117619639
Pkm,0.029751999,1.546144021,0.116422003,0.117982744,0.271279249,0,0,0,0,0.286867544,0.377469901,0.148669292
Sdcbp,0.230611537,1.772136607,0.313389511,0.443279368,0.296866737,0.000695663,0,0,0,0.419600813,0.595843314,0.871223799
Wwp2,0.403022514,-0.089612586,-0.060838437,0.546963428,0.445383074,0.039354896,0.028741972,0,0.443536697,0.102599485,0.154276425,0.255177526
Rbl2,0.125812448,0.667098058,0.119972908,0.617128914,0.148578295,0,0,0,0,0.108767609,0.088632179,0.164836651
Coro1a,-0.079184669,-1.873068961,-0.475918206,-0.489366372,-0.482052137,0.04331384,0,3.61E-13,0,-0.148745228,-0.113190628,-0.166677166
Pask,-0.373703237,-0.53430342,-0.028816057,-0.795246015,-0.672350489,2.02E-09,0,0,0,-0.022604719,-0.160343957,-0.589897124
Tacc3,-0.148650931,-1.990906156,0.007541701,-0.93689179,-0.154920421,0,0,2.58E-11,-0.280862038,-0.279599632,0.118186295,-0.575869273
Stx7,0.200657743,0.961183431,0.053470634,0.315061904,0.486319068,0.007773066,0,0,0,0.282229471,0.408111788,0.454069797
LOC102641923,0,0,0,0,0,0,0,0,0,0,0,0
Klf10,0.196698807,1.352659114,-0.106097779,0.092658029,-0.033432754,0.014366191,0,1.07E-07,0.304967419,0,0,0
Stk19,-0.105163994,-1.140637177,0.258608109,0.347609873,0.068469642,0,0.483265185,3.65E-09,0,-0.709491697,-0.04818672,-0.173922348
Tnip1,-0.139795346,-1.530224507,-0.344167209,-0.377117728,-0.297259384,0,0,0,0,-0.183637483,-0.237104074,-0.479443949
Zfp207,-0.14767869,-0.40998675,0,0.089522872,0.141620266,0,0,0,0,0.142772016,0.376578054,0.103495967
Ptprv,-0.197113607,-1.608429289,-0.001957952,0.775385442,-0.38311521,0,0,0,0,-0.174982001,-2.395672446,-1.097282305
9430015G10Rik,-0.246562849,-1.094209058,0.424150105,-0.180925651,-0.289702321,0,0,0,0,-0.627742242,0.232533314,-0.5751942
Satb1,-0.952445292,-1.27581453,-0.948882526,-0.547279737,-1.07456972,4.34E-08,0,0,0,-0.134241253,-1.378937256,-1.136958636
Nr4a2,0.710226604,0.926674257,0.858864231,0.450738053,0.578998274,0.001347921,0.000181156,0,0,-0.166267836,1.309926965,0.387604679
Gja1,0.036729057,1.718535128,-0.209065537,0.218805636,0.020392633,0,0,0,0,0.195251999,0.715616678,0.168520917
Dnajb6,0.246820882,1.475840057,-0.342808659,0.051768998,0.026077487,0.274388901,0,0,-0.252879151,-0.15224192,-0.144558867,-0.007826978
Foxp1,-0.326326201,-0.676763441,0.314920986,-0.003806727,-0.361228789,0.063805845,0.203179991,0,0,-0.025983974,-0.464317541,-0.233407386
Rab2a,0.087803887,1.127751346,-0.138850806,0.221879246,0.060005951,0.003719158,0,0,0,0.426096406,-0.773280182,0.495354369
Ccnd2,-0.114308273,-0.1378758,-0.226983093,-0.251254221,-0.365030483,0.376788365,0.007631354,4.13E-06,0,-0.229413194,-0.438913939,0.052009953
Colgalt1,0.188954698,0.509178914,-0.067425519,-0.242457853,-0.212041717,0,0,0,0,0.199040848,-0.9505422,0.119578931
Sell,-0.217854109,0.607765978,-1.090827657,-1.885776595,-0.973270013,4.34E-08,0,0,0,0.186158266,0.332717386,-0.205272905
Nr4a1,1.081565474,0.380753379,0.207903665,0.660676805,0.480692724,1.58E-07,9.87E-05,0,0,0,0,0
Enpp1,0.33921054,0.218367822,-0.056726543,0.616057051,0.821984803,0,0,0,0,0.177482438,0.848229252,0.389346415
Rnf126,-0.108739126,-0.366185918,0.116104418,-0.318523339,-0.169087136,0,0,0,0,-0.27766765,-0.601433994,-0.412665748
Ywhaz,0.045809419,1.784902109,0.201046852,0.13120507,0.037736176,0,0,5.20E-06,0,0,0,0
Gnpda2,0.259436465,0.692814131,-0.402158986,0.045371644,0.314272096,0.019937027,0,0,0,0.038748616,0.455809207,0.538313745
Asph,0.138194357,0.147931644,0.396364163,0.319573992,0.303409981,0.886650134,0,0,0,0.519360102,0.095674231,0.426755869
Gna13,0.041506712,0.211098243,0.336352472,-0.113071681,0.017783276,0,0,0,0,-0.206946129,0.031998914,0.237150785
Rac1,-0.039137164,0.534789971,0.269933816,0.010399474,-0.007157662,0,0,0,-0.257571489,0.07495675,-1.289113764,0.430427629
Stat3,0.466905224,0.419687812,0.313969552,0.571453561,0.388881154,0,0,0,0.261174162,0.502821635,0.354067421,0.379729871
Hsp90b1,-0.076162867,1.055036441,0.21619584,-0.614461498,-0.204906086,0,0,0.00022053,0,-0.031577298,0.195841415,-0.119798857
Rad54l,-0.255913941,-1.027168763,-0.181798445,-0.812903179,-0.70353349,0,0,0,0,-0.304223919,0.138324888,-0.564069086
Arhgap9,-0.197082688,-2.0707421,-0.169962511,-0.232490432,-0.268475232,0,0,0,0,0.257885154,-0.633616936,-0.300242431
Cep350,-0.110537607,0.572300185,0.365958712,-0.291648519,-0.273649293,0.228918488,0.142164552,0,0,-0.191894723,-0.933255911,-0.353055177
Actg1,0,0.773168543,0,-0.059608461,-0.106563823,0,0,2.98E-07,0,0.071198135,-0.108746146,0.25006192
Ttc13,-0.073493417,-0.659066827,-0.470844303,-0.379335478,-0.113039469,0,0,0,0,0,0,0
Man1a,0.220980286,1.393460788,0.21445054,0.385244559,0.285381921,0,0,0,0,0.139426192,-0.267062978,0.601368727
Slc2a3,0.338623993,0.166311488,0.306523228,0.192247809,0.168079943,0.74810928,0,0,0.326007741,0.183815794,0.512889011,0.382060392
Hnrnpu,-0.112549097,1.586278904,0.274105646,-0.024423462,-0.070159424,0.00016273,0,0,0,-0.062046736,-0.584607875,-0.140839933
Cxcl12,-0.145672729,-1.407328634,-0.011515297,-1.58896155,0.073301566,0,0,0,0,-0.391561073,0.762693867,-1.245800567
Trim16,-0.171538829,0.147222828,0.091562896,-0.153161206,-0.15165718,0,0,0,0,-0.467413055,-0.186384433,-0.638163113
Klrb1b,0.035069683,-0.174837645,0.235490981,0.05097031,-0.008766454,0,0,1.94E-15,0,-0.479446471,0,1.95004835
Arl6ip4,-0.162307797,-1.679026651,-0.301802243,-0.311128653,-0.170690906,1.59E-05,0,0,0,-0.347711372,-0.1566786,-0.438615498
4931406C07Rik,0.385488348,2.04369237,0.071540018,0.577046638,0.346257828,0.738845845,0,0,0,0.346203772,0.550895171,0.511817067
Esm1,-0.273222884,-0.352291197,0.084627085,-1.447834891,0.158513225,0,0,0,0,-1.153637203,2.827109118,-0.970371359
Efhd2,0.086723263,0.615136115,0.197815397,-0.106210397,-0.056900577,0,0.250467107,0,0,0.18319318,-1.273261143,0.046207637
Pkn1,-0.145387429,0.158299613,0,-0.182911001,-0.181018848,0,0,0,-0.348086587,-0.054478867,-0.923803987,-0.275436893
Syncrip,-0.12388949,1.844628803,0.250877839,-0.478749314,-0.432889483,0,0,0,0,0.001195331,0.202309083,0.183889048
Rnf145,0.179431388,2.494399693,-0.095402468,0.369117402,0.101712156,0,0,0,0,0.205271258,-1.000978703,0.015170265
Ttc28,-0.368805233,-1.244292829,0.053510829,-0.319976436,-0.298739526,0,0,0,0,-0.098708574,-1.137999095,-0.571787553
Cyp27a1,-0.605906548,-0.36033693,-0.377423705,-0.222613695,-0.237105301,0,0,0,0,-0.619571099,-2.70202557,-0.839140987
Safb2,-0.29298578,-0.404254332,0.315260442,-0.090949874,-0.044645066,0.146219492,0,0,0,0.079954413,0.07152117,-0.52243497
Nup62,-0.209375858,0.434894289,-0.111910488,-0.39767947,-0.287263667,0,0,0.001741643,-0.350954073,-0.305271989,-0.086419824,-0.414439869
Arid3b,-0.275576771,-1.32580409,-0.168295956,-0.100115506,-0.221077227,0,0,0,0,-0.117842512,-0.991573647,-0.573739371
B9d2,-0.196721093,-2.564556477,-0.191132875,-0.785796398,-0.213765924,0,0,0,0,0.059961163,-0.056952642,-0.31830787
Mfsd1,0.621219366,1.523002813,0.337095873,0.507959749,0.465457424,0,0,0,0,0.403065588,0.229626965,0.682705049
Rbm5,-0.080299078,0.221753892,0.18332458,-0.585625513,-0.506075764,0,0,0.000238929,0.262541862,-0.117603068,0.165256523,-0.210772967
Brpf1,-0.251033771,-2.388795137,0.0025109,-0.186651611,-0.193295428,0.473826899,0,0,0,-0.370347525,0.1099476,-0.505371969
Tia1,-0.063987954,-0.834304619,-0.101256801,-0.041558332,0.008410294,0,0,0,0,0.045017194,0.596475289,-0.050856762
Hnrnpab,-0.096808357,0.78378346,0.141848047,-0.104906009,-0.227326439,0,0,0,0,-0.144357593,-1.175376611,-0.096514581
Ms4a1,0.012518248,-0.37806342,-0.023763573,-0.436982007,0.026855742,0,0,0,0,0.224785588,-1.484152261,3.101530297
Mtmr1,0.179001936,0.627660792,0.214871136,0.10291994,0.134187897,0.025249146,0,0,0,0.126016138,-1.177849729,0.344792344
Plscr1,0.52903952,1.337793458,0.603927765,1.341948485,1.196425694,0.000891103,0.033662034,2.90E-05,0.574496069,0.897903565,1.091893549,0.882167166
Zfp932,0,-0.984429396,0,1.023029971,1.292611412,0,0,0,0,-0.145411705,0.34587376,0.122927719
Nab1,0.21898741,0.706945682,0.297617796,0.260174291,0.033161003,0,0,0,0,0.481035822,0.39278987,0.408249515
Ces2g,0.551773536,1.22246791,-0.630197959,0.26808139,0.350727907,0,0,0,0,0.025415648,1.001962104,0.083011499
Clcn3,0.309233094,0.635941793,-0.042822615,0.362856647,0.33084846,0.018595566,0.184778658,0,0,0.370235482,0.346883081,0.514935541
Ash1l,-0.13665451,0.186045568,0.644966137,-0.022763026,-0.016081891,0.627543954,0.062403883,0,0,0.169527713,-0.814881624,-0.139942569
Tm4sf1,1.314794644,2.059304972,0.189155391,1.575816263,1.53856987,1.80E-05,0,1.06E-10,0.404925522,1.418246644,4.229446827,2.621410223
Ptprz1,0.142021722,-0.085639039,0.036270396,0.052846784,0.020581251,0,0,0,0,-0.092296791,7.52358854,1.458398485
Pitpnc1,-0.36761549,-0.019845084,0.164952569,-0.409864458,-0.123579512,0.112080498,0,0,0,-0.253604295,-0.143521346,-0.313246192
Itgb5,-0.412946198,-1.158480464,-0.212694318,-0.416510771,-0.946528607,0,0,0,0,0,0,0
Myo1d,0.519235089,1.267321214,0.432184017,0.879555781,0.667301978,0,0,0,0,0.201870165,0.69645843,0.3505059
Rab6a,0.151328984,1.095976365,0.171554057,0.118459083,0.195077956,0,0.161606609,0,0,-0.036567613,-0.718921709,0.383510287
Relb,0.106243029,-1.347817968,-0.123362166,-0.237627642,0.016227155,0,0,0,0,0.286267457,-0.50832937,-0.535824917
Wls,0.118321821,0.729999523,-0.035401428,0.190898328,0.099586062,0,0,0,0,0.205142205,0.060248211,0.48700786
Kmt2c,-0.122210083,-2.298340109,0.434413839,-0.028938718,-0.016302717,0.044939247,0,0,0,-0.116519152,-1.030481282,-0.45975634
Ddx3y,0.344280579,1.154788905,1.909744134,0.045915531,0.180933478,6.39E-15,0,0,0,-0.106009888,-0.152225859,0.014999873
Mllt3,0.142499739,2.186890075,0.481637869,0.818620315,0.546742545,0,0.044779882,0,0,0.281800016,-0.040384156,0.579021956
Ppp6c,0.252011151,1.392413866,-0.281627305,0.000572742,0.139399787,0,0,0,0,0.168616043,0.080533197,0.476274717
Avpi1,0.266729805,-1.346542548,-0.178142063,0.122315052,0.287881553,0,0,1.88E-10,0,-0.143532903,0.500691339,0.641600102
Txnrd1,0.065716951,1.462069413,0.281168208,-0.56993424,-0.375069993,0,0,0,0,0.171130072,-0.149229119,0.034852944
Mcm7,-0.272877891,-1.499059729,-0.687330571,-0.578185553,-0.35605565,0,0.158251713,1.06E-06,-0.590715731,-0.512368318,-0.170432756,-0.471906751
Fam110c,-0.034958594,0.748682988,-0.421768524,0.46204848,0.212190313,0,0,0,0,-0.199065503,0.279030493,0.470185581
Dstn,0.174444317,1.995721669,-0.030930345,0.250545615,0.187944545,0,0.044481488,0,0,0.10232989,0.405455874,0.697761053
Prkca,0.488324526,1.065109475,0.635395415,0.36625943,0.410394821,0,0,0,0,0.446888293,0.342918114,0.4193525
Uxs1,-0.129392395,1.378281747,0.279482145,-0.027361212,0.145488396,0,0,8.54E-08,0,-0.062572172,0.215423346,0.228000787
Tm9sf2,0.260730279,2.196465231,-0.020431425,0.272413043,0.23640374,0,0,0,0,0.09094194,0.179570215,0.584669695
Spryd7,0.11794059,1.840327791,-0.019959801,0.112646577,0.342415353,0,0.642840641,0,0,-0.004015116,0.139145462,0.56289397
Sgk1,0.588217038,0.943460655,-0.042415591,1.63345118,1.16804579,0.007086836,0,0,0,0.203040874,1.785033074,1.392433409
Fcgr3,0.077176544,1.742060275,-0.029671194,-0.507661379,0.091903134,0,0,0,0,1.246133632,-1.83805569,0.737357375
Mecr,-0.054657422,-2.390856118,-0.429944196,-0.427453542,-0.056429712,0,0,0,0,-0.037094408,0.193579857,-0.462296737
Map2k7,-0.053930736,0.802253024,-0.074878911,-0.218760945,-0.226942685,0,0,0,0,-0.012808948,-0.036394319,-0.18208777
Pdzk1ip1,0.077650428,-0.702670241,-0.000577402,0.428024106,0.421639357,0.017577133,0,0.033233725,0.305360387,0.178061526,0.385179646,0.506723199
Rpl7,0,0.284296248,-0.145421692,0.078386089,0.087844971,0,0,2.66E-06,0.33550047,-0.133949577,0.163916099,0.441869859
Aspn,-0.792644601,-0.165755327,0.514583901,0.004672658,-0.057410477,0,0,0,0,0.845626016,-7.320719284,0.93222174
Grb2,-0.174015476,0.539180992,-0.074818857,-0.273439862,-0.188635338,0,0,0,0,0.165120894,-1.074410959,0.004775673
Bptf,-0.294894679,-1.683891698,0.363649281,-0.219570576,-0.212260043,0,0,0,0,-0.09576345,-0.087104509,-0.474939329
Ece1,0.407291495,-0.972442713,0.315692042,0.330314343,0.215635038,0.014097877,0.467103051,0,0,0.360337961,0.54991395,0.226543253
